materialid,radius,elneg,vdw,polar
mvc-1,2.0,0.298537,0.381863,0.346221
mvc-1,2.25,0.583667,0.74572,0.676538
mvc-1,2.5,0.351072,0.426583,0.397768
mvc-1,2.75,0.244109,0.149027,0.213493
mvc-1,3.0,0.47378,0.28797,0.397791
mvc-1,3.25,0.493745,0.512407,0.463747
mvc-1,3.5,0.285799,0.399962,0.294194
mvc-1,3.75,0.124702,0.172293,0.137094
mvc-1,4.0,0.161873,0.202009,0.184717
mvc-1,4.25,0.201017,0.214588,0.215453
mvc-1,4.5,0.151479,0.105155,0.138903
mvc-1,4.75,0.064205,0.029169,0.052483
mvc-1,5.0,0.014181,0.005599,0.011219
mvc-1,5.25,0.04976,0.022273,0.039879
mvc-1,5.5,0.176011,0.095757,0.145017
mvc-1,5.75,0.185927,0.139924,0.162226
mvc-1,6.0,0.060071,0.069976,0.058188
mvc-1,6.25,0.006255,0.011533,0.007049
mvc-1,6.5,0.000221,0.000592,0.000292
mvc-1,6.75,3e-06,9e-06,4e-06
mvc-1,7.0,3.9e-05,1.5e-05,3.1e-05
mvc-1,7.25,0.001269,0.000476,0.000996
mvc-1,7.5,0.011763,0.00441,0.009228
mvc-1,7.75,0.031238,0.011712,0.024506
mvc-1,8.0,0.023767,0.008911,0.018645
mvc-1,8.25,0.005181,0.001942,0.004064
mvc-1,8.5,0.000324,0.000121,0.000254
mvc-1,8.75,6e-06,2e-06,5e-06
mvc-1,9.0,0.0,0.0,0.0
mvc-1,9.25,0.0,0.0,0.0
mvc-1,9.5,0.0,0.0,0.0
mvc-1,9.75,0.0,0.0,0.0
mvc-1,10.0,0.0,0.0,0.0
mvc-1,10.25,0.0,0.0,0.0
mvc-1,10.5,0.0,0.0,0.0
mvc-1,10.75,0.0,0.0,0.0
mvc-1,11.0,0.0,0.0,0.0
mvc-1,11.25,0.0,0.0,0.0
mvc-1,11.5,0.0,0.0,0.0
mvc-1,11.75,0.0,0.0,0.0
mvc-1,12.0,0.0,0.0,0.0
mvc-1,12.25,0.0,0.0,0.0
mvc-1,12.5,0.0,0.0,0.0
mvc-1,12.75,0.0,0.0,0.0
mvc-1,13.0,0.0,0.0,0.0
mvc-1,13.25,0.0,0.0,0.0
mvc-1,13.5,0.0,0.0,0.0
mvc-1,13.75,0.0,0.0,0.0
mvc-1,14.0,0.0,0.0,0.0
mvc-1,14.25,0.0,0.0,0.0
mvc-1,14.5,0.0,0.0,0.0
mvc-1,14.75,0.0,0.0,0.0
mvc-1,15.0,0.0,0.0,0.0
