materialid,radius,elneg,vdw,polar
mp-758018,2.0,0.152262,0.077923,0.241744
mp-758018,2.25,0.311323,0.096822,0.360094
mp-758018,2.5,0.420324,0.047907,0.291865
mp-758018,2.75,0.403337,0.064707,0.238701
mp-758018,3.0,0.359802,0.250357,0.31513
mp-758018,3.25,0.32311,0.450842,0.42568
mp-758018,3.5,0.270015,0.483606,0.417318
mp-758018,3.75,0.244969,0.357023,0.316138
mp-758018,4.0,0.219076,0.31252,0.19989
mp-758018,4.25,0.140494,0.275276,0.126278
mp-758018,4.5,0.157126,0.104107,0.13138
mp-758018,4.75,0.216119,0.025171,0.140714
mp-758018,5.0,0.167333,0.008406,0.105372
mp-758018,5.25,0.122618,0.036289,0.0839
mp-758018,5.5,0.181337,0.260121,0.14728
mp-758018,5.75,0.14086,0.601396,0.169873
mp-758018,6.0,0.051442,0.420728,0.101749
mp-758018,6.25,0.023842,0.097981,0.051519
mp-758018,6.5,0.009881,0.01124,0.018426
mp-758018,6.75,0.019081,0.004377,0.026687
mp-758018,7.0,0.038438,0.007735,0.052853
mp-758018,7.25,0.02305,0.00463,0.031686
mp-758018,7.5,0.003963,0.000796,0.005448
mp-758018,7.75,0.000195,3.9e-05,0.000268
mp-758018,8.0,3e-06,1e-06,4e-06
mp-758018,8.25,0.0,0.0,0.0
mp-758018,8.5,0.0,0.0,0.0
mp-758018,8.75,0.0,0.0,0.0
mp-758018,9.0,0.0,0.0,0.0
mp-758018,9.25,0.0,0.0,0.0
mp-758018,9.5,0.0,0.0,0.0
mp-758018,9.75,0.0,0.0,0.0
mp-758018,10.0,0.0,0.0,0.0
mp-758018,10.25,0.0,0.0,0.0
mp-758018,10.5,0.0,0.0,0.0
mp-758018,10.75,0.0,0.0,0.0
mp-758018,11.0,0.0,0.0,0.0
mp-758018,11.25,0.0,0.0,0.0
mp-758018,11.5,0.0,0.0,0.0
mp-758018,11.75,0.0,0.0,0.0
mp-758018,12.0,0.0,0.0,0.0
mp-758018,12.25,0.0,0.0,0.0
mp-758018,12.5,0.0,0.0,0.0
mp-758018,12.75,0.0,0.0,0.0
mp-758018,13.0,0.0,0.0,0.0
mp-758018,13.25,0.0,0.0,0.0
mp-758018,13.5,0.0,0.0,0.0
mp-758018,13.75,0.0,0.0,0.0
mp-758018,14.0,0.0,0.0,0.0
mp-758018,14.25,0.0,0.0,0.0
mp-758018,14.5,0.0,0.0,0.0
mp-758018,14.75,0.0,0.0,0.0
mp-758018,15.0,0.0,0.0,0.0
