materialid,radius,elneg,vdw,polar
mvc-1868,2.0,0.022491,0.026298,0.026479
mvc-1868,2.25,0.105091,0.05165,0.090915
mvc-1868,2.5,0.229718,0.068843,0.17584
mvc-1868,2.75,0.223915,0.117606,0.179113
mvc-1868,3.0,0.200037,0.222217,0.1898
mvc-1868,3.25,0.252665,0.322789,0.256098
mvc-1868,3.5,0.276138,0.36176,0.288233
mvc-1868,3.75,0.29314,0.314639,0.309444
mvc-1868,4.0,0.320621,0.305549,0.341827
mvc-1868,4.25,0.305137,0.306372,0.325779
mvc-1868,4.5,0.279785,0.262907,0.288062
mvc-1868,4.75,0.274927,0.221525,0.268281
mvc-1868,5.0,0.238964,0.223804,0.235172
mvc-1868,5.25,0.205183,0.212318,0.20484
mvc-1868,5.5,0.176071,0.171503,0.18028
mvc-1868,5.75,0.141549,0.209374,0.158568
mvc-1868,6.0,0.126323,0.247513,0.14571
mvc-1868,6.25,0.10005,0.157656,0.112686
mvc-1868,6.5,0.07477,0.076543,0.082447
mvc-1868,6.75,0.052325,0.045926,0.054188
mvc-1868,7.0,0.030351,0.038654,0.030749
mvc-1868,7.25,0.022226,0.023037,0.020071
mvc-1868,7.5,0.021196,0.007019,0.015885
mvc-1868,7.75,0.015413,0.002624,0.011034
mvc-1868,8.0,0.009019,0.00142,0.006432
mvc-1868,8.25,0.002642,0.000415,0.001884
mvc-1868,8.5,0.000248,3.9e-05,0.000177
mvc-1868,8.75,7e-06,1e-06,5e-06
mvc-1868,9.0,0.0,0.0,0.0
mvc-1868,9.25,0.0,0.0,0.0
mvc-1868,9.5,0.0,0.0,0.0
mvc-1868,9.75,0.0,0.0,0.0
mvc-1868,10.0,0.0,0.0,0.0
mvc-1868,10.25,0.0,0.0,0.0
mvc-1868,10.5,0.0,0.0,0.0
mvc-1868,10.75,0.0,0.0,0.0
mvc-1868,11.0,0.0,0.0,0.0
mvc-1868,11.25,0.0,0.0,0.0
mvc-1868,11.5,0.0,0.0,0.0
mvc-1868,11.75,0.0,0.0,0.0
mvc-1868,12.0,0.0,0.0,0.0
mvc-1868,12.25,0.0,0.0,0.0
mvc-1868,12.5,0.0,0.0,0.0
mvc-1868,12.75,0.0,0.0,0.0
mvc-1868,13.0,0.0,0.0,0.0
mvc-1868,13.25,0.0,0.0,0.0
mvc-1868,13.5,0.0,0.0,0.0
mvc-1868,13.75,0.0,0.0,0.0
mvc-1868,14.0,0.0,0.0,0.0
mvc-1868,14.25,0.0,0.0,0.0
mvc-1868,14.5,0.0,0.0,0.0
mvc-1868,14.75,0.0,0.0,0.0
mvc-1868,15.0,0.0,0.0,0.0
