materialid,radius,elneg,vdw,polar
mvc-2979,2.0,0.034085,0.002471,0.026175
mvc-2979,2.25,0.235591,0.027979,0.188471
mvc-2979,2.5,0.610412,0.182261,0.564387
mvc-2979,2.75,0.82734,0.502058,0.941676
mvc-2979,3.0,0.581729,0.443527,0.724309
mvc-2979,3.25,0.189149,0.149874,0.219466
mvc-2979,3.5,0.248389,0.368201,0.217426
mvc-2979,3.75,0.489924,1.089963,0.44331
mvc-2979,4.0,0.328913,0.952949,0.31227
mvc-2979,4.25,0.073126,0.239722,0.07128
mvc-2979,4.5,0.053928,0.020338,0.042153
mvc-2979,4.75,0.112346,0.007318,0.085481
mvc-2979,5.0,0.073,0.004529,0.055529
mvc-2979,5.25,0.018829,0.001168,0.014322
mvc-2979,5.5,0.033012,0.002047,0.025111
mvc-2979,5.75,0.057022,0.003536,0.043375
mvc-2979,6.0,0.028848,0.001789,0.021944
mvc-2979,6.25,0.004182,0.000259,0.003181
mvc-2979,6.5,0.000174,1.1e-05,0.000132
mvc-2979,6.75,2e-06,0.0,2e-06
mvc-2979,7.0,0.0,0.0,0.0
mvc-2979,7.25,0.0,0.0,0.0
mvc-2979,7.5,0.0,0.0,0.0
mvc-2979,7.75,0.0,0.0,0.0
mvc-2979,8.0,0.0,0.0,0.0
mvc-2979,8.25,0.0,0.0,0.0
mvc-2979,8.5,0.0,0.0,0.0
mvc-2979,8.75,0.0,0.0,0.0
mvc-2979,9.0,0.0,0.0,0.0
mvc-2979,9.25,0.0,0.0,0.0
mvc-2979,9.5,0.0,0.0,0.0
mvc-2979,9.75,0.0,0.0,0.0
mvc-2979,10.0,0.0,0.0,0.0
mvc-2979,10.25,0.0,0.0,0.0
mvc-2979,10.5,0.0,0.0,0.0
mvc-2979,10.75,0.0,0.0,0.0
mvc-2979,11.0,0.0,0.0,0.0
mvc-2979,11.25,0.0,0.0,0.0
mvc-2979,11.5,0.0,0.0,0.0
mvc-2979,11.75,0.0,0.0,0.0
mvc-2979,12.0,0.0,0.0,0.0
mvc-2979,12.25,0.0,0.0,0.0
mvc-2979,12.5,0.0,0.0,0.0
mvc-2979,12.75,0.0,0.0,0.0
mvc-2979,13.0,0.0,0.0,0.0
mvc-2979,13.25,0.0,0.0,0.0
mvc-2979,13.5,0.0,0.0,0.0
mvc-2979,13.75,0.0,0.0,0.0
mvc-2979,14.0,0.0,0.0,0.0
mvc-2979,14.25,0.0,0.0,0.0
mvc-2979,14.5,0.0,0.0,0.0
mvc-2979,14.75,0.0,0.0,0.0
mvc-2979,15.0,0.0,0.0,0.0
