materialid,radius,elneg,vdw,polar
mvc-16776,2.0,0.090553,0.056499,0.101856
mvc-16776,2.25,0.402322,0.267098,0.459762
mvc-16776,2.5,0.521711,0.373284,0.608196
mvc-16776,2.75,0.209309,0.159427,0.244373
mvc-16776,3.0,0.167641,0.106902,0.133465
mvc-16776,3.25,0.56383,0.462048,0.440506
mvc-16776,3.5,0.666177,0.712215,0.557159
mvc-16776,3.75,0.259168,0.33503,0.236011
mvc-16776,4.0,0.137656,0.127083,0.1567
mvc-16776,4.25,0.204311,0.158911,0.240887
mvc-16776,4.5,0.155077,0.123517,0.162309
mvc-16776,4.75,0.145946,0.161569,0.123849
mvc-16776,5.0,0.099273,0.158587,0.090722
mvc-16776,5.25,0.041161,0.078474,0.052469
mvc-16776,5.5,0.060547,0.090277,0.083476
mvc-16776,5.75,0.100236,0.135357,0.105167
mvc-16776,6.0,0.108417,0.183042,0.102809
mvc-16776,6.25,0.044472,0.102919,0.046296
mvc-16776,6.5,0.005618,0.017623,0.00674
mvc-16776,6.75,0.000213,0.000884,0.000298
mvc-16776,7.0,1.7e-05,0.000179,4.5e-05
mvc-16776,7.25,0.000399,0.004613,0.001144
mvc-16776,7.5,0.003163,0.036583,0.009075
mvc-16776,7.75,0.007187,0.083124,0.020621
mvc-16776,8.0,0.004679,0.054114,0.013424
mvc-16776,8.25,0.000873,0.010093,0.002504
mvc-16776,8.5,4.7e-05,0.000539,0.000134
mvc-16776,8.75,1e-06,8e-06,2e-06
mvc-16776,9.0,0.0,0.0,0.0
mvc-16776,9.25,0.0,0.0,0.0
mvc-16776,9.5,0.0,0.0,0.0
mvc-16776,9.75,0.0,0.0,0.0
mvc-16776,10.0,0.0,0.0,0.0
mvc-16776,10.25,0.0,0.0,0.0
mvc-16776,10.5,0.0,0.0,0.0
mvc-16776,10.75,0.0,0.0,0.0
mvc-16776,11.0,0.0,0.0,0.0
mvc-16776,11.25,0.0,0.0,0.0
mvc-16776,11.5,0.0,0.0,0.0
mvc-16776,11.75,0.0,0.0,0.0
mvc-16776,12.0,0.0,0.0,0.0
mvc-16776,12.25,0.0,0.0,0.0
mvc-16776,12.5,0.0,0.0,0.0
mvc-16776,12.75,0.0,0.0,0.0
mvc-16776,13.0,0.0,0.0,0.0
mvc-16776,13.25,0.0,0.0,0.0
mvc-16776,13.5,0.0,0.0,0.0
mvc-16776,13.75,0.0,0.0,0.0
mvc-16776,14.0,0.0,0.0,0.0
mvc-16776,14.25,0.0,0.0,0.0
mvc-16776,14.5,0.0,0.0,0.0
mvc-16776,14.75,0.0,0.0,0.0
mvc-16776,15.0,0.0,0.0,0.0
