materialid,radius,elneg,vdw,polar
mvc-12727,2.0,0.146011,0.179672,0.1851
mvc-12727,2.25,0.474447,0.583814,0.601456
mvc-12727,2.5,0.443187,0.544542,0.561115
mvc-12727,2.75,0.158208,0.176893,0.182171
mvc-12727,3.0,0.320024,0.289565,0.270286
mvc-12727,3.25,0.694518,0.700458,0.593028
mvc-12727,3.5,0.457263,0.516163,0.403616
mvc-12727,3.75,0.153117,0.18989,0.162931
mvc-12727,4.0,0.178131,0.218305,0.223397
mvc-12727,4.25,0.144982,0.156728,0.172048
mvc-12727,4.5,0.109298,0.04637,0.090939
mvc-12727,4.75,0.098585,0.018748,0.069553
mvc-12727,5.0,0.0337,0.006365,0.023579
mvc-12727,5.25,0.028714,0.015767,0.022028
mvc-12727,5.5,0.141487,0.091967,0.11123
mvc-12727,5.75,0.223762,0.159563,0.178567
mvc-12727,6.0,0.101553,0.079571,0.082388
mvc-12727,6.25,0.01322,0.011401,0.010921
mvc-12727,6.5,0.000494,0.000469,0.000416
mvc-12727,6.75,5e-06,6e-06,5e-06
mvc-12727,7.0,0.0,0.0,0.0
mvc-12727,7.25,4.7e-05,8e-06,3.3e-05
mvc-12727,7.5,0.001468,0.000255,0.001023
mvc-12727,7.75,0.01319,0.002287,0.009186
mvc-12727,8.0,0.033945,0.005885,0.023641
mvc-12727,8.25,0.025029,0.004339,0.017432
mvc-12727,8.5,0.005287,0.000917,0.003682
mvc-12727,8.75,0.00032,5.5e-05,0.000223
mvc-12727,9.0,6e-06,1e-06,4e-06
mvc-12727,9.25,0.0,0.0,0.0
mvc-12727,9.5,0.0,0.0,0.0
mvc-12727,9.75,0.0,0.0,0.0
mvc-12727,10.0,0.0,0.0,0.0
mvc-12727,10.25,0.0,0.0,0.0
mvc-12727,10.5,0.0,0.0,0.0
mvc-12727,10.75,0.0,0.0,0.0
mvc-12727,11.0,0.0,0.0,0.0
mvc-12727,11.25,0.0,0.0,0.0
mvc-12727,11.5,0.0,0.0,0.0
mvc-12727,11.75,0.0,0.0,0.0
mvc-12727,12.0,0.0,0.0,0.0
mvc-12727,12.25,0.0,0.0,0.0
mvc-12727,12.5,0.0,0.0,0.0
mvc-12727,12.75,0.0,0.0,0.0
mvc-12727,13.0,0.0,0.0,0.0
mvc-12727,13.25,0.0,0.0,0.0
mvc-12727,13.5,0.0,0.0,0.0
mvc-12727,13.75,0.0,0.0,0.0
mvc-12727,14.0,0.0,0.0,0.0
mvc-12727,14.25,0.0,0.0,0.0
mvc-12727,14.5,0.0,0.0,0.0
mvc-12727,14.75,0.0,0.0,0.0
mvc-12727,15.0,0.0,0.0,0.0
