materialid,radius,elneg,vdw,polar
mvc-11093,2.0,0.106607,0.076902,0.177474
mvc-11093,2.25,0.246387,0.072998,0.228064
mvc-11093,2.5,0.735971,0.239013,0.513054
mvc-11093,2.75,0.997421,0.699326,0.758788
mvc-11093,3.0,0.547536,0.713515,0.501802
mvc-11093,3.25,0.223277,0.59746,0.358057
mvc-11093,3.5,0.25536,0.642312,0.486784
mvc-11093,3.75,0.277511,0.295558,0.373834
mvc-11093,4.0,0.195748,0.050708,0.164292
mvc-11093,4.25,0.090427,0.005137,0.059068
mvc-11093,4.5,0.037898,0.001241,0.023601
mvc-11093,4.75,0.077227,0.005781,0.048663
mvc-11093,5.0,0.097955,0.052038,0.07132
mvc-11093,5.25,0.048188,0.201595,0.076474
mvc-11093,5.5,0.031969,0.241918,0.089592
mvc-11093,5.75,0.023442,0.091552,0.054878
mvc-11093,6.0,0.006507,0.012281,0.01317
mvc-11093,6.25,0.000555,0.000652,0.00106
mvc-11093,6.5,1.4e-05,1.3e-05,2.6e-05
mvc-11093,6.75,0.0,0.0,0.0
mvc-11093,7.0,0.0,0.0,0.0
mvc-11093,7.25,0.0,0.0,0.0
mvc-11093,7.5,0.0,0.0,0.0
mvc-11093,7.75,0.0,0.0,0.0
mvc-11093,8.0,0.0,0.0,0.0
mvc-11093,8.25,0.0,0.0,0.0
mvc-11093,8.5,0.0,0.0,0.0
mvc-11093,8.75,0.0,0.0,0.0
mvc-11093,9.0,0.0,0.0,0.0
mvc-11093,9.25,0.0,0.0,0.0
mvc-11093,9.5,0.0,0.0,0.0
mvc-11093,9.75,0.0,0.0,0.0
mvc-11093,10.0,0.0,0.0,0.0
mvc-11093,10.25,0.0,0.0,0.0
mvc-11093,10.5,0.0,0.0,0.0
mvc-11093,10.75,0.0,0.0,0.0
mvc-11093,11.0,0.0,0.0,0.0
mvc-11093,11.25,0.0,0.0,0.0
mvc-11093,11.5,0.0,0.0,0.0
mvc-11093,11.75,0.0,0.0,0.0
mvc-11093,12.0,0.0,0.0,0.0
mvc-11093,12.25,0.0,0.0,0.0
mvc-11093,12.5,0.0,0.0,0.0
mvc-11093,12.75,0.0,0.0,0.0
mvc-11093,13.0,0.0,0.0,0.0
mvc-11093,13.25,0.0,0.0,0.0
mvc-11093,13.5,0.0,0.0,0.0
mvc-11093,13.75,0.0,0.0,0.0
mvc-11093,14.0,0.0,0.0,0.0
mvc-11093,14.25,0.0,0.0,0.0
mvc-11093,14.5,0.0,0.0,0.0
mvc-11093,14.75,0.0,0.0,0.0
mvc-11093,15.0,0.0,0.0,0.0
