materialid,radius,elneg,vdw,polar
mvc-8434,2.0,0.041513,0.039634,0.056595
mvc-8434,2.25,0.06997,0.029095,0.062895
mvc-8434,2.5,0.147491,0.021294,0.092813
mvc-8434,2.75,0.288408,0.098301,0.18886
mvc-8434,3.0,0.310578,0.297835,0.250977
mvc-8434,3.25,0.222348,0.48537,0.254976
mvc-8434,3.5,0.211472,0.519119,0.28518
mvc-8434,3.75,0.265899,0.379437,0.329664
mvc-8434,4.0,0.260933,0.227538,0.309726
mvc-8434,4.25,0.241365,0.169943,0.273517
mvc-8434,4.5,0.296263,0.158846,0.295691
mvc-8434,4.75,0.31304,0.148857,0.288803
mvc-8434,5.0,0.297072,0.141421,0.266337
mvc-8434,5.25,0.274683,0.208177,0.264648
mvc-8434,5.5,0.231521,0.318999,0.246161
mvc-8434,5.75,0.176853,0.275858,0.184041
mvc-8434,6.0,0.122404,0.11739,0.112684
mvc-8434,6.25,0.088482,0.082366,0.080198
mvc-8434,6.5,0.05775,0.108635,0.056287
mvc-8434,6.75,0.027804,0.063651,0.029919
mvc-8434,7.0,0.017421,0.021923,0.017375
mvc-8434,7.25,0.02169,0.036781,0.025919
mvc-8434,7.5,0.01242,0.037384,0.020787
mvc-8434,7.75,0.002455,0.011164,0.005493
mvc-8434,8.0,0.000164,0.000958,0.000445
mvc-8434,8.25,4e-06,2.4e-05,1.1e-05
mvc-8434,8.5,0.0,0.0,0.0
mvc-8434,8.75,0.0,0.0,0.0
mvc-8434,9.0,0.0,0.0,0.0
mvc-8434,9.25,0.0,0.0,0.0
mvc-8434,9.5,0.0,0.0,0.0
mvc-8434,9.75,0.0,0.0,0.0
mvc-8434,10.0,0.0,0.0,0.0
mvc-8434,10.25,0.0,0.0,0.0
mvc-8434,10.5,0.0,0.0,0.0
mvc-8434,10.75,0.0,0.0,0.0
mvc-8434,11.0,0.0,0.0,0.0
mvc-8434,11.25,0.0,0.0,0.0
mvc-8434,11.5,0.0,0.0,0.0
mvc-8434,11.75,0.0,0.0,0.0
mvc-8434,12.0,0.0,0.0,0.0
mvc-8434,12.25,0.0,0.0,0.0
mvc-8434,12.5,0.0,0.0,0.0
mvc-8434,12.75,0.0,0.0,0.0
mvc-8434,13.0,0.0,0.0,0.0
mvc-8434,13.25,0.0,0.0,0.0
mvc-8434,13.5,0.0,0.0,0.0
mvc-8434,13.75,0.0,0.0,0.0
mvc-8434,14.0,0.0,0.0,0.0
mvc-8434,14.25,0.0,0.0,0.0
mvc-8434,14.5,0.0,0.0,0.0
mvc-8434,14.75,0.0,0.0,0.0
mvc-8434,15.0,0.0,0.0,0.0
