materialid,radius,elneg,vdw,polar
mvc-11657,2.0,0.235472,0.128423,0.338533
mvc-11657,2.25,0.334349,0.1243,0.388447
mvc-11657,2.5,0.572604,0.147167,0.406062
mvc-11657,2.75,0.765501,0.554961,0.569899
mvc-11657,3.0,0.416862,0.843471,0.45668
mvc-11657,3.25,0.110886,0.399417,0.192884
mvc-11657,3.5,0.071127,0.087266,0.11579
mvc-11657,3.75,0.140802,0.101522,0.206557
mvc-11657,4.0,0.191223,0.189151,0.289839
mvc-11657,4.25,0.090999,0.159261,0.156415
mvc-11657,4.5,0.01698,0.0551,0.034577
mvc-11657,4.75,0.037673,0.044087,0.031362
mvc-11657,5.0,0.192083,0.265232,0.163282
mvc-11657,5.25,0.290529,0.531071,0.274496
mvc-11657,5.5,0.127369,0.305342,0.135733
mvc-11657,5.75,0.01623,0.050352,0.019725
mvc-11657,6.0,0.000608,0.002381,0.000844
mvc-11657,6.25,0.000425,4.5e-05,0.000246
mvc-11657,6.5,0.010358,0.000306,0.005832
mvc-11657,6.75,0.076633,0.00226,0.04315
mvc-11657,7.0,0.16884,0.004979,0.095069
mvc-11657,7.25,0.110123,0.003248,0.062007
mvc-11657,7.5,0.02112,0.000623,0.011892
mvc-11657,7.75,0.001183,3.5e-05,0.000666
mvc-11657,8.0,1.9e-05,1e-06,1.1e-05
mvc-11657,8.25,0.0,0.0,0.0
mvc-11657,8.5,0.0,0.0,0.0
mvc-11657,8.75,0.0,0.0,0.0
mvc-11657,9.0,0.0,0.0,0.0
mvc-11657,9.25,0.0,0.0,0.0
mvc-11657,9.5,0.0,0.0,0.0
mvc-11657,9.75,0.0,0.0,0.0
mvc-11657,10.0,0.0,0.0,0.0
mvc-11657,10.25,0.0,0.0,0.0
mvc-11657,10.5,0.0,0.0,0.0
mvc-11657,10.75,0.0,0.0,0.0
mvc-11657,11.0,0.0,0.0,0.0
mvc-11657,11.25,0.0,0.0,0.0
mvc-11657,11.5,0.0,0.0,0.0
mvc-11657,11.75,0.0,0.0,0.0
mvc-11657,12.0,0.0,0.0,0.0
mvc-11657,12.25,0.0,0.0,0.0
mvc-11657,12.5,0.0,0.0,0.0
mvc-11657,12.75,0.0,0.0,0.0
mvc-11657,13.0,0.0,0.0,0.0
mvc-11657,13.25,0.0,0.0,0.0
mvc-11657,13.5,0.0,0.0,0.0
mvc-11657,13.75,0.0,0.0,0.0
mvc-11657,14.0,0.0,0.0,0.0
mvc-11657,14.25,0.0,0.0,0.0
mvc-11657,14.5,0.0,0.0,0.0
mvc-11657,14.75,0.0,0.0,0.0
mvc-11657,15.0,0.0,0.0,0.0
