materialid,radius,elneg,vdw,polar
mp-775116,2.0,0.083675,0.104153,0.128954
mp-775116,2.25,0.169675,0.098202,0.171812
mp-775116,2.5,0.32253,0.097723,0.233842
mp-775116,2.75,0.417165,0.181588,0.303684
mp-775116,3.0,0.381915,0.287597,0.326099
mp-775116,3.25,0.343261,0.398389,0.377927
mp-775116,3.5,0.298575,0.384853,0.370768
mp-775116,3.75,0.225755,0.35853,0.28023
mp-775116,4.0,0.221281,0.237533,0.239931
mp-775116,4.25,0.225362,0.13882,0.242256
mp-775116,4.5,0.221443,0.11125,0.226348
mp-775116,4.75,0.280058,0.196884,0.276831
mp-775116,5.0,0.337861,0.384868,0.343275
mp-775116,5.25,0.255866,0.523551,0.259574
mp-775116,5.5,0.1345,0.378189,0.13464
mp-775116,5.75,0.058606,0.103586,0.059088
mp-775116,6.0,0.019302,0.013008,0.021106
mp-775116,6.25,0.003011,0.001218,0.003451
mp-775116,6.5,0.000157,5.8e-05,0.000182
mp-775116,6.75,2e-06,1e-06,3e-06
mp-775116,7.0,0.0,0.0,0.0
mp-775116,7.25,0.0,0.0,0.0
mp-775116,7.5,0.0,0.0,0.0
mp-775116,7.75,0.0,0.0,0.0
mp-775116,8.0,0.0,0.0,0.0
mp-775116,8.25,0.0,0.0,0.0
mp-775116,8.5,0.0,0.0,0.0
mp-775116,8.75,0.0,0.0,0.0
mp-775116,9.0,0.0,0.0,0.0
mp-775116,9.25,0.0,0.0,0.0
mp-775116,9.5,0.0,0.0,0.0
mp-775116,9.75,0.0,0.0,0.0
mp-775116,10.0,0.0,0.0,0.0
mp-775116,10.25,0.0,0.0,0.0
mp-775116,10.5,0.0,0.0,0.0
mp-775116,10.75,0.0,0.0,0.0
mp-775116,11.0,0.0,0.0,0.0
mp-775116,11.25,0.0,0.0,0.0
mp-775116,11.5,0.0,0.0,0.0
mp-775116,11.75,0.0,0.0,0.0
mp-775116,12.0,0.0,0.0,0.0
mp-775116,12.25,0.0,0.0,0.0
mp-775116,12.5,0.0,0.0,0.0
mp-775116,12.75,0.0,0.0,0.0
mp-775116,13.0,0.0,0.0,0.0
mp-775116,13.25,0.0,0.0,0.0
mp-775116,13.5,0.0,0.0,0.0
mp-775116,13.75,0.0,0.0,0.0
mp-775116,14.0,0.0,0.0,0.0
mp-775116,14.25,0.0,0.0,0.0
mp-775116,14.5,0.0,0.0,0.0
mp-775116,14.75,0.0,0.0,0.0
mp-775116,15.0,0.0,0.0,0.0
