materialid,radius,elneg,vdw,polar
mvc-5565,2.0,0.091848,0.080912,0.146668
mvc-5565,2.25,0.037629,0.034156,0.061456
mvc-5565,2.5,0.062543,0.007607,0.042514
mvc-5565,2.75,0.471093,0.046363,0.287123
mvc-5565,3.0,0.521315,0.530871,0.402772
mvc-5565,3.25,0.223143,0.762925,0.351963
mvc-5565,3.5,0.456574,0.453497,0.491176
mvc-5565,3.75,0.306426,0.399983,0.343246
mvc-5565,4.0,0.285544,0.359261,0.298976
mvc-5565,4.25,0.309975,0.263771,0.3431
mvc-5565,4.5,0.220684,0.211527,0.255023
mvc-5565,4.75,0.368506,0.180922,0.415796
mvc-5565,5.0,0.239827,0.052674,0.193475
mvc-5565,5.25,0.269864,0.097436,0.209405
mvc-5565,5.5,0.092702,0.177879,0.086867
mvc-5565,5.75,0.012343,0.163428,0.029324
mvc-5565,6.0,0.013795,0.001777,0.007978
mvc-5565,6.25,0.010827,0.023671,0.009324
mvc-5565,6.5,0.005296,0.149489,0.023521
mvc-5565,6.75,6.5e-05,0.00185,0.000291
mvc-5565,7.0,0.0,0.0,0.0
mvc-5565,7.25,0.0,0.0,0.0
mvc-5565,7.5,0.0,0.0,0.0
mvc-5565,7.75,0.0,0.0,0.0
mvc-5565,8.0,0.0,0.0,0.0
mvc-5565,8.25,0.0,0.0,0.0
mvc-5565,8.5,0.0,0.0,0.0
mvc-5565,8.75,0.0,0.0,0.0
mvc-5565,9.0,0.0,0.0,0.0
mvc-5565,9.25,0.0,0.0,0.0
mvc-5565,9.5,0.0,0.0,0.0
mvc-5565,9.75,0.0,0.0,0.0
mvc-5565,10.0,0.0,0.0,0.0
mvc-5565,10.25,0.0,0.0,0.0
mvc-5565,10.5,0.0,0.0,0.0
mvc-5565,10.75,0.0,0.0,0.0
mvc-5565,11.0,0.0,0.0,0.0
mvc-5565,11.25,0.0,0.0,0.0
mvc-5565,11.5,0.0,0.0,0.0
mvc-5565,11.75,0.0,0.0,0.0
mvc-5565,12.0,0.0,0.0,0.0
mvc-5565,12.25,0.0,0.0,0.0
mvc-5565,12.5,0.0,0.0,0.0
mvc-5565,12.75,0.0,0.0,0.0
mvc-5565,13.0,0.0,0.0,0.0
mvc-5565,13.25,0.0,0.0,0.0
mvc-5565,13.5,0.0,0.0,0.0
mvc-5565,13.75,0.0,0.0,0.0
mvc-5565,14.0,0.0,0.0,0.0
mvc-5565,14.25,0.0,0.0,0.0
mvc-5565,14.5,0.0,0.0,0.0
mvc-5565,14.75,0.0,0.0,0.0
mvc-5565,15.0,0.0,0.0,0.0
