materialid,radius,elneg,vdw,polar
mp-1041097,2.0,0.108852,0.052795,0.149053
mp-1041097,2.25,0.0805,0.035712,0.110274
mp-1041097,2.5,0.033193,0.001951,0.018441
mp-1041097,2.75,0.248292,0.033302,0.122039
mp-1041097,3.0,0.248081,0.417824,0.225759
mp-1041097,3.25,0.189224,0.087425,0.118545
mp-1041097,3.5,0.149243,0.596717,0.306094
mp-1041097,3.75,0.197866,0.447639,0.326659
mp-1041097,4.0,0.112714,0.031395,0.082149
mp-1041097,4.25,0.047432,0.004136,0.02841
mp-1041097,4.5,0.098663,0.035525,0.113656
mp-1041097,4.75,0.122709,0.050684,0.162917
mp-1041097,5.0,0.208627,0.068003,0.13359
mp-1041097,5.25,0.281139,0.248558,0.202973
mp-1041097,5.5,0.068665,0.16601,0.082274
mp-1041097,5.75,0.102503,0.237917,0.126002
mp-1041097,6.0,0.193231,0.288027,0.188541
mp-1041097,6.25,0.183507,0.078574,0.234758
mp-1041097,6.5,0.162479,0.033848,0.141283
mp-1041097,6.75,0.021402,0.001041,0.011398
mp-1041097,7.0,0.012416,0.000217,0.005758
mp-1041097,7.25,0.064228,0.018833,0.06912
mp-1041097,7.5,0.216569,0.059994,0.21959
mp-1041097,7.75,0.218869,0.110732,0.163747
mp-1041097,8.0,0.081869,0.095833,0.073973
mp-1041097,8.25,0.014016,0.080127,0.028145
mp-1041097,8.5,0.043646,0.002302,0.020361
mp-1041097,8.75,0.051841,0.047814,0.037453
mp-1041097,9.0,0.105604,0.256946,0.156827
mp-1041097,9.25,0.120822,0.129832,0.144977
mp-1041097,9.5,0.010101,0.012685,0.014349
mp-1041097,9.75,0.009387,0.013239,0.008291
mp-1041097,10.0,0.036621,0.02653,0.024662
mp-1041097,10.25,0.010807,0.000293,0.004987
mp-1041097,10.5,0.06968,0.025194,0.038115
mp-1041097,10.75,0.015687,0.107584,0.036754
mp-1041097,11.0,0.015296,0.087869,0.037335
mp-1041097,11.25,0.011078,0.0063,0.015371
mp-1041097,11.5,0.000213,0.000106,0.000292
mp-1041097,11.75,0.0,0.0,0.0
mp-1041097,12.0,0.000206,3e-06,9.5e-05
mp-1041097,12.25,0.019353,0.000287,0.008862
mp-1041097,12.5,0.013335,0.000198,0.006106
mp-1041097,12.75,3.1e-05,0.0,1.4e-05
mp-1041097,13.0,0.0,0.0,0.0
mp-1041097,13.25,0.0,0.0,0.0
mp-1041097,13.5,0.0,0.0,0.0
mp-1041097,13.75,0.0,0.0,0.0
mp-1041097,14.0,0.0,0.0,0.0
mp-1041097,14.25,0.0,0.0,0.0
mp-1041097,14.5,0.0,0.0,0.0
mp-1041097,14.75,0.0,0.0,0.0
mp-1041097,15.0,0.0,0.0,0.0
