materialid,radius,elneg,vdw,polar
mvc-12615,2.0,0.203927,0.128621,0.328404
mvc-12615,2.25,0.022611,0.012818,0.033938
mvc-12615,2.5,0.382337,0.006997,0.214245
mvc-12615,2.75,0.237998,0.134718,0.157651
mvc-12615,3.0,0.52467,1.278118,0.530366
mvc-12615,3.25,0.064724,0.029744,0.043134
mvc-12615,3.5,0.270216,0.094015,0.304148
mvc-12615,3.75,0.099563,0.019333,0.085824
mvc-12615,4.0,0.105885,0.001936,0.059343
mvc-12615,4.25,0.023202,0.00088,0.013785
mvc-12615,4.5,0.676229,0.096088,0.522529
mvc-12615,4.75,0.376466,0.218751,0.572731
mvc-12615,5.0,0.047075,0.188944,0.098455
mvc-12615,5.25,0.015063,0.204779,0.049099
mvc-12615,5.5,0.529589,0.158163,0.455843
mvc-12615,5.75,0.178563,0.063515,0.141863
mvc-12615,6.0,0.055109,1.177341,0.250106
mvc-12615,6.25,0.145928,0.184354,0.115624
mvc-12615,6.5,0.040819,0.000886,0.022898
mvc-12615,6.75,2.8e-05,1e-06,1.6e-05
mvc-12615,7.0,0.0,0.0,0.0
mvc-12615,7.25,0.0,0.0,0.0
mvc-12615,7.5,0.0,0.0,0.0
mvc-12615,7.75,0.0,0.0,0.0
mvc-12615,8.0,0.0,0.0,0.0
mvc-12615,8.25,0.0,0.0,0.0
mvc-12615,8.5,0.0,0.0,0.0
mvc-12615,8.75,0.0,0.0,0.0
mvc-12615,9.0,0.0,0.0,0.0
mvc-12615,9.25,0.0,0.0,0.0
mvc-12615,9.5,0.0,0.0,0.0
mvc-12615,9.75,0.0,0.0,0.0
mvc-12615,10.0,0.0,0.0,0.0
mvc-12615,10.25,0.0,0.0,0.0
mvc-12615,10.5,0.0,0.0,0.0
mvc-12615,10.75,0.0,0.0,0.0
mvc-12615,11.0,0.0,0.0,0.0
mvc-12615,11.25,0.0,0.0,0.0
mvc-12615,11.5,0.0,0.0,0.0
mvc-12615,11.75,0.0,0.0,0.0
mvc-12615,12.0,0.0,0.0,0.0
mvc-12615,12.25,0.0,0.0,0.0
mvc-12615,12.5,0.0,0.0,0.0
mvc-12615,12.75,0.0,0.0,0.0
mvc-12615,13.0,0.0,0.0,0.0
mvc-12615,13.25,0.0,0.0,0.0
mvc-12615,13.5,0.0,0.0,0.0
mvc-12615,13.75,0.0,0.0,0.0
mvc-12615,14.0,0.0,0.0,0.0
mvc-12615,14.25,0.0,0.0,0.0
mvc-12615,14.5,0.0,0.0,0.0
mvc-12615,14.75,0.0,0.0,0.0
mvc-12615,15.0,0.0,0.0,0.0
