,R,elneg,vdw,polar
0,2.0,0.027381,0.017924,0.043801
1,2.25,0.022226,0.009981,0.028138
2,2.5,0.250563,0.005967,0.14294
3,2.75,0.169411,0.234049,0.139129
4,3.0,0.320191,0.609041,0.293834
5,3.25,0.062355,0.039335,0.060858
6,3.5,0.115874,0.269033,0.180179
7,3.75,0.198516,0.10812,0.258564
8,4.0,0.095508,0.011414,0.069801
9,4.25,0.015109,0.007151,0.019723
10,4.5,0.056806,0.035625,0.088339
11,4.75,0.226207,0.068653,0.230136
12,5.0,0.327905,0.3619,0.299512
13,5.25,0.160156,0.167606,0.122456
14,5.5,0.061043,0.085641,0.054376
15,5.75,0.112243,0.19822,0.112706
16,6.0,0.177077,0.316181,0.210994
17,6.25,0.185345,0.085575,0.232392
18,6.5,0.106216,0.260605,0.146464
19,6.75,0.072315,0.063801,0.055076
20,7.0,0.034308,0.003493,0.024004
21,7.25,0.158916,0.06303,0.18765
22,7.5,0.266575,0.079958,0.258016
23,7.75,0.180157,0.299119,0.179738
24,8.0,0.073389,0.07673,0.060658
25,8.25,0.027068,0.004173,0.016262
26,8.5,0.049159,0.001253,0.028151
27,8.75,0.061787,0.071252,0.064544
28,9.0,0.09143,0.168836,0.128956
29,9.25,0.066129,0.032002,0.080498
30,9.5,0.021785,0.002868,0.016351
31,9.75,0.041838,0.000857,0.023853
32,10.0,0.012751,0.000257,0.007263
33,10.25,0.058079,0.001529,0.033148
34,10.5,0.047639,0.111727,0.04761
35,10.75,0.009866,0.117997,0.027402
36,11.0,0.002943,0.007301,0.005457
37,11.25,0.001756,0.00115,0.002809
38,11.5,2e-06,1e-06,4e-06
39,11.75,0.000445,9e-06,0.000254
40,12.0,0.019465,0.000393,0.011087
41,12.25,0.011302,0.000228,0.006438
42,12.5,0.000762,1.5e-05,0.000434
43,12.75,0.0,0.0,0.0
44,13.0,0.0,0.0,0.0
45,13.25,0.0,0.0,0.0
46,13.5,0.0,0.0,0.0
47,13.75,0.0,0.0,0.0
48,14.0,0.0,0.0,0.0
49,14.25,0.0,0.0,0.0
50,14.5,0.0,0.0,0.0
51,14.75,0.0,0.0,0.0
52,15.0,0.0,0.0,0.0
