materialid,radius,elneg,vdw,polar
mvc-4650,2.0,0.111984,0.041103,0.153203
mvc-4650,2.25,0.066906,0.02447,0.091463
mvc-4650,2.5,0.00136,0.004061,0.001803
mvc-4650,2.75,0.112324,0.099971,0.073586
mvc-4650,3.0,0.348881,0.182256,0.203088
mvc-4650,3.25,0.044221,0.050526,0.037238
mvc-4650,3.5,0.157779,0.590229,0.320963
mvc-4650,3.75,0.105667,0.183503,0.172433
mvc-4650,4.0,0.029688,0.002457,0.016654
mvc-4650,4.25,0.086385,0.001068,0.039265
mvc-4650,4.5,0.04492,0.015491,0.058198
mvc-4650,4.75,0.104822,0.038723,0.142335
mvc-4650,5.0,0.184323,0.117232,0.124821
mvc-4650,5.25,0.232704,0.17768,0.14908
mvc-4650,5.5,0.035844,0.152218,0.072046
mvc-4650,5.75,0.032337,0.092746,0.045444
mvc-4650,6.0,0.156863,0.236446,0.136404
mvc-4650,6.25,0.14092,0.072886,0.192684
mvc-4650,6.5,0.072755,0.031303,0.081169
mvc-4650,6.75,0.053445,0.04059,0.035107
mvc-4650,7.0,0.00946,0.000419,0.004315
mvc-4650,7.25,0.044354,0.001383,0.022276
mvc-4650,7.5,0.116909,0.04122,0.145546
mvc-4650,7.75,0.202363,0.126512,0.167394
mvc-4650,8.0,0.192411,0.205236,0.158063
mvc-4650,8.25,0.017465,0.092697,0.037624
mvc-4650,8.5,0.000978,0.008523,0.002452
mvc-4650,8.75,0.04158,0.037229,0.028143
mvc-4650,9.0,0.157971,0.223837,0.167391
mvc-4650,9.25,0.19448,0.387883,0.295408
mvc-4650,9.5,0.065469,0.009763,0.0385
mvc-4650,9.75,0.038005,0.011583,0.020025
mvc-4650,10.0,0.024862,0.019751,0.016387
mvc-4650,10.25,0.012378,0.004881,0.017004
mvc-4650,10.5,0.120448,0.064791,0.147028
mvc-4650,10.75,0.249733,0.18578,0.199901
mvc-4650,11.0,0.043545,0.073225,0.050426
mvc-4650,11.25,0.001236,0.003897,0.002322
mvc-4650,11.5,0.00042,0.005834,0.001561
mvc-4650,11.75,0.030178,0.063168,0.030108
mvc-4650,12.0,0.108023,0.093871,0.117284
mvc-4650,12.25,0.085485,0.036234,0.078706
mvc-4650,12.5,0.014704,0.001657,0.007669
mvc-4650,12.75,0.022001,0.000203,0.009827
mvc-4650,13.0,0.000656,6e-06,0.000293
mvc-4650,13.25,0.000268,0.000848,0.000345
mvc-4650,13.5,0.035408,0.038333,0.026053
mvc-4650,13.75,0.043233,0.093998,0.0561
mvc-4650,14.0,0.001848,0.012271,0.004862
mvc-4650,14.25,1e-06,8e-06,3e-06
mvc-4650,14.5,0.0,0.0,0.0
mvc-4650,14.75,0.0,0.0,0.0
mvc-4650,15.0,0.0,0.0,0.0
