materialid,radius,elneg,vdw,polar
mvc-11923,2.0,0.173238,0.229792,0.2939
mvc-11923,2.25,0.197885,0.146898,0.282326
mvc-11923,2.5,0.466181,0.021208,0.272419
mvc-11923,2.75,0.170626,0.010232,0.09857
mvc-11923,3.0,0.508624,0.261685,0.318659
mvc-11923,3.25,0.521195,0.502798,0.4933
mvc-11923,3.5,0.257425,0.93006,0.390958
mvc-11923,3.75,0.55061,0.74904,0.563045
mvc-11923,4.0,0.530149,0.34391,0.433959
mvc-11923,4.25,0.2666,0.116696,0.309853
mvc-11923,4.5,0.030608,0.040235,0.047932
mvc-11923,4.75,0.027007,0.328037,0.076094
mvc-11923,5.0,0.086801,0.173944,0.160446
mvc-11923,5.25,0.042287,0.058947,0.072876
mvc-11923,5.5,0.014507,0.031167,0.028854
mvc-11923,5.75,0.022547,0.016288,0.032674
mvc-11923,6.0,0.059731,0.035964,0.081274
mvc-11923,6.25,0.070321,0.002955,0.040755
mvc-11923,6.5,0.003658,0.000144,0.002106
mvc-11923,6.75,1e-06,0.0,0.0
mvc-11923,7.0,0.0,0.0,0.0
mvc-11923,7.25,0.0,0.0,0.0
mvc-11923,7.5,0.0,0.0,0.0
mvc-11923,7.75,0.0,0.0,0.0
mvc-11923,8.0,0.0,0.0,0.0
mvc-11923,8.25,0.0,0.0,0.0
mvc-11923,8.5,0.0,0.0,0.0
mvc-11923,8.75,0.0,0.0,0.0
mvc-11923,9.0,0.0,0.0,0.0
mvc-11923,9.25,0.0,0.0,0.0
mvc-11923,9.5,0.0,0.0,0.0
mvc-11923,9.75,0.0,0.0,0.0
mvc-11923,10.0,0.0,0.0,0.0
mvc-11923,10.25,0.0,0.0,0.0
mvc-11923,10.5,0.0,0.0,0.0
mvc-11923,10.75,0.0,0.0,0.0
mvc-11923,11.0,0.0,0.0,0.0
mvc-11923,11.25,0.0,0.0,0.0
mvc-11923,11.5,0.0,0.0,0.0
mvc-11923,11.75,0.0,0.0,0.0
mvc-11923,12.0,0.0,0.0,0.0
mvc-11923,12.25,0.0,0.0,0.0
mvc-11923,12.5,0.0,0.0,0.0
mvc-11923,12.75,0.0,0.0,0.0
mvc-11923,13.0,0.0,0.0,0.0
mvc-11923,13.25,0.0,0.0,0.0
mvc-11923,13.5,0.0,0.0,0.0
mvc-11923,13.75,0.0,0.0,0.0
mvc-11923,14.0,0.0,0.0,0.0
mvc-11923,14.25,0.0,0.0,0.0
mvc-11923,14.5,0.0,0.0,0.0
mvc-11923,14.75,0.0,0.0,0.0
mvc-11923,15.0,0.0,0.0,0.0
