,R,elneg,vdw,polar
0,2.0,0.018323,0.014552,0.030719
1,2.25,0.005029,0.001023,0.004103
2,2.5,0.262787,0.008035,0.147331
3,2.75,0.234091,0.296885,0.188428
4,3.0,0.225234,0.474334,0.218611
5,3.25,0.099026,0.058849,0.091645
6,3.5,0.124183,0.282047,0.222275
7,3.75,0.156027,0.073634,0.178963
8,4.0,0.081781,0.011763,0.05962
9,4.25,0.010275,0.007994,0.016984
10,4.5,0.072873,0.05554,0.11877
11,4.75,0.320888,0.111876,0.315718
12,5.0,0.328804,0.565693,0.313573
13,5.25,0.136279,0.136063,0.102566
14,5.5,0.043075,0.051316,0.041425
15,5.75,0.164326,0.331663,0.163806
16,6.0,0.183376,0.210944,0.23074
17,6.25,0.17898,0.097688,0.222883
18,6.5,0.070454,0.182898,0.091705
19,6.75,0.073068,0.020518,0.0452
20,7.0,0.01447,0.006685,0.017246
21,7.25,0.239302,0.107397,0.280749
22,7.5,0.248427,0.102315,0.22026
23,7.75,0.144312,0.26936,0.145781
24,8.0,0.028132,0.032047,0.023799
25,8.25,0.024768,0.000776,0.013893
26,8.5,0.067732,0.007781,0.039953
27,8.75,0.075849,0.155511,0.109243
28,9.0,0.111856,0.111526,0.143976
29,9.25,0.027491,0.010185,0.028855
30,9.5,0.052626,0.001483,0.029498
31,9.75,0.009649,0.000269,0.005404
32,10.0,0.012093,0.00034,0.006774
33,10.25,0.093809,0.01583,0.055152
34,10.5,0.023577,0.153588,0.043392
35,10.75,0.002693,0.028383,0.00852
36,11.0,0.002853,0.002321,0.004792
37,11.25,1.1e-05,8e-06,1.8e-05
38,11.5,3e-06,0.0,2e-06
39,11.75,0.004977,0.000139,0.002788
40,12.0,0.026117,0.000728,0.014629
41,12.25,0.000375,1e-05,0.00021
42,12.5,0.0,0.0,0.0
43,12.75,0.0,0.0,0.0
44,13.0,0.0,0.0,0.0
45,13.25,0.0,0.0,0.0
46,13.5,0.0,0.0,0.0
47,13.75,0.0,0.0,0.0
48,14.0,0.0,0.0,0.0
49,14.25,0.0,0.0,0.0
50,14.5,0.0,0.0,0.0
51,14.75,0.0,0.0,0.0
52,15.0,0.0,0.0,0.0
