,R,elneg,vdw,polar
0,2.0,0.008953,0.007873,0.012997
1,2.25,0.020631,0.002441,0.01419
2,2.5,0.320454,0.02511,0.200892
3,2.75,0.250703,0.574964,0.262463
4,3.0,0.105518,0.097325,0.084544
5,3.25,0.18328,0.256338,0.214797
6,3.5,0.166906,0.376607,0.264422
7,3.75,0.175246,0.06754,0.164248
8,4.0,0.067421,0.008948,0.047347
9,4.25,0.038592,0.029974,0.052047
10,4.5,0.121993,0.066349,0.135826
11,4.75,0.350981,0.232517,0.335847
12,5.0,0.278568,0.232203,0.219288
13,5.25,0.04711,0.1084,0.052187
14,5.5,0.067432,0.086634,0.068415
15,5.75,0.209784,0.371306,0.223801
16,6.0,0.19418,0.167679,0.247858
17,6.25,0.135542,0.079814,0.142765
18,6.5,0.071081,0.072058,0.059558
19,6.75,0.02316,0.003132,0.015942
20,7.0,0.110897,0.067515,0.130876
21,7.25,0.26853,0.120023,0.271541
22,7.5,0.18669,0.283593,0.189981
23,7.75,0.060179,0.095322,0.060236
24,8.0,0.011845,0.000748,0.007406
25,8.25,0.055647,0.00391,0.035445
26,8.5,0.082135,0.098246,0.088942
27,8.75,0.115962,0.195599,0.155834
28,9.0,0.047673,0.030833,0.051515
29,9.25,0.048854,0.019805,0.033823
30,9.5,0.01276,0.067219,0.020556
31,9.75,0.013161,0.001208,0.008284
32,10.0,0.088713,0.00632,0.055494
33,10.25,0.017745,0.090634,0.028061
34,10.5,0.006728,0.044115,0.01514
35,10.75,0.00653,0.005956,0.009511
36,11.0,0.000292,0.000257,0.000425
37,11.25,0.000217,1.1e-05,0.000135
38,11.5,0.014962,0.00079,0.009307
39,11.75,0.012882,0.000681,0.008013
40,12.0,6.2e-05,3e-06,3.8e-05
41,12.25,0.0,0.0,0.0
42,12.5,0.0,0.0,0.0
43,12.75,0.0,0.0,0.0
44,13.0,0.0,0.0,0.0
45,13.25,0.0,0.0,0.0
46,13.5,0.0,0.0,0.0
47,13.75,0.0,0.0,0.0
48,14.0,0.0,0.0,0.0
49,14.25,0.0,0.0,0.0
50,14.5,0.0,0.0,0.0
51,14.75,0.0,0.0,0.0
52,15.0,0.0,0.0,0.0
