materialid,radius,elneg,vdw,polar
mp-1046746,2.0,0.147799,0.093962,0.227667
mp-1046746,2.25,0.11421,0.072719,0.175921
mp-1046746,2.5,0.100208,0.029496,0.104367
mp-1046746,2.75,0.433325,0.063105,0.271217
mp-1046746,3.0,0.651926,0.529301,0.428436
mp-1046746,3.25,0.23349,0.490107,0.254306
mp-1046746,3.5,0.147384,0.267203,0.183085
mp-1046746,3.75,0.122195,0.557602,0.259667
mp-1046746,4.0,0.242405,0.274317,0.310553
mp-1046746,4.25,0.243763,0.442347,0.351023
mp-1046746,4.5,0.311418,0.146579,0.251064
mp-1046746,4.75,0.142811,0.111758,0.132558
mp-1046746,5.0,0.099371,0.078433,0.126098
mp-1046746,5.25,0.284616,0.077443,0.235994
mp-1046746,5.5,0.265844,0.14749,0.243543
mp-1046746,5.75,0.252759,0.145402,0.195449
mp-1046746,6.0,0.139521,0.312165,0.128074
mp-1046746,6.25,0.018902,0.068521,0.028915
mp-1046746,6.5,0.035002,0.024037,0.05501
mp-1046746,6.75,0.003916,0.002698,0.006158
mp-1046746,7.0,0.002352,0.016812,0.007953
mp-1046746,7.25,0.006743,0.048222,0.022808
mp-1046746,7.5,4e-05,0.000283,0.000134
mp-1046746,7.75,0.0,0.0,0.0
mp-1046746,8.0,0.0,0.0,0.0
mp-1046746,8.25,0.0,0.0,0.0
mp-1046746,8.5,0.0,0.0,0.0
mp-1046746,8.75,0.0,0.0,0.0
mp-1046746,9.0,0.0,0.0,0.0
mp-1046746,9.25,0.0,0.0,0.0
mp-1046746,9.5,0.0,0.0,0.0
mp-1046746,9.75,0.0,0.0,0.0
mp-1046746,10.0,0.0,0.0,0.0
mp-1046746,10.25,0.0,0.0,0.0
mp-1046746,10.5,0.0,0.0,0.0
mp-1046746,10.75,0.0,0.0,0.0
mp-1046746,11.0,0.0,0.0,0.0
mp-1046746,11.25,0.0,0.0,0.0
mp-1046746,11.5,0.0,0.0,0.0
mp-1046746,11.75,0.0,0.0,0.0
mp-1046746,12.0,0.0,0.0,0.0
mp-1046746,12.25,0.0,0.0,0.0
mp-1046746,12.5,0.0,0.0,0.0
mp-1046746,12.75,0.0,0.0,0.0
mp-1046746,13.0,0.0,0.0,0.0
mp-1046746,13.25,0.0,0.0,0.0
mp-1046746,13.5,0.0,0.0,0.0
mp-1046746,13.75,0.0,0.0,0.0
mp-1046746,14.0,0.0,0.0,0.0
mp-1046746,14.25,0.0,0.0,0.0
mp-1046746,14.5,0.0,0.0,0.0
mp-1046746,14.75,0.0,0.0,0.0
mp-1046746,15.0,0.0,0.0,0.0
