materialid,radius,elneg,vdw,polar
mp-1048695,2.0,0.115887,0.083055,0.192171
mp-1048695,2.25,0.050657,0.031251,0.077101
mp-1048695,2.5,0.258526,0.051991,0.223735
mp-1048695,2.75,0.663285,0.020622,0.388835
mp-1048695,3.0,0.296836,0.517973,0.256864
mp-1048695,3.25,0.174965,0.831971,0.247033
mp-1048695,3.5,0.198919,0.654365,0.287151
mp-1048695,3.75,0.318339,0.072422,0.275049
mp-1048695,4.0,0.197407,0.126386,0.226099
mp-1048695,4.25,0.261566,0.66128,0.442429
mp-1048695,4.5,0.306054,0.11445,0.331853
mp-1048695,4.75,0.164889,0.004385,0.096213
mp-1048695,5.0,0.045062,0.000932,0.025877
mp-1048695,5.25,0.146798,0.01063,0.096064
mp-1048695,5.5,0.225905,0.079887,0.246267
mp-1048695,5.75,0.189793,0.007635,0.113773
mp-1048695,6.0,0.260495,0.364711,0.249339
mp-1048695,6.25,0.089415,0.340385,0.165999
mp-1048695,6.5,0.035083,0.025581,0.05795
mp-1048695,6.75,0.000121,8.6e-05,0.000199
mp-1048695,7.0,0.0,0.0,0.0
mp-1048695,7.25,0.0,0.0,0.0
mp-1048695,7.5,0.0,0.0,0.0
mp-1048695,7.75,0.0,0.0,0.0
mp-1048695,8.0,0.0,0.0,0.0
mp-1048695,8.25,0.0,0.0,0.0
mp-1048695,8.5,0.0,0.0,0.0
mp-1048695,8.75,0.0,0.0,0.0
mp-1048695,9.0,0.0,0.0,0.0
mp-1048695,9.25,0.0,0.0,0.0
mp-1048695,9.5,0.0,0.0,0.0
mp-1048695,9.75,0.0,0.0,0.0
mp-1048695,10.0,0.0,0.0,0.0
mp-1048695,10.25,0.0,0.0,0.0
mp-1048695,10.5,0.0,0.0,0.0
mp-1048695,10.75,0.0,0.0,0.0
mp-1048695,11.0,0.0,0.0,0.0
mp-1048695,11.25,0.0,0.0,0.0
mp-1048695,11.5,0.0,0.0,0.0
mp-1048695,11.75,0.0,0.0,0.0
mp-1048695,12.0,0.0,0.0,0.0
mp-1048695,12.25,0.0,0.0,0.0
mp-1048695,12.5,0.0,0.0,0.0
mp-1048695,12.75,0.0,0.0,0.0
mp-1048695,13.0,0.0,0.0,0.0
mp-1048695,13.25,0.0,0.0,0.0
mp-1048695,13.5,0.0,0.0,0.0
mp-1048695,13.75,0.0,0.0,0.0
mp-1048695,14.0,0.0,0.0,0.0
mp-1048695,14.25,0.0,0.0,0.0
mp-1048695,14.5,0.0,0.0,0.0
mp-1048695,14.75,0.0,0.0,0.0
mp-1048695,15.0,0.0,0.0,0.0
