materialid,radius,elneg,vdw,polar
mvc-12005,2.0,0.112371,0.060678,0.147541
mvc-12005,2.25,0.143938,0.077724,0.188988
mvc-12005,2.5,0.085428,0.044994,0.110419
mvc-12005,2.75,0.201897,0.008559,0.11028
mvc-12005,3.0,0.395657,0.222471,0.256045
mvc-12005,3.25,0.308016,0.698923,0.325359
mvc-12005,3.5,0.124955,0.487177,0.232065
mvc-12005,3.75,0.154803,0.089933,0.201964
mvc-12005,4.0,0.189433,0.034819,0.144974
mvc-12005,4.25,0.08383,0.002167,0.043795
mvc-12005,4.5,0.054038,0.001349,0.028158
mvc-12005,4.75,0.109935,0.027314,0.092849
mvc-12005,5.0,0.27684,0.31681,0.380915
mvc-12005,5.25,0.258914,0.049594,0.148521
mvc-12005,5.5,0.076839,0.333433,0.125348
mvc-12005,5.75,0.216136,0.141524,0.185355
mvc-12005,6.0,0.026272,0.001085,0.014252
mvc-12005,6.25,0.033167,0.050872,0.049342
mvc-12005,6.5,0.170376,0.632286,0.298171
mvc-12005,6.75,0.158891,0.100901,0.140363
mvc-12005,7.0,0.22171,0.057815,0.195883
mvc-12005,7.25,0.123895,0.006857,0.070345
mvc-12005,7.5,0.136412,0.058194,0.155326
mvc-12005,7.75,0.039371,0.016702,0.044661
mvc-12005,8.0,0.170515,0.062636,0.124245
mvc-12005,8.25,0.112141,0.255266,0.139796
mvc-12005,8.5,0.014149,0.159072,0.044806
mvc-12005,8.75,7.1e-05,0.000846,0.000236
mvc-12005,9.0,0.0,0.0,0.0
mvc-12005,9.25,0.0,0.0,0.0
mvc-12005,9.5,0.0,0.0,0.0
mvc-12005,9.75,0.0,0.0,0.0
mvc-12005,10.0,0.0,0.0,0.0
mvc-12005,10.25,0.0,0.0,0.0
mvc-12005,10.5,0.0,0.0,0.0
mvc-12005,10.75,0.0,0.0,0.0
mvc-12005,11.0,0.0,0.0,0.0
mvc-12005,11.25,0.0,0.0,0.0
mvc-12005,11.5,0.0,0.0,0.0
mvc-12005,11.75,0.0,0.0,0.0
mvc-12005,12.0,0.0,0.0,0.0
mvc-12005,12.25,0.0,0.0,0.0
mvc-12005,12.5,0.0,0.0,0.0
mvc-12005,12.75,0.0,0.0,0.0
mvc-12005,13.0,0.0,0.0,0.0
mvc-12005,13.25,0.0,0.0,0.0
mvc-12005,13.5,0.0,0.0,0.0
mvc-12005,13.75,0.0,0.0,0.0
mvc-12005,14.0,0.0,0.0,0.0
mvc-12005,14.25,0.0,0.0,0.0
mvc-12005,14.5,0.0,0.0,0.0
mvc-12005,14.75,0.0,0.0,0.0
mvc-12005,15.0,0.0,0.0,0.0
