materialid,radius,elneg,vdw,polar
mp-1043624,2.0,0.074751,0.052205,0.095209
mp-1043624,2.25,0.960956,0.730309,1.248169
mp-1043624,2.5,0.271289,0.164537,0.332849
mp-1043624,2.75,0.400516,0.019637,0.219423
mp-1043624,3.0,0.302089,0.196832,0.19108
mp-1043624,3.25,0.691783,0.997802,0.536534
mp-1043624,3.5,0.133107,0.6311,0.282828
mp-1043624,3.75,0.193419,0.121286,0.239677
mp-1043624,4.0,0.153081,0.090957,0.18845
mp-1043624,4.25,0.01587,0.002821,0.011258
mp-1043624,4.5,0.220661,0.009631,0.119446
mp-1043624,4.75,0.008067,0.000352,0.004367
mp-1043624,5.0,0.169736,0.008253,0.092117
mp-1043624,5.25,0.279177,0.343222,0.24404
mp-1043624,5.5,0.03177,0.25181,0.087488
mp-1043624,5.75,4.5e-05,0.000368,0.000127
mp-1043624,6.0,0.0,0.0,0.0
mp-1043624,6.25,0.0,0.0,0.0
mp-1043624,6.5,3e-06,0.0,2e-06
mp-1043624,6.75,0.010255,0.000448,0.005551
mp-1043624,7.0,0.064719,0.002829,0.035034
mp-1043624,7.25,0.002171,0.02901,0.005513
mp-1043624,7.5,0.01617,0.338938,0.059494
mp-1043624,7.75,0.000365,0.007654,0.001343
mp-1043624,8.0,0.0,0.0,0.0
mp-1043624,8.25,0.0,0.0,0.0
mp-1043624,8.5,0.0,0.0,0.0
mp-1043624,8.75,0.0,0.0,0.0
mp-1043624,9.0,0.0,0.0,0.0
mp-1043624,9.25,0.0,0.0,0.0
mp-1043624,9.5,0.0,0.0,0.0
mp-1043624,9.75,0.0,0.0,0.0
mp-1043624,10.0,0.0,0.0,0.0
mp-1043624,10.25,0.0,0.0,0.0
mp-1043624,10.5,0.0,0.0,0.0
mp-1043624,10.75,0.0,0.0,0.0
mp-1043624,11.0,0.0,0.0,0.0
mp-1043624,11.25,0.0,0.0,0.0
mp-1043624,11.5,0.0,0.0,0.0
mp-1043624,11.75,0.0,0.0,0.0
mp-1043624,12.0,0.0,0.0,0.0
mp-1043624,12.25,0.0,0.0,0.0
mp-1043624,12.5,0.0,0.0,0.0
mp-1043624,12.75,0.0,0.0,0.0
mp-1043624,13.0,0.0,0.0,0.0
mp-1043624,13.25,0.0,0.0,0.0
mp-1043624,13.5,0.0,0.0,0.0
mp-1043624,13.75,0.0,0.0,0.0
mp-1043624,14.0,0.0,0.0,0.0
mp-1043624,14.25,0.0,0.0,0.0
mp-1043624,14.5,0.0,0.0,0.0
mp-1043624,14.75,0.0,0.0,0.0
mp-1043624,15.0,0.0,0.0,0.0
