materialid,radius,elneg,vdw,polar
mp-1045799,2.0,0.039304,0.102788,0.066688
mp-1045799,2.25,0.030464,0.014256,0.02565
mp-1045799,2.5,0.404124,0.056551,0.287486
mp-1045799,2.75,0.239896,0.081555,0.185237
mp-1045799,3.0,0.176438,0.327937,0.201372
mp-1045799,3.25,0.301499,0.468689,0.305432
mp-1045799,3.5,0.209321,0.334203,0.236196
mp-1045799,3.75,0.230599,0.185747,0.252302
mp-1045799,4.0,0.379685,0.269637,0.377664
mp-1045799,4.25,0.278084,0.291911,0.323427
mp-1045799,4.5,0.244591,0.286365,0.26532
mp-1045799,4.75,0.294634,0.153831,0.258274
mp-1045799,5.0,0.223192,0.239638,0.240793
mp-1045799,5.25,0.203464,0.280076,0.21378
mp-1045799,5.5,0.183875,0.090207,0.168708
mp-1045799,5.75,0.09724,0.117716,0.109309
mp-1045799,6.0,0.161465,0.33692,0.192712
mp-1045799,6.25,0.086627,0.102837,0.089507
mp-1045799,6.5,0.096668,0.175869,0.097212
mp-1045799,6.75,0.054188,0.018551,0.044017
mp-1045799,7.0,0.002939,0.01438,0.005338
mp-1045799,7.25,0.005767,0.042278,0.013732
mp-1045799,7.5,0.029378,0.004346,0.020953
mp-1045799,7.75,0.026378,0.003689,0.018764
mp-1045799,8.0,0.000179,2.5e-05,0.000128
mp-1045799,8.25,0.0,0.0,0.0
mp-1045799,8.5,0.0,0.0,0.0
mp-1045799,8.75,0.0,0.0,0.0
mp-1045799,9.0,0.0,0.0,0.0
mp-1045799,9.25,0.0,0.0,0.0
mp-1045799,9.5,0.0,0.0,0.0
mp-1045799,9.75,0.0,0.0,0.0
mp-1045799,10.0,0.0,0.0,0.0
mp-1045799,10.25,0.0,0.0,0.0
mp-1045799,10.5,0.0,0.0,0.0
mp-1045799,10.75,0.0,0.0,0.0
mp-1045799,11.0,0.0,0.0,0.0
mp-1045799,11.25,0.0,0.0,0.0
mp-1045799,11.5,0.0,0.0,0.0
mp-1045799,11.75,0.0,0.0,0.0
mp-1045799,12.0,0.0,0.0,0.0
mp-1045799,12.25,0.0,0.0,0.0
mp-1045799,12.5,0.0,0.0,0.0
mp-1045799,12.75,0.0,0.0,0.0
mp-1045799,13.0,0.0,0.0,0.0
mp-1045799,13.25,0.0,0.0,0.0
mp-1045799,13.5,0.0,0.0,0.0
mp-1045799,13.75,0.0,0.0,0.0
mp-1045799,14.0,0.0,0.0,0.0
mp-1045799,14.25,0.0,0.0,0.0
mp-1045799,14.5,0.0,0.0,0.0
mp-1045799,14.75,0.0,0.0,0.0
mp-1045799,15.0,0.0,0.0,0.0
