materialid,radius,elneg,vdw,polar
mp-776137,2.0,0.468147,0.328274,0.765213
mp-776137,2.25,0.092908,0.065136,0.151843
mp-776137,2.5,0.0651,0.001343,0.037064
mp-776137,2.75,1.351932,0.027365,0.768878
mp-776137,3.0,0.649465,0.013877,0.370281
mp-776137,3.25,0.292497,0.496257,0.399565
mp-776137,3.5,0.414553,2.276508,0.934841
mp-776137,3.75,0.168775,0.268361,0.202546
mp-776137,4.0,0.239271,0.005185,0.136225
mp-776137,4.25,0.053524,0.001083,0.03044
mp-776137,4.5,0.000118,0.000111,8.5e-05
mp-776137,4.75,0.006235,0.143616,0.027956
mp-776137,5.0,0.12506,0.369607,0.133571
mp-776137,5.25,0.072324,0.003277,0.041441
mp-776137,5.5,9.2e-05,2e-06,5.2e-05
mp-776137,5.75,0.0,0.0,0.0
mp-776137,6.0,0.0,0.0,0.0
mp-776137,6.25,0.0,0.0,0.0
mp-776137,6.5,0.0,0.0,0.0
mp-776137,6.75,0.0,0.0,0.0
mp-776137,7.0,0.0,0.0,0.0
mp-776137,7.25,0.0,0.0,0.0
mp-776137,7.5,0.0,0.0,0.0
mp-776137,7.75,0.0,0.0,0.0
mp-776137,8.0,0.0,0.0,0.0
mp-776137,8.25,0.0,0.0,0.0
mp-776137,8.5,0.0,0.0,0.0
mp-776137,8.75,0.0,0.0,0.0
mp-776137,9.0,0.0,0.0,0.0
mp-776137,9.25,0.0,0.0,0.0
mp-776137,9.5,0.0,0.0,0.0
mp-776137,9.75,0.0,0.0,0.0
mp-776137,10.0,0.0,0.0,0.0
mp-776137,10.25,0.0,0.0,0.0
mp-776137,10.5,0.0,0.0,0.0
mp-776137,10.75,0.0,0.0,0.0
mp-776137,11.0,0.0,0.0,0.0
mp-776137,11.25,0.0,0.0,0.0
mp-776137,11.5,0.0,0.0,0.0
mp-776137,11.75,0.0,0.0,0.0
mp-776137,12.0,0.0,0.0,0.0
mp-776137,12.25,0.0,0.0,0.0
mp-776137,12.5,0.0,0.0,0.0
mp-776137,12.75,0.0,0.0,0.0
mp-776137,13.0,0.0,0.0,0.0
mp-776137,13.25,0.0,0.0,0.0
mp-776137,13.5,0.0,0.0,0.0
mp-776137,13.75,0.0,0.0,0.0
mp-776137,14.0,0.0,0.0,0.0
mp-776137,14.25,0.0,0.0,0.0
mp-776137,14.5,0.0,0.0,0.0
mp-776137,14.75,0.0,0.0,0.0
mp-776137,15.0,0.0,0.0,0.0
