,R,elneg,vdw,polar
0,2.0,0.09509,0.060533,0.1515
1,2.25,0.040865,0.02514,0.063639
2,2.5,0.17987,0.005592,0.100393
3,2.75,0.240545,0.234852,0.175434
4,3.0,0.281127,0.554965,0.256307
5,3.25,0.069023,0.034656,0.057089
6,3.5,0.112443,0.274847,0.188504
7,3.75,0.172547,0.094548,0.22192
8,4.0,0.09625,0.011597,0.069865
9,4.25,0.023445,0.00753,0.024927
10,4.5,0.045879,0.02831,0.07159
11,4.75,0.209512,0.070749,0.226176
12,5.0,0.348871,0.253088,0.28672
13,5.25,0.161786,0.30992,0.148272
14,5.5,0.059613,0.044868,0.043286
15,5.75,0.101678,0.163329,0.100992
16,6.0,0.153442,0.361129,0.187309
17,6.25,0.185545,0.084381,0.22603
18,6.5,0.112647,0.219713,0.1511
19,6.75,0.086961,0.065083,0.064287
20,7.0,0.023208,0.002193,0.0154
21,7.25,0.140711,0.044168,0.147821
22,7.5,0.244476,0.106127,0.258354
23,7.75,0.168349,0.328767,0.181256
24,8.0,0.119193,0.092989,0.08777
25,8.25,0.033445,0.02514,0.024186
26,8.5,0.035,0.000747,0.019464
27,8.75,0.051454,0.037804,0.044951
28,9.0,0.087071,0.159824,0.114868
29,9.25,0.08312,0.055563,0.104673
30,9.5,0.019656,0.004973,0.018622
31,9.75,0.055411,0.008526,0.032428
32,10.0,0.016864,0.041642,0.016898
33,10.25,0.008489,0.00094,0.004849
34,10.5,0.082115,0.085657,0.06089
35,10.75,0.025006,0.065949,0.025825
36,11.0,0.006233,0.031774,0.010514
37,11.25,0.002964,0.002008,0.004738
38,11.5,1.2e-05,8e-06,2e-05
39,11.75,1e-06,0.0,0.0
40,12.0,0.001631,3e-05,0.000904
41,12.25,0.009101,0.000167,0.005045
42,12.5,0.009191,0.000169,0.005095
43,12.75,0.00016,3e-06,8.9e-05
44,13.0,0.0,0.0,0.0
45,13.25,0.0,0.0,0.0
46,13.5,0.0,0.0,0.0
47,13.75,0.0,0.0,0.0
48,14.0,0.0,0.0,0.0
49,14.25,0.0,0.0,0.0
50,14.5,0.0,0.0,0.0
51,14.75,0.0,0.0,0.0
52,15.0,0.0,0.0,0.0
