materialid,radius,elneg,vdw,polar
mp-1041638,2.0,0.036232,0.063194,0.064392
mp-1041638,2.25,0.020717,0.020032,0.026074
mp-1041638,2.5,0.097731,0.016028,0.070636
mp-1041638,2.75,0.192776,0.049555,0.133354
mp-1041638,3.0,0.335868,0.207396,0.26638
mp-1041638,3.25,0.122455,0.450811,0.151159
mp-1041638,3.5,0.141621,0.24499,0.175356
mp-1041638,3.75,0.17457,0.058122,0.158008
mp-1041638,4.0,0.16162,0.198559,0.234467
mp-1041638,4.25,0.189774,0.155092,0.209028
mp-1041638,4.5,0.19357,0.157555,0.200787
mp-1041638,4.75,0.232356,0.11505,0.20656
mp-1041638,5.0,0.242387,0.329318,0.225047
mp-1041638,5.25,0.282704,0.095611,0.227337
mp-1041638,5.5,0.158872,0.245202,0.167305
mp-1041638,5.75,0.090461,0.066091,0.097051
mp-1041638,6.0,0.119771,0.216806,0.146341
mp-1041638,6.25,0.123596,0.147621,0.166099
mp-1041638,6.5,0.157125,0.081898,0.155674
mp-1041638,6.75,0.132485,0.363773,0.154133
mp-1041638,7.0,0.22108,0.066809,0.178039
mp-1041638,7.25,0.145813,0.018408,0.107849
mp-1041638,7.5,0.135404,0.031007,0.11837
mp-1041638,7.75,0.093709,0.12025,0.113223
mp-1041638,8.0,0.095114,0.168088,0.108951
mp-1041638,8.25,0.020006,0.028813,0.030178
mp-1041638,8.5,0.018154,0.030137,0.031904
mp-1041638,8.75,0.011377,0.005786,0.014259
mp-1041638,9.0,0.000492,8.9e-05,0.000389
mp-1041638,9.25,0.020832,0.030294,0.017317
mp-1041638,9.5,0.028542,0.195726,0.040802
mp-1041638,9.75,0.00278,0.021874,0.003529
mp-1041638,10.0,1e-06,1.6e-05,2e-06
mp-1041638,10.25,0.0,0.0,0.0
mp-1041638,10.5,0.0,0.0,0.0
mp-1041638,10.75,0.0,0.0,0.0
mp-1041638,11.0,0.0,0.0,0.0
mp-1041638,11.25,0.0,0.0,0.0
mp-1041638,11.5,0.0,0.0,0.0
mp-1041638,11.75,0.0,0.0,0.0
mp-1041638,12.0,0.0,0.0,0.0
mp-1041638,12.25,0.0,0.0,0.0
mp-1041638,12.5,0.0,0.0,0.0
mp-1041638,12.75,0.0,0.0,0.0
mp-1041638,13.0,0.0,0.0,0.0
mp-1041638,13.25,0.0,0.0,0.0
mp-1041638,13.5,0.0,0.0,0.0
mp-1041638,13.75,0.0,0.0,0.0
mp-1041638,14.0,0.0,0.0,0.0
mp-1041638,14.25,0.0,0.0,0.0
mp-1041638,14.5,0.0,0.0,0.0
mp-1041638,14.75,0.0,0.0,0.0
mp-1041638,15.0,0.0,0.0,0.0
