materialid,radius,elneg,vdw,polar
mp-1042857,2.0,0.100814,0.08312,0.157044
mp-1042857,2.25,0.086683,0.075764,0.136623
mp-1042857,2.5,0.137425,0.094325,0.149636
mp-1042857,2.75,0.688668,0.043427,0.373949
mp-1042857,3.0,0.616166,0.451977,0.426791
mp-1042857,3.25,0.937234,1.673347,1.047387
mp-1042857,3.5,0.416794,0.783631,0.47479
mp-1042857,3.75,0.413052,0.379181,0.5647
mp-1042857,4.0,0.116376,0.078385,0.164391
mp-1042857,4.25,0.060876,0.208864,0.118461
mp-1042857,4.5,0.032186,0.076813,0.071152
mp-1042857,4.75,0.117018,0.030017,0.132342
mp-1042857,5.0,0.269844,0.020935,0.179029
mp-1042857,5.25,0.006863,0.000213,0.003706
mp-1042857,5.5,0.0,0.0,0.0
mp-1042857,5.75,0.0,0.0,0.0
mp-1042857,6.0,0.0,0.0,0.0
mp-1042857,6.25,0.0,0.0,0.0
mp-1042857,6.5,0.0,0.0,0.0
mp-1042857,6.75,0.0,0.0,0.0
mp-1042857,7.0,0.0,0.0,0.0
mp-1042857,7.25,0.0,0.0,0.0
mp-1042857,7.5,0.0,0.0,0.0
mp-1042857,7.75,0.0,0.0,0.0
mp-1042857,8.0,0.0,0.0,0.0
mp-1042857,8.25,0.0,0.0,0.0
mp-1042857,8.5,0.0,0.0,0.0
mp-1042857,8.75,0.0,0.0,0.0
mp-1042857,9.0,0.0,0.0,0.0
mp-1042857,9.25,0.0,0.0,0.0
mp-1042857,9.5,0.0,0.0,0.0
mp-1042857,9.75,0.0,0.0,0.0
mp-1042857,10.0,0.0,0.0,0.0
mp-1042857,10.25,0.0,0.0,0.0
mp-1042857,10.5,0.0,0.0,0.0
mp-1042857,10.75,0.0,0.0,0.0
mp-1042857,11.0,0.0,0.0,0.0
mp-1042857,11.25,0.0,0.0,0.0
mp-1042857,11.5,0.0,0.0,0.0
mp-1042857,11.75,0.0,0.0,0.0
mp-1042857,12.0,0.0,0.0,0.0
mp-1042857,12.25,0.0,0.0,0.0
mp-1042857,12.5,0.0,0.0,0.0
mp-1042857,12.75,0.0,0.0,0.0
mp-1042857,13.0,0.0,0.0,0.0
mp-1042857,13.25,0.0,0.0,0.0
mp-1042857,13.5,0.0,0.0,0.0
mp-1042857,13.75,0.0,0.0,0.0
mp-1042857,14.0,0.0,0.0,0.0
mp-1042857,14.25,0.0,0.0,0.0
mp-1042857,14.5,0.0,0.0,0.0
mp-1042857,14.75,0.0,0.0,0.0
mp-1042857,15.0,0.0,0.0,0.0
