,R,elneg,vdw,polar
0,2.0,0.085488,0.041706,0.107079
1,2.25,0.138892,0.072924,0.176942
2,2.5,0.02083,0.008006,0.022746
3,2.75,0.137471,0.013619,0.084335
4,3.0,0.158609,0.048048,0.088346
5,3.25,0.099021,0.15671,0.08685
6,3.5,0.059797,0.143083,0.071234
7,3.75,0.092946,0.282999,0.150861
8,4.0,0.16345,0.246452,0.213759
9,4.25,0.098032,0.161828,0.104397
10,4.5,0.072445,0.069845,0.070797
11,4.75,0.035143,0.015887,0.040279
12,5.0,0.022047,0.010398,0.026908
13,5.25,0.071336,0.018689,0.061926
14,5.5,0.071907,0.061254,0.075941
15,5.75,0.143088,0.145439,0.139223
16,6.0,0.138564,0.109525,0.10527
17,6.25,0.073789,0.047459,0.055993
18,6.5,0.020962,0.052696,0.025671
19,6.75,0.104426,0.191481,0.116831
20,7.0,0.142058,0.183331,0.156335
21,7.25,0.112865,0.054965,0.119269
22,7.5,0.065964,0.067869,0.06873
23,7.75,0.043576,0.027122,0.035894
24,8.0,0.022573,0.002265,0.013143
25,8.25,0.076029,0.015783,0.058715
26,8.5,0.138557,0.044621,0.123734
27,8.75,0.143173,0.148262,0.137374
28,9.0,0.098555,0.085,0.086645
29,9.25,0.0384,0.103645,0.055646
30,9.5,0.044775,0.04385,0.041611
31,9.75,0.044523,0.032227,0.033007
32,10.0,0.059443,0.065781,0.059102
33,10.25,0.095562,0.231081,0.140906
34,10.5,0.091134,0.194945,0.128053
35,10.75,0.093875,0.129603,0.101879
36,11.0,0.079828,0.07934,0.073359
37,11.25,0.035452,0.012437,0.031285
38,11.5,0.041561,0.006782,0.029077
39,11.75,0.058897,0.029823,0.048069
40,12.0,0.05021,0.106936,0.073628
41,12.25,0.10203,0.097665,0.110303
42,12.5,0.172123,0.078301,0.144113
43,12.75,0.054976,0.015604,0.038838
44,13.0,0.006159,0.000431,0.003318
45,13.25,0.014039,0.006479,0.013988
46,13.5,0.071089,0.088676,0.071953
47,13.75,0.083663,0.092691,0.083385
48,14.0,0.055269,0.047304,0.060014
49,14.25,0.014439,0.005941,0.012212
50,14.5,0.022296,0.000524,0.010714
51,14.75,0.007858,0.00018,0.003769
52,15.0,0.010807,0.002486,0.006544
