Battid,Discharged_ID,Charged_ID,Reduced_Cell_Formula,Type,Spacegroup,Average_Voltage,Capacity_Grav,Capacity_Vol,Specific_E_Wh/kg,E Density Wh/l,Stability Charge,Stability Discharge
mvc-1200014313,mvc-14313,mvc-15991,Mg0 –2Mo3O8,intercalation,C2/m,2.54,231,1107,586,2809,0.26,0.13
mvc-1200005121,mvc-5121,mvc-5220,Mg0 –0.5BiO2,intercalation,Cm,2.86,106,807,302,2305,0.17,0.13
mvc-1200010551,mp-1047865,mp-1047865,Mg0 –1Ni3P3O13,intercalation,P21/m,4.02,107,385,430,1545,0.18,0.13
mvc-1200002285,mp-1045937,mvc-2263,Mg0 –2Co9O13,intercalation,C2/m,3.24,136,780,442,2529,0.28,0.14
mvc-1200004648,mvc-4648,mvc-5860,Mg0 –0.5BiO2,intercalation,Cm,2.56,106,804,271,2058,0.09,0.14
mvc-1200003366,mp-1046746,mp-1045679,Mg0 –2Nb2TeO8,intercalation,P1,2.48,219,1003,543,2487,0.16,0.14
mvc-1200006602,mp-1041629,mp-1047639,Mg0 –0.5CoO2,intercalation,Pcmb,3.28,260,1342,852,4399,0.2,0.14
mvc-1200010077,mp-1040927,mvc-10214,Mg0 –0.5TaCuO4,intercalation,P21/c,3.52,84,509,294,1790,0.21,0.14
mvc-1200012846,mvc-12846,mp-714944,Mg0 –0.25VO2,intercalation,R3m,2.1,151,587,316,1231,0.14,0.14
mvc-1200010248,mp-1041145,mp-1041261,Mg0 –1Bi3P3O13,intercalation,P21/m,3,56,277,169,831,0.12,0.14
mvc-1200000835,mp-1043200,mp-1043418,Mg0 –0.5Co2O3,intercalation,Cmcm,3.07,151,825,462,2532,0.24,0.15
mvc-1200003078,mp-1046557,mp-1046527,MgCr5(TeO6)3,intercalation,C2/c,2.63,209,1002,548,2634,0.13,0.15
mvc-1200005864,mvc-5864,mvc-5626,Mg0 –1MoAsO5,intercalation,P212121,2.51,195,763,489,1917,0.16,0.16
mvc-1200005032,mvc-5032,mvc-5295,Mg0 –0.5CrO2,intercalation,Cm,3,279,1164,837,3495,0.18,0.16
mvc-1200014232,mp-1118049,mvc-15884,Mg0 –1NiF4,intercalation,I4/mcm,5.48,337,1384,1847,7581,0.26,0.16
mvc-1200006043,mp-1047337,mp-1047075,Mg0 –0.5MoO2,intercalation,Pmnb,2.4,191,1085,458,2600,0.45,0.16
mvc-1200010460,mp-1041401,mp-1047807,Mg0 –0.5CuWO4,intercalation,P21/c,2.48,83,490,206,1218,0.19,0.16
mvc-1200009719,mp-1044814,mp-1044867,Mg0 –0.5BiO2,intercalation,P3m1,2.66,106,795,281,2114,0.16,0.17
mvc-1200006718,mp-1041687,mp-1047621,Mg0 –0.5MoO2,intercalation,Pcmb,2.17,191,1067,415,2314,0.38,0.17
mvc-1200005073,mvc-5073,mvc-4514,Mg0 –1.5Si2WO7,intercalation,C2/c,2.34,207,950,484,2223,0.36,0.18
mvc-1200004866,mvc-4866,mvc-12639,Mg0 –1FeO2,intercalation,P1,2.26,478,1816,1079,4098,0.15,0.18
mvc-1200006625,mp-1041705,mp-1041528,MgV3(AsO4)4,intercalation,P21/c,2.56,206,780,526,1995,0.18,0.18
mvc-1200004682,mp-1046883,mp-557993,Mg0 –0.5BiO2,intercalation,Fd3m,2.11,106,790,223,1667,0,0.19
mvc-1200000484,mp-1046893,mp-1047467,MgBa(BiO2)4,intercalation,P31m,2.89,48,353,138,1020,0.29,0.2
mvc-1200007725,mp-1042617,mp-1042672,Mg0 –1CoBi2O7,intercalation,P21/c,3.24,87,588,283,1902,0.22,0.2
mvc-1200008339,mp-1043159,mp-1043300,Mg0 –1Cr2O5,intercalation,Cmcm,3.16,257,852,812,2689,0.24,0.21
mvc-1200007718,mp-1042566,mp-1042609,Mg0 –1CoSb2O7,intercalation,P21/c,3.66,122,593,447,2170,0.33,0.21
mvc-1200005754,mvc-5754,mvc-5760,Mg0 –0.5BiO2,intercalation,Pmnb,2.31,106,854,244,1970,0.08,0.21
mvc-1200012619,mvc-12565,mp-1116784,Mg0 –1CoO2,intercalation,P1,2.28,465,1860,1060,4239,0,0.21
mvc-1200002863,mp-1046266,mvc-12565,Mg0.25 –1CoO2,intercalation,P1,2.22,349,1382,776,3074,0.11,0.21
mvc-1200014378,mvc-14378,mp-1047285,Mg0 –0.5FeO2,intercalation,Pm21b,3.26,268,1288,873,4197,0.29,0.22
mvc-1200010086,mp-1040928,mp-1041001,Mg0 –0.5CuSbO4,intercalation,P21/c,3.67,103,506,377,1859,0.26,0.22
mvc-1200007980,mp-1042810,mp-1042978,Mg0 –2W3O8,intercalation,P63mc,2.14,147,1125,315,2408,0.37,0.22
mvc-1200000287,mp-1046283,mp-1042297,Mg0.5 –1CuO2,intercalation,P1,2.65,224,951,593,2520,0.22,0.22
mvc-1200004902,mvc-4902,mp-1042577,Mg0 –1NiO2,intercalation,P1,2.81,466,1889,1311,5313,0.16,0.24
mvc-1200009171,mp-1042577,mp-1044455,Mg0 –1Cr3O7,intercalation,Pcmn,2.52,183,650,462,1638,0.15,0.25
mvc-1200011394,mvc-3948,mvc-15502,Mg0 –1Cr2O5,intercalation,Pmnm,2.49,257,928,641,2314,0.09,0.25
mvc-1200011658,mp-25519,mvc-11658,Mg0 –0.25FeO2,intercalation,R3m,3.02,143,604,431,1824,0.25,0.25
mvc-1200558132,mp-558132,mvc-15230,Mg0.5 –1VO3,intercalation,Cmmm,2.99,217,615,651,1840,0.41,0.26
mvc-1200558132,mp-558132,mvc-15230,Mg0.5 –1VO3,intercalation,Cmmm,2.99,217,615,651,1840,0.41,0.26
mvc-1200002129,mp-1045724,mvc-13134,Mg0 –0.5CrO3,intercalation,P21nm,2.99,239,945,713,2820,0.19,0.27
mvc-1200006076,mp-1047375,mp-1047386,Mg0 –0.5BiO2,intercalation,Cmcm,2.33,106,862,246,2006,0.17,0.27
mvc-1200010451,mp-1041374,mp-1041443,Mg0 –1Cr4O9,intercalation,P4/n,2.7,142,530,384,1430,0.22,0.27
mvc-1200012664,mvc-12664,mvc-12638,Mg0.25 –1NiO2,intercalation,P1,2.63,350,1397,921,3679,0.16,0.28
mvc-1200006187,mvc-6187,mp-1047477,MgTi3(AsO4)4,intercalation,P21/c,2.02,208,818,421,1653,0.19,0.28
mvc-1200006762,mp-1041727,mp-1041395,Mg0 –0.5BiO2,intercalation,Pnmm,2.15,106,761,227,1635,0.18,0.34
mvc-1200003752,mvc-3752,mvc-13490,Mg0 –2Bi2O5,intercalation,Pmcb,2.52,196,1260,494,3172,0.33,0.44
mvc-1200002078,mvc-2078,mvc-13841,Mg0 –0.5CuN,intercalation,P4m2,2.11,299,1296,630,2734,1.32,0.52
mvc-1200000931,mp-1044474,mp-1041454,MgBa(WO2)4,intercalation,P31m,3.01,52,426,157,1282,1.03,0.76
