mid,helvol,geomvol
mp-777811,0.000,26.785
mp-759534,5.264,140.241
mp-756161,0.157,40.980
mp-780533,0.000,16.284
mp-755440,0.000,13.704
mp-753031,0.000,29.102
mp-757257,0.000,46.501
mp-9750,0.000,32.553
mp-771290,0.000,61.832
mp-781611,48.849,193.053
mp-755871,0.000,38.765
mp-774667,0.000,35.566
mp-776070,0.000,47.827
mp-771079,0.000,37.015
mp-770367,0.851,124.023
mp-777408,0.002,40.277
mp-21270,0.000,43.370
mp-772564,1.275,102.539
mp-776064,0.000,109.478
mp-779357,0.017,101.788
mp-762011,0.000,34.539
mvc-11115,0.000,31.092
mp-774673,0.002,79.491
mp-26279,0.000,89.297
mp-778061,0.000,73.615
mp-761530,0.050,19.120
mp-774883,0.541,81.202
mp-764448,0.000,43.491
mp-26251,0.000,26.696
mp-767627,0.000,31.591
mp-759911,0.000,58.476
mp-767633,0.023,147.435
mp-774897,21.265,48.319
mp-773120,0.000,52.751
mp-26245,0.026,151.162
mp-31739,0.701,116.512
mp-780043,0.000,20.259
mp-756411,0.000,37.131
mp-756377,0.173,57.146
mp-782640,0.000,120.731
mp-7543,0.000,14.107
mp-771910,0.000,44.731
mp-757069,0.285,44.516
mp-755656,0.000,62.173
mp-25943,0.000,97.115
mp-782668,0.000,117.832
mp-755130,0.000,44.702
mp-752887,0.000,39.924
mp-763482,0.000,12.745
mp-755124,0.000,38.961
mp-26286,0.001,223.814
mp-765781,0.010,34.846
mp-26319,0.037,95.180
mp-27007,0.000,47.195
mp-770575,3.537,250.341
mp-770213,0.031,53.540
mp-776662,0.000,126.620
mp-555003,0.000,148.660
mp-760014,41.720,496.954
mp-774707,0.016,289.317
mp-504264,0.000,28.606
mp-772438,0.000,73.937
mp-26443,0.001,57.866
mp-1907,0.000,16.866
mp-757684,3.756,110.836
mp-766459,0.001,192.277
mp-765636,0.000,44.488
mp-760996,0.009,140.762
mp-849712,0.000,92.812
mp-782720,1.769,43.264
mp-759656,0.000,52.567
mp-850531,0.000,49.620
mp-756203,0.948,58.568
mp-32393,16.906,191.161
mp-757135,23.376,49.309
mp-753435,0.000,68.667
mp-26480,0.000,42.164
mp-26494,3.690,133.029
mp-757121,23.979,49.612
mp-754428,0.000,39.262
mp-753347,0.009,34.191
mp-773518,0.000,63.844
mp-779753,0.001,120.702
mp-759483,0.044,87.234
mp-760202,0.000,70.267
mp-510749,0.000,29.375
mp-25412,0.000,73.764
mp-25406,0.011,80.664
mp-766101,0.000,52.512
mp-769554,0.763,113.478
mp-850928,0.000,213.248
mp-26669,3.586,167.789
mp-753804,0.001,56.628
mp-505436,0.408,212.728
mp-762401,0.455,52.694
mp-765346,0.000,55.778
mp-763051,0.000,0.000
mp-26127,0.000,25.761
mp-753186,0.580,49.722
mp-26133,14.010,176.647
mp-761134,0.015,157.703
mp-756940,0.000,35.554
mp-768676,0.000,57.873
mp-756773,0.000,23.471
mp-759440,0.071,125.415
mp-769583,0.000,45.134
mp-18988,0.000,16.672
mp-755508,0.000,36.672
mp-754170,0.000,32.480
mp-768689,0.000,76.568
mp-757479,2.587,89.153
mp-752529,0.191,68.069
mp-777781,0.106,139.771
mp-770950,0.054,72.115
mp-753151,0.000,30.255
mp-764931,0.000,95.176
mp-775867,1.961,197.873
mp-759433,0.007,68.198
mp-684120,0.000,104.187
mp-850026,0.219,131.944
mp-756072,0.000,22.866
mp-755553,0.000,32.761
mp-26197,0.000,57.246
mp-26829,2.781,150.048
mp-763793,0.023,94.390
mp-780408,0.083,82.787
mp-755221,0.000,48.437
mp-757350,0.081,37.853
mp-753136,0.000,44.058
mp-772661,0.000,38.274
mp-758922,0.000,44.314
mp-759382,0.004,104.645
mp-770710,0.000,69.661
mp-756099,0.000,47.465
mp-772649,0.000,32.760
mp-26632,0.016,107.092
mp-26626,0.000,45.609
mp-764759,0.000,17.719
mp-26140,0.000,71.074
mp-754842,0.000,41.072
mp-25449,0.000,32.536
mp-757393,0.000,41.881
mp-849588,0.000,60.457
mp-585279,17.382,471.469
mp-778827,0.000,76.389
mp-752764,0.000,26.902
mp-759157,0.000,48.334
mp-25878,2.429,167.613
mp-759143,0.000,47.010
mp-754467,0.002,23.327
mp-754301,0.000,28.677
mp-759625,0.000,104.036
mp-757620,0.000,12.817
mp-540496,0.000,115.981
mp-25844,21.260,314.335
mp-850218,0.000,186.955
mp-25850,0.794,78.070
mp-758507,0.000,168.918
mvc-3279,12.061,58.474
mp-777269,0.005,117.310
mp-684493,0.248,224.212
mp-759180,0.000,28.530
mp-760067,2.450,142.011
mp-764201,0.032,48.562
mp-767720,0.008,85.427
mp-759816,0.000,137.583
mp-762880,0.000,76.397
mp-26430,0.000,48.040
mp-25887,0.000,56.505
mp-757191,17.213,152.870
mp-777241,0.617,148.001
mp-755786,0.000,30.049
mp-26342,0.000,59.386
mp-559931,0.000,25.594
mp-754261,0.000,28.422
mp-752610,0.000,35.712
mp-756304,0.254,68.192
mp-754275,0.000,44.215
mp-752604,0.000,30.899
mp-759751,0.000,116.879
mp-775293,0.000,112.882
mp-691115,0.013,106.076
mp-766589,0.000,48.352
mp-757754,0.195,111.361
mp-773184,0.087,32.208
mp-753240,0.000,49.662
mp-757026,0.000,29.379
mp-758315,0.000,99.419
mp-757998,0.000,28.625
mp-758473,0.000,44.912
mp-754249,1.816,59.045
mp-757973,0.324,331.024
mp-584239,0.009,160.311
mp-851099,0.000,184.093
mp-27100,0.278,205.395
mp-772517,0.000,178.192
mvc-11600,7.968,22.606
mp-556425,8.631,357.068
mp-776759,0.406,92.993
mp-755180,23.370,48.625
mp-752823,0.000,19.824
mp-26550,1.392,359.519
mp-759976,0.000,84.285
mp-776995,54.686,452.057
mp-32525,0.000,92.875
mp-754705,0.071,114.477
mp-26975,3.636,264.082
mp-656884,0.000,25.451
mp-758665,1.131,62.999
mp-26785,0.000,68.335
mp-26949,0.711,155.898
mp-705562,6.810,283.931
mp-756884,0.000,26.081
mp-697772,0.000,89.975
mp-583967,0.137,193.364
mp-758117,0.000,113.090
mp-774416,0.703,113.290
mp-31560,0.047,122.086
mp-766012,0.004,115.161
mp-540079,0.057,287.673
mp-25273,0.001,91.139
mp-684083,7.112,179.941
mp-850191,0.000,16.809
mp-26008,0.010,48.514
mp-504149,14.428,486.500
mp-585319,29.051,418.480
mp-770894,0.000,99.122
mp-761027,0.547,89.477
mp-760339,2.008,28.987
mp-771220,24.293,49.008
mp-753081,1.824,31.049
mp-755397,0.000,24.043
mp-757580,13.308,145.389
mp-540050,2.472,192.795
mp-783909,0.000,62.401
mp-584012,6.710,115.076
mp-753080,0.000,6.888
mp-26035,3.143,269.415
mp-656852,0.000,139.776
mp-26021,9.635,177.134
mp-762249,0.000,33.906
mp-25266,0.016,202.177
mp-762507,0.008,32.473
mp-684096,7.924,296.274
mp-26009,0.002,194.028
mp-772072,0.000,47.033
mp-850190,0.000,26.138
mp-684082,0.081,188.974
mp-776566,1.666,103.392
mp-758843,0.000,75.406
mp-540093,0.353,153.912
mp-26948,0.000,32.838
mp-755432,0.007,28.336
mp-19206,0.000,26.204
mp-761797,0.001,126.858
mp-759208,0.012,94.924
mp-687212,0.000,85.719
mp-780569,0.000,115.512
mp-697767,0.000,104.941
mp-754076,0.000,55.989
mp-26974,0.005,42.977
mp-758894,0.000,61.501
mp-759234,0.000,47.516
mp-694534,2.905,102.321
mp-849416,0.000,22.628
mp-756675,0.000,24.761
mp-504376,12.953,267.393
mp-26237,0.097,132.311
mp-776994,0.805,160.977
mp-759977,0.000,136.851
mp-767641,0.000,60.879
mp-764348,0.000,94.288
mp-26551,0.051,141.141
mp-755181,0.215,52.816
mp-771037,0.000,33.453
mp-756488,0.000,28.067
mp-689940,0.000,122.534
mp-765724,0.001,119.639
mp-26223,0.177,132.479
mp-766205,8.560,128.858
mp-27115,24.832,287.743
mp-774601,0.000,54.061
mp-755817,0.000,21.036
mp-772516,0.000,156.912
mp-779443,0.000,54.959
mp-758499,0.000,91.961
mp-26579,0.000,76.109
mp-705007,0.000,208.821
mp-31950,0.885,128.558
mp-757999,0.000,15.038
mp-775292,0.919,246.770
mp-753533,0.002,52.264
mp-26586,0.021,132.041
mp-782632,0.000,195.527
mp-759988,0.000,46.606
mp-756463,0.000,52.033
mp-752611,0.000,26.175
mp-768599,0.000,74.878
mp-759022,0.000,80.572
mp-773026,0.000,145.048
mp-754499,0.000,89.218
mp-540440,0.023,71.985
mp-10183,0.398,17.030
mp-689834,41.448,180.724
mp-768412,0.002,40.150
mp-25886,0.000,27.229
mp-27049,11.266,326.431
mp-776162,0.000,184.067
mp-31603,0.459,127.011
mp-558555,40.731,195.541
mp-559893,0.000,40.872
mp-757806,0.000,92.800
mp-766403,0.000,119.836
mp-849990,0.312,123.516
mp-762856,0.094,77.800
mp-758506,0.001,90.181
mp-752981,0.000,33.887
mp-780179,1.170,146.941
mp-26394,0.654,181.904
mp-25845,0.000,111.768
mp-704251,0.000,259.857
mp-31818,0.062,155.619
mp-778832,1.364,117.193
mp-754314,0.241,47.769
mp-752765,0.001,65.323
mp-758248,0.098,79.572
mp-25879,0.006,140.913
mp-26627,4.199,93.427
mp-18911,0.000,54.468
mp-771355,0.019,165.123
mp-25448,0.026,44.763
mp-26141,0.000,94.587
mp-863406,0.000,55.493
mp-26155,0.000,94.420
mp-32120,0.002,143.005
mp-697808,0.028,127.821
mp-778403,4.843,191.493
mp-753876,0.000,20.678
mp-32108,10.174,149.164
mp-764770,0.087,71.847
mp-18939,0.000,65.572
mp-776412,0.000,104.464
mp-758704,24.315,209.196
mp-755220,1.502,29.617
mp-705371,0.000,241.525
mp-26182,0.000,18.162
mp-770922,0.000,56.206
mp-705365,0.000,79.911
mp-764957,0.000,45.268
mp-684109,0.000,127.831
mp-757423,0.000,41.684
mp-759340,2.036,203.007
mp-554810,3.817,137.344
mp-775872,0.218,261.116
mp-849562,0.001,267.588
mp-756701,0.786,48.363
mp-752567,0.000,26.142
mp-18722,1.377,66.314
mp-850025,155.506,941.153
mp-26802,0.000,167.204
mp-758060,4.814,184.158
mp-705373,5.905,312.624
mp-771394,0.000,49.497
mp-758706,0.690,105.274
mp-705401,1.433,297.329
mp-763784,0.000,32.789
mp-705367,3.284,203.233
mp-26194,0.695,271.864
mp-769242,0.000,13.636
mp-772662,0.200,99.571
mp-25310,0.000,100.350
mp-850780,0.712,108.643
mp-756918,0.000,33.848
mp-25304,0.000,13.330
mp-769530,0.006,90.535
mp-753860,0.089,60.314
mp-705398,20.104,366.479
mp-771431,0.000,44.673
mp-768606,0.000,37.064
mp-559477,0.493,156.013
mp-761144,1.710,204.995
mp-776438,0.000,71.531
mp-775131,0.000,27.299
mp-775125,1.738,119.035
mp-768612,0.000,68.212
mp-26157,8.770,229.063
mp-755593,0.857,46.242
mp-758538,0.000,41.504
mp-778830,0.000,63.446
mp-756515,0.000,34.745
mp-754464,0.000,34.890
mp-756529,0.001,71.642
mp-780609,36.131,353.128
mp-752997,0.000,18.334
mp-774950,0.000,107.532
mp-849992,0.494,185.036
mp-757151,5.185,67.345
mp-851105,0.000,334.472
mp-759168,0.000,22.160
mp-25847,0.000,57.678
mp-758510,0.002,73.357
mp-780190,0.452,283.187
mp-773018,0.145,129.559
mp-755961,0.000,68.058
mp-759197,0.012,48.633
mp-766401,0.055,111.050
mp-753492,0.072,105.988
mp-775333,0.000,29.269
mp-32334,2.360,104.832
mp-757192,0.000,41.954
mp-849951,0.103,85.992
mvc-16742,6.049,81.101
mp-765646,0.001,134.559
mp-26341,0.054,82.928
mp-770539,0.000,20.223
mp-757186,0.000,37.706
mp-540456,0.232,82.198
mp-25884,25.677,238.857
mp-540330,0.000,149.604
mp-673024,23.351,211.356
mp-767723,0.030,91.281
mp-772448,0.000,53.778
mp-753519,0.000,72.050
mp-759752,0.000,76.050
mp-756307,1.299,49.820
mp-754504,0.023,38.266
mp-1156,0.000,8.345
mp-753525,0.000,41.020
mp-774824,0.002,60.828
mp-25927,37.219,274.088
mp-773187,0.000,49.139
mp-753257,0.000,30.135
mp-705011,0.002,141.641
mp-540287,0.000,27.913
mp-689981,0.000,73.519
mp-759949,0.004,121.876
mp-774165,1.379,125.198
mp-764410,0.000,142.787
mp-26209,0.050,78.633
mp-504348,0.000,87.315
mp-755801,3.597,52.733
mp-772266,0.000,77.564
mp-772500,0.000,91.849
mp-774171,0.000,84.360
mp-673144,0.425,122.057
mp-559701,0.000,46.107
mp-771021,0.000,42.327
mp-540536,2.004,185.772
mp-773144,0.000,39.351
mp-26221,30.380,341.687
mvc-2979,0.612,46.960
mp-761540,0.000,41.946
mp-776982,0.788,128.271
mp-763431,0.041,49.653
mp-504406,0.018,286.475
mp-752834,0.000,47.322
mvc-1,0.000,39.604
mp-759236,0.000,65.853
mp-18640,1.643,101.632
mp-26976,8.535,297.249
mp-753041,0.000,21.387
mp-755356,0.000,15.524
mp-754048,0.000,7.408
mp-759578,0.076,209.676
mp-26786,0.001,110.301
mp-656887,0.022,13.735
mp-766005,0.104,70.202
mp-754909,0.000,14.584
mp-762505,0.000,49.123
mp-759593,0.000,37.469
mp-760312,0.254,231.112
mp-768982,0.000,181.063
mp-25270,0.000,45.036
mp-758699,0.007,70.253
mp-767469,0.000,31.213
mp-780594,0.000,218.683
mp-762511,8.439,109.719
mp-763169,0.001,66.832
mp-774415,0.000,34.187
mp-764606,0.239,133.680
mp-754935,0.000,29.676
mp-778207,11.147,281.954
mp-771545,0.038,62.406
mp-26751,0.000,93.610
mp-755395,0.000,47.162
mp-26989,0.000,90.190
mp-753928,0.790,47.162
mp-775737,0.000,23.941
mp-753096,0.002,59.935
mp-771236,0.000,24.847
mp-26750,0.001,106.929
mp-767440,0.685,97.773
mp-777653,0.000,111.092
mp-26778,0.000,92.408
mp-759586,0.000,94.659
mp-764607,0.000,25.592
mp-764613,0.000,44.124
mp-766004,0.553,58.556
mp-756879,0.000,36.817
mp-25265,0.000,68.689
mp-753732,0.000,20.432
mp-755343,0.000,31.990
mp-766789,0.050,61.923
mp-767497,0.000,95.432
mp-697764,0.000,69.628
mp-32094,15.353,158.442
mp-755425,0.000,54.464
mp-758115,0.000,118.185
mp-32080,25.528,398.339
mp-770699,0.000,67.381
mp-6412,0.002,70.176
mp-757540,49.261,474.902
mp-768940,0.000,153.500
mp-756676,0.000,54.568
mp-777860,0.156,70.362
mp-697758,0.000,87.258
mp-684042,3.466,166.369
mp-26963,0.000,40.374
mp-756110,0.000,17.232
mp-759223,0.000,220.072
mp-758129,0.000,39.947
mp-26977,0.000,54.327
mp-756662,0.000,40.529
mp-12185,0.000,87.088
mp-26220,0.000,11.830
mp-26546,18.756,121.250
mp-766548,0.000,65.234
mp-673151,18.689,140.967
mp-776983,0.000,20.156
mp-771020,0.000,25.197
mp-32527,0.000,83.828
mp-673145,7.538,130.689
mp-26552,0.059,182.738
mp-755828,0.003,60.696
mp-769109,0.262,93.565
mp-773179,0.000,31.389
mp-545467,0.000,11.256
mp-768559,0.240,116.611
mp-555112,0.000,44.674
mp-766206,7.888,135.906
mp-555660,0.000,49.134
mp-755814,0.000,25.568
mp-754539,0.000,23.408
mp-19013,0.042,73.947
mp-25932,0.000,86.550
mp-757030,0.000,90.114
mp-771949,0.000,46.643
mp-758465,0.000,44.370
mp-775291,1.540,342.259
mp-757742,0.000,33.555
mp-540292,0.089,69.489
mp-705004,1.089,164.970
mp-756312,0.766,34.631
mp-632694,0.000,19.880
mp-759035,0.000,76.396
mp-782631,0.000,69.320
mp-769069,0.001,100.336
mp-25885,0.000,21.088
mp-757187,0.000,68.688
mp-770538,0.000,69.002
mp-775440,0.000,98.571
mp-780807,0.000,31.606
mp-775326,0.000,111.992
mp-26432,0.001,131.829
mp-767722,0.000,45.526
mp-777531,0.001,51.318
mp-540331,1.929,158.527
mp-25891,0.000,155.575
mp-757193,0.000,45.900
mp-31614,0.000,114.756
mp-26368,0.208,75.513
mp-759196,0.000,48.024
mp-766400,5.144,166.289
mp-584429,54.655,258.001
mp-766414,0.000,70.476
mp-773019,1.100,127.413
mp-31600,1.662,168.992
mp-774945,2.085,116.420
mp-26397,2.512,95.864
mp-760930,0.000,64.535
mp-759169,0.000,34.804
mp-755021,0.000,18.490
mp-771197,0.000,89.722
mp-849993,0.000,130.839
mp-10631,1.511,9.394
mp-774951,0.000,108.914
mp-759155,0.331,169.474
mp-769928,0.265,48.662
mp-758908,0.001,165.622
mp-540133,0.933,94.876
mp-549671,0.001,43.201
mp-850971,0.000,33.298
mp-18906,0.000,14.682
mp-26630,0.020,51.461
mp-32123,0.001,154.747
mp-777041,0.000,45.853
mvc-12727,0.000,28.855
mp-764983,0.000,31.836
mp-769519,0.000,83.297
mp-767534,0.004,60.185
mp-768607,0.000,55.085
mp-753861,0.000,46.624
mp-776411,0.000,115.236
mp-695952,1.571,177.103
mp-779050,17.450,359.547
mp-759380,0.000,29.975
mp-26618,0.085,73.179
mp-753646,0.000,38.519
mp-705400,0.000,164.356
mp-32686,0.000,10.514
mp-705372,3.026,334.368
mp-26181,0.000,23.975
mp-753134,0.000,38.441
mp-777082,0.041,88.760
mp-757434,0.000,62.891
mp-26817,0.164,102.979
mp-759343,0.000,14.725
mp-752570,0.814,43.369
mp-768820,3.346,99.179
mp-850742,0.003,105.521
mp-755227,0.000,27.675
mp-752548,0.000,34.504
mp-771391,0.000,44.016
mp-758703,0.000,57.460
mp-776398,0.000,94.107
mp-705376,25.853,304.050
mp-765496,1.455,96.538
mp-755555,0.243,48.862
mp-705362,0.000,143.690
mp-19361,0.173,121.404
mp-758717,8.722,209.649
mp-759421,3.906,75.591
mp-26807,0.040,136.758
mp-759347,0.000,230.474
mp-849565,30.254,537.672
mp-780426,6.299,164.503
mp-752560,0.000,25.992
mp-777723,0.010,107.266
mp-761141,0.000,63.889
mp-775134,0.000,36.765
mp-760539,0.000,29.533
mp-761633,0.000,10.358
mp-26152,3.136,190.401
mp-776429,0.000,38.020
mp-697827,0.000,93.664
mp-779054,0.000,55.627
mp-771408,0.000,115.864
mp-772115,0.617,298.539
mp-776373,0.000,85.002
mp-25467,0.886,8.858
mp-25301,0.000,40.579
mp-776415,0.004,73.496
mp-26387,0.000,83.365
mp-755743,0.016,36.964
mp-776824,3.999,236.165
mp-758501,0.064,28.246
mp-752986,0.593,36.320
mp-753440,0.000,51.463
mp-771187,0.475,105.981
mp-760934,0.000,36.162
mp-706469,0.012,110.230
mp-754449,0.000,20.387
mp-26393,0.000,135.844
mp-755757,0.000,66.142
mp-31837,0.000,37.580
mp-849773,0.301,134.851
mp-757168,0.393,175.484
mp-754461,0.000,43.520
mp-780630,0.000,90.548
mp-756504,0.000,30.873
mp-759637,0.000,109.203
mp-754313,0.000,36.404
mp-849767,0.000,37.173
mp-714904,1.194,45.938
mp-763540,0.000,56.197
mp-753483,0.000,30.193
mp-10184,0.409,17.051
mp-504211,0.000,67.459
mp-25881,1.889,293.139
mp-772303,0.225,100.068
mp-758298,0.000,82.233
mp-766376,2.509,128.654
mp-759186,0.000,93.851
mp-779530,31.227,203.478
mp-776603,0.000,115.026
mp-684495,2.084,404.631
mp-773196,0.000,84.004
mp-761592,0.000,16.961
mp-25922,0.029,176.346
mp-540296,0.000,47.798
mp-780778,0.000,162.177
mp-26595,0.000,79.106
mp-775295,0.000,33.856
mp-19017,0.000,37.803
mp-756302,0.067,44.675
mp-759757,0.000,46.797
mp-752616,0.561,114.809
mp-771971,0.000,50.555
mp-757008,0.000,68.552
mp-756316,0.000,112.483
mp-504371,0.000,152.404
mp-32523,2.011,146.647
mp-759970,0.000,113.840
mp-768575,0.000,42.801
mp-759964,0.000,31.145
mp-757949,0.000,73.472
mp-26542,13.122,285.944
mp-26224,0.022,156.058
mp-753291,0.000,54.712
mp-31980,0.069,122.032
mp-22042,0.000,42.083
mp-764415,0.000,133.825
mp-772277,0.011,95.394
mp-760115,0.000,21.725
mp-778996,0.000,32.443
mp-761579,0.000,40.276
mp-770474,0.000,33.354
mp-26218,0.034,123.112
mp-504359,1.064,198.708
mp-764401,0.000,41.993
mp-697774,0.000,80.007
mp-777694,0.000,53.478
mp-753044,0.752,67.738
mp-756128,0.075,58.309
mp-756896,0.000,42.263
mp-758663,0.000,58.769
mp-26783,1.460,137.710
mp-768950,4.435,163.799
mp-684052,13.028,217.067
mp-755409,0.000,22.178
mp-756100,0.000,47.016
mp-849405,0.000,30.958
mp-687229,0.027,90.244
mp-26967,0.000,142.809
mp-756699,0.004,67.523
mp-766028,1.045,217.691
mp-770892,10.243,274.756
mp-765521,0.000,66.700
mp-26740,4.683,157.787
mp-764159,0.008,125.603
mp-26998,1.268,298.576
mp-755384,0.000,17.159
mp-761021,0.000,45.534
mvc-12125,0.000,34.555
mp-771232,0.000,18.701
mp-757593,0.000,38.174
mp-770104,0.000,22.244
mp-25261,50.058,217.994
mp-765509,0.000,66.813
mp-763178,0.000,61.530
mp-31572,9.284,143.935
mp-772061,0.000,56.695
mp-585323,2.359,194.672
mp-766014,0.425,101.631
mp-762514,2.607,119.057
mp-774411,0.000,11.731
mp-754919,0.000,38.954
mvc-5592,0.604,68.911
mp-760302,0.000,41.373
mp-760316,0.000,49.366
mp-25260,0.000,23.751
mp-753904,1.757,72.855
mp-18687,0.001,126.497
mp-684090,0.213,94.942
mp-765508,0.007,30.427
mp-850196,0.183,47.803
mp-778217,0.002,62.680
mp-756854,2.693,76.612
mp-771233,0.000,26.213
mp-540042,2.500,304.646
mp-762529,0.000,43.829
mp-26741,0.000,59.505
mp-766983,0.002,133.265
mp-756840,0.000,13.088
mp-756115,0.000,33.074
mp-754070,0.000,59.160
mp-684053,13.017,214.695
mp-770878,0.000,45.396
mp-775900,0.000,104.927
mp-753051,0.000,29.756
mp-697761,0.000,41.102
mp-758676,0.000,60.047
mp-26796,1.330,73.786
mp-763186,0.058,61.516
mp-687200,4.270,358.294
mp-704492,29.460,525.015
mp-504358,0.032,211.951
mp-26219,0.000,26.306
mp-776004,0.000,61.525
mp-779337,0.048,118.560
mp-850394,0.006,69.498
mp-752830,0.000,25.259
mp-757790,0.000,30.581
mp-8189,0.000,19.131
mp-777440,0.000,99.612
mp-771757,0.000,61.952
mp-773140,0.000,44.893
mp-26225,0.000,91.444
mp-753284,0.367,77.420
mp-26231,0.000,24.197
mp-699599,28.807,321.024
mp-768574,0.000,43.354
mp-752824,0.572,107.510
mp-755193,0.000,32.438
mp-753509,0.004,24.907
mp-756471,0.052,58.397
mp-22902,0.000,16.063
mp-771970,0.000,28.844
mp-757009,0.000,35.184
mp-684537,11.310,389.815
mp-760869,0.000,37.483
mp-771964,0.000,48.663
mp-757753,0.556,103.382
mp-775294,0.465,260.185
mp-26580,0.000,49.009
mp-762930,0.000,22.645
mp-753253,0.815,100.385
mp-25923,32.760,190.195
mp-705001,0.108,110.765
mp-755636,0.000,21.492
mp-26594,1.820,162.632
mp-769871,0.000,52.152
mp-755971,0.001,45.233
mp-776170,0.000,58.857
mp-770515,44.531,184.898
mp-26379,0.000,37.212
mp-755965,0.000,27.529
mp-762111,0.000,30.314
mp-760060,0.000,281.283
mp-775323,0.132,89.077
mp-763541,0.535,45.204
mp-673020,7.592,207.848
mp-771145,0.000,44.268
mp-766439,0.000,57.052
mp-777252,0.000,56.415
mp-26351,0.000,113.953
mp-504210,12.767,413.372
mp-26345,0.000,77.963
mp-849955,1.282,151.538
mp-770529,0.164,124.719
mp-759805,0.000,36.814
mp-771151,0.000,49.900
mp-20052,0.000,40.903
mp-753496,0.126,41.776
mp-26423,0.000,33.877
mp-752950,0.000,33.384
mp-780157,1.840,179.904
mp-849772,0.000,42.165
mp-753469,0.025,17.560
mp-752777,0.000,10.554
mp-774798,0.000,122.023
mp-25843,5.366,292.586
mp-757155,0.016,113.484
mp-25857,0.555,164.138
mp-766388,1.067,105.710
mp-775492,0.000,109.236
mp-755024,0.000,52.539
mp-778808,19.050,262.602
mp-32495,0.000,106.936
mp-25466,0.000,54.158
mp-761168,20.409,249.807
mp-776414,0.000,51.139
mp-850948,0.006,16.506
mp-756908,0.000,100.404
mp-27503,0.000,38.218
mp-772100,0.000,45.776
mp-863400,0.000,84.200
mp-768616,0.331,106.502
mp-756920,1.910,35.672
mp-26635,0.000,43.872
mp-753694,0.023,48.954
mp-775135,0.000,34.264
mp-556026,0.000,70.816
mp-554631,0.000,186.369
mp-754676,0.193,33.042
mp-757419,0.000,54.296
mp-756075,0.074,47.863
mp-761801,0.000,11.146
mp-26190,0.001,158.178
mp-765497,0.000,31.772
mp-763780,4.162,85.665
mp-779900,0.000,25.561
mp-761197,0.106,116.977
mp-761183,0.000,42.905
mp-26184,16.193,179.592
mp-770930,0.000,53.136
mp-758064,4.827,533.960
mp-757357,0.000,26.645
mp-753641,0.906,64.556
mp-715614,0.000,21.858
mp-753899,0.000,15.057
mp-705361,0.000,116.307
mp-26192,12.337,173.048
mp-753127,0.000,75.204
mp-757355,0.000,27.339
mp-695772,0.000,103.563
mp-705375,6.664,211.151
mp-753133,0.000,34.689
mp-26838,0.003,106.532
mp-758700,0.003,76.398
mp-849566,3.312,162.068
mp-759350,0.000,153.827
mp-756711,0.000,42.854
mp-752577,0.000,68.960
mp-26637,0.212,171.145
mp-768614,0.393,117.675
mp-779719,0.000,46.013
mp-761156,0.000,73.735
mp-757382,0.144,40.571
mp-776358,11.934,180.105
mp-850962,41.777,468.765
mp-775137,0.000,54.544
mp-753696,0.000,41.450
mp-18915,0.000,30.795
mp-772670,0.000,75.441
mp-764774,0.028,295.801
mp-775679,0.000,110.328
mp-760512,0.000,19.313
mp-25464,0.000,66.593
mp-774573,0.522,102.251
mp-764760,0.000,21.211
mp-769522,0.000,47.606
mp-766611,0.000,23.509
mp-850209,0.000,7.353
mp-849758,1.998,349.296
mp-26390,0.014,280.312
mp-555920,0.000,76.004
mp-765697,0.000,32.139
mp-752985,0.000,12.775
mp-771184,0.011,100.221
mp-771190,0.000,122.439
mp-26384,7.539,227.631
mp-754476,0.000,71.639
mp-756507,0.000,36.588
mp-778822,2.619,123.987
mp-756513,0.000,33.850
mp-756275,0.000,29.836
mp-758258,13.232,191.359
mp-755797,0.000,38.676
mp-772328,0.000,45.477
mp-757180,0.000,53.070
mp-26435,0.000,44.853
mp-752946,0.000,28.376
mp-25896,0.000,75.654
mp-755783,0.000,60.631
mp-26347,0.000,20.668
mp-684496,0.000,78.568
mp-26409,0.000,87.308
mp-767719,0.000,48.840
mp-510529,0.000,49.021
mp-684482,0.000,126.663
mp-766375,0.000,95.074
mp-759185,0.031,124.496
mp-774836,0.000,86.248
mp-31940,0.087,115.189
mp-753251,0.000,36.151
mp-773181,0.000,77.491
mp-775296,0.033,17.434
mp-757989,0.010,176.802
mp-767692,2.876,98.988
mp-753523,0.169,94.177
mp-774822,0.000,32.883
mp-31954,2.650,191.751
mp-684509,0.000,141.449
mp-771972,0.000,48.864
mp-759998,0.381,49.660
mp-752615,0.381,39.409
mp-754270,0.242,35.789
mp-768589,0.000,26.645
mp-782636,0.003,63.196
mp-26227,0.000,73.145
mp-779309,0.045,130.972
mp-767137,3.867,256.434
mp-673156,0.965,144.938
mp-759967,2.589,118.136
mp-755185,0.000,31.087
mp-26541,14.694,313.059
mp-755191,0.000,36.252
mp-765052,0.000,37.333
mp-26555,22.374,135.303
mp-504414,39.081,325.173
mp-771027,0.000,45.962
mp-540256,0.000,92.745
mp-776748,0.000,54.512
mp-540530,1.786,68.142
mp-774639,0.000,64.621
mp-504372,0.542,154.492
mp-766215,0.057,104.963
mp-771769,0.000,44.212
mp-770477,0.000,43.806
mp-764402,0.000,42.202
mp-772506,0.005,51.302
mvc-14769,0.000,46.592
mp-558431,6.663,198.189
mp-772512,0.000,98.150
mp-767490,0.000,89.213
mp-25289,0.000,23.857
mp-26780,0.000,43.699
