mid,helvol,geomvol
mp-772320,0.000,144.942
mp-27045,0.000,17.754
mp-772334,0.097,46.620
mp-26429,0.000,51.724
mp-760056,0.000,137.680
mp-775315,0.000,173.759
mp-26401,0.000,232.524
mp-556560,0.067,82.655
mp-771173,0.000,56.685
mp-773002,0.000,56.451
mp-19183,0.000,8.079
mp-768436,0.000,16.588
mp-775301,1.961,276.474
mp-26415,0.000,53.810
mp-763588,0.000,46.843
mp-35482,0.000,31.911
mp-767088,0.667,201.002
mvc-1311,0.921,150.348
mp-766396,0.000,91.304
mp-25849,0.000,65.647
mp-755748,0.105,16.181
mp-753339,0.000,31.872
mp-850215,0.000,32.698
mp-766382,0.000,95.835
mp-759614,0.000,51.737
mp-770286,0.000,46.670
mp-757611,0.000,21.298
mp-758244,0.000,24.192
mp-757163,0.000,24.688
mp-849778,1.490,99.826
mp-757605,0.000,35.607
mp-756094,0.001,7.695
mp-776436,7.305,175.492
mp-758913,0.214,120.626
mp-567597,0.290,17.610
mp-768608,1.132,132.523
mp-772136,0.000,174.040
mp-25444,0.000,28.860
mp-695791,18.307,405.096
mp-19395,0.000,17.817
mp-761162,0.092,75.292
mp-26617,0.000,61.215
mp-761176,0.000,129.307
mp-850956,0.000,44.764
mp-764768,0.740,58.066
mp-555519,0.000,30.646
mp-759364,31.374,416.990
mp-752557,0.000,20.747
mp-754132,0.149,63.531
mp-780405,0.031,102.568
mp-759370,0.000,43.197
mp-756043,0.000,34.905
mp-583836,0.807,67.901
mp-705355,0.000,139.636
mp-755562,0.000,12.974
mp-26818,0.112,136.978
mp-562404,0.000,110.796
mp-705433,23.110,305.052
mp-705341,0.001,292.267
mp-759471,0.000,19.384
mp-766681,0.621,124.058
mp-25386,0.000,26.982
mp-614565,0.010,17.906
mp-775831,21.384,45.613
mp-770949,0.000,49.998
mp-777798,0.000,26.738
mp-705468,0.710,165.419
mp-752530,0.000,24.929
mp-753606,0.606,41.778
mp-780338,0.000,179.382
mp-757306,1.848,126.251
mp-9615,0.000,11.357
mp-705332,0.000,81.503
mp-19457,0.297,76.715
mp-755263,0.765,21.038
mp-758747,0.000,53.476
mp-760233,1.054,99.263
mp-756781,4.023,77.397
mp-755288,0.000,17.472
mp-25423,0.089,48.314
mp-766130,0.000,81.950
mp-779010,13.895,311.850
mp-753835,0.000,41.391
mp-850919,0.000,58.459
mp-761139,0.001,156.563
mp-756965,0.000,39.286
mp-761111,0.000,40.098
mp-766118,0.076,142.252
mp-26116,0.000,49.966
mp-774508,0.000,31.309
mp-772179,0.000,58.770
mp-530480,226.155,405.962
mp-773501,23.251,49.311
mp-765834,0.011,56.692
mp-704206,38.819,205.306
mp-759115,0.100,53.353
mp-760794,2.370,231.125
mp-778865,0.183,127.363
mp-759673,0.041,143.738
mp-715479,0.002,86.523
mp-766497,0.000,67.868
mp-756554,2.022,33.624
mp-776684,0.000,54.490
mp-756232,0.000,41.754
mp-759101,0.484,294.397
mvc-8434,0.033,81.922
mp-780112,0.000,89.813
mp-754425,0.000,37.074
mp-694615,11.193,423.104
mvc-11093,0.000,34.624
mp-757104,0.000,42.607
mp-755075,0.004,37.952
mp-776874,1.185,311.143
mvc-7049,1.420,80.132
mp-758545,0.000,108.593
mp-743603,1.253,124.505
mp-694629,0.001,192.887
mp-753376,0.000,32.612
mp-25812,17.041,190.405
mp-761449,0.000,54.920
mp-776135,0.000,115.546
mp-27036,0.000,19.713
mp-774722,1.499,197.517
mp-504269,0.000,206.955
mp-755934,0.000,21.558
mp-760031,0.000,145.198
mp-849086,0.000,5.580
mp-673059,0.000,69.064
mp-766454,0.000,16.968
mp-752929,0.001,22.617
mp-27022,17.978,214.952
mp-26314,0.000,157.959
mp-773071,16.870,186.392
mp-776109,1.408,91.998
mp-757879,0.000,41.145
mp-758592,0.369,111.822
mp-768451,1.154,101.314
mp-673071,0.000,52.747
mp-760019,0.064,56.735
mp-767776,0.000,106.761
mp-776082,0.004,64.351
mp-759061,0.000,21.844
mp-752646,0.001,51.263
mp-772596,0.000,37.533
mp-759713,0.013,125.352
mp-757058,0.571,76.090
mp-777388,0.084,45.093
mp-759075,0.000,99.126
mp-776096,0.000,43.286
mp-774859,0.000,59.166
mp-771909,0.000,45.562
mp-25972,0.000,24.707
mp-755667,0.278,70.746
mp-774871,2.981,157.017
mp-754579,0.000,26.682
mp-753202,0.002,29.087
mp-757064,0.077,68.535
mp-756391,0.000,19.770
mp-764445,2.256,118.425
mp-754586,0.000,23.830
mp-772541,3.367,40.044
mp-757925,0.000,43.457
mp-26248,0.000,53.974
mp-754592,0.000,16.673
mp-761501,0.027,17.445
mp-768525,0.000,24.149
mp-771074,0.003,90.881
mp-775212,0.117,99.711
mp-26512,0.001,71.795
mp-759934,0.000,78.938
mp-673105,0.038,109.893
mp-771706,0.000,46.189
mp-504335,2.573,118.200
mp-26274,0.003,122.512
mp-781608,0.097,109.940
mp-753996,0.000,62.130
mp-26923,0.000,28.848
mp-849333,0.000,62.838
mp-754753,0.000,25.779
mp-26089,4.617,89.425
mp-766087,0.000,96.240
mp-672958,0.464,360.055
mp-26937,0.244,91.567
mp-753014,0.000,64.967
mp-764860,0.000,38.083
mp-756178,0.000,31.210
mp-697730,2.491,181.576
mp-768928,0.273,97.410
mp-754784,0.000,52.679
mp-766050,0.000,98.794
mvc-560,0.114,186.620
mp-769377,0.479,227.229
mp-25225,0.015,77.557
mp-753969,0.000,41.086
mp-768041,0.000,42.860
mp-32017,0.000,98.883
mp-705291,0.000,81.794
mp-766078,6.836,123.123
mp-540013,0.013,133.065
mp-26710,4.431,79.516
mp-20361,0.000,35.996
mp-758197,0.000,40.645
mp-554701,0.001,110.778
mp-26063,34.485,215.613
mp-778253,7.166,231.089
mp-766045,10.070,69.010
mp-25542,0.780,13.970
mp-770627,1.101,31.670
mp-768068,0.000,28.078
mp-756838,0.000,55.682
mp-585400,8.712,192.655
mp-756179,0.000,32.526
mp-772971,0.000,59.141
mp-752479,0.000,28.200
mp-753773,0.011,62.790
mp-849468,0.000,51.042
mp-672959,0.174,55.109
mp-766086,0.000,74.608
mp-756145,0.000,54.785
mp-776295,0.000,23.949
mp-754020,0.000,18.630
mp-753997,0.001,85.719
mp-755458,0.000,26.122
mp-753029,0.000,63.005
mp-26513,4.189,143.089
mp-541668,0.000,224.478
mp-776068,0.000,32.329
mp-26261,0.001,105.660
mp-540204,4.366,160.921
mp-760178,0.000,46.812
mp-776054,0.000,34.334
mp-756384,0.026,41.441
mp-754593,1.140,114.657
mp-756390,0.043,36.631
mp-757930,0.000,33.769
mvc-11657,0.001,38.650
mp-25967,0.004,96.496
mp-757065,1.918,41.468
mp-771908,6.739,285.951
mp-756353,0.000,42.722
mp-782664,0.000,40.850
mp-849656,0.203,93.731
mp-754222,0.000,66.056
mp-770394,0.000,101.131
mp-756435,7.283,87.117
mp-673070,0.000,72.695
mp-26467,0.000,69.821
mp-585038,0.071,95.394
mp-540416,0.253,149.055
mp-22173,0.000,23.678
mp-773070,0.000,116.810
mp-758593,0.000,68.523
mp-772420,0.000,39.143
mp-762633,0.000,13.267
mp-756596,0.000,37.418
mp-771897,0.000,34.937
mp-773058,5.420,179.307
mp-775429,0.000,76.995
mp-26329,0.201,97.460
mp-760030,11.335,306.517
mp-756582,0.000,22.902
mp-714969,1.907,60.026
mp-753411,0.000,43.943
mp-25813,0.000,86.548
mp-774910,0.475,41.626
mp-31872,0.017,199.955
mp-753363,0.008,41.814
mp-757663,0.000,104.987
mp-756555,0.000,43.538
mp-766496,0.000,58.356
mp-754424,0.907,46.625
mp-849736,1.269,182.501
mp-754430,0.566,36.121
mp-754356,0.000,39.658
mp-755048,0.000,7.466
mp-11977,3.257,34.517
mp-773500,0.000,33.088
mp-18953,0.000,30.506
mp-775171,0.000,90.934
mp-769558,0.000,18.642
mp-761104,0.000,32.801
mp-510751,0.000,82.092
mp-850924,0.001,110.361
mp-25378,0.000,11.385
mp-850930,5.073,185.784
mp-697692,0.000,109.873
mp-773514,0.000,58.172
mp-19481,0.314,212.691
mp-772144,0.001,98.367
mp-25436,0.011,41.247
mp-766131,0.031,259.893
mp-761138,0.012,109.309
mp-776444,4.245,216.828
mp-26881,0.211,116.264
mp-756780,0.000,51.557
mp-776450,0.003,75.448
mp-760232,0.000,32.313
mp-756958,0.009,107.864
mp-772150,0.000,111.746
mp-764732,0.000,196.852
mp-705333,0.000,177.527
mp-755504,0.000,37.669
mp-766870,0.062,44.967
mp-758746,0.000,99.507
mp-755276,0.003,77.484
mp-752519,0.008,52.704
mp-753607,9.682,147.148
mp-758752,0.000,39.240
mp-768691,0.000,41.214
mp-756019,0.000,23.049
mp-757307,0.000,47.783
mp-775818,0.000,48.587
mp-26842,0.679,66.630
mp-774290,0.000,48.133
mp-756757,0.000,62.867
mp-26856,0.000,147.593
mp-763920,0.000,32.435
mp-849520,2.196,147.661
mp-774292,0.140,64.020
mp-26840,4.039,107.624
mp-22398,0.000,25.036
mp-760595,1.255,81.536
mp-26854,0.695,76.197
mp-752527,0.000,39.096
mp-763922,1.054,44.329
mp-9158,0.000,3.256
mp-759472,0.000,45.238
mp-25385,0.000,26.309
mp-704991,0.004,173.359
mp-758744,0.000,34.889
mp-757477,0.000,52.291
mp-758022,0.046,90.318
mp-764903,0.113,84.006
mp-753177,0.000,26.379
mp-764917,1.068,77.845
mp-774251,0.070,57.972
mp-756796,0.026,31.964
mp-758963,0.000,19.865
mp-774537,1.791,117.107
mp-762355,0.000,93.704
mp-764730,0.000,53.589
mp-26129,0.000,72.021
mp-766127,0.818,270.984
mp-779007,0.000,40.342
mp-25420,0.123,51.144
mp-769572,0.000,29.470
mp-26897,0.122,78.688
mp-768644,0.000,91.701
mp-771315,0.002,62.429
mp-18951,0.000,67.299
mp-26101,0.005,193.036
mp-754803,0.000,33.278
mp-777002,0.000,56.385
mp-558059,0.000,19.615
mp-778325,0.000,43.764
mp-26673,3.441,105.983
mp-510747,0.210,53.303
mp-32389,0.399,95.721
mp-756543,0.000,37.165
mp-25839,0.000,170.959
mp-760797,0.666,250.452
mp-504281,2.302,171.647
mp-755704,0.000,21.631
mp-80,0.041,9.136
mp-756594,3.821,37.089
mp-760026,0.000,45.037
mp-27035,0.000,23.632
mp-26303,19.071,147.578
mp-752916,0.000,31.496
mp-26465,0.000,35.904
mp-777566,0.000,24.948
mp-770209,0.000,50.193
mp-767775,0.515,104.352
mp-26471,0.267,157.254
mp-763507,0.000,40.559
mp-26317,0.000,26.421
mp-773072,0.000,127.730
mp-540414,3.746,207.197
mp-758368,0.000,93.631
mp-25959,15.079,163.735
mp-756423,0.001,29.545
mp-780717,0.000,184.806
mp-752889,0.000,28.733
mp-756351,0.000,41.931
mp-753201,3.286,86.094
mp-757067,0.000,37.525
mp-760813,0.075,102.031
mp-758432,0.000,125.777
mp-757073,2.855,107.838
mp-758340,0.000,66.080
mp-760807,0.000,145.382
mp-25971,0.000,29.936
mp-753215,2.791,89.426
mp-779365,0.000,67.016
mp-760152,9.002,135.604
mp-769604,2.040,93.295
mp-31723,0.000,35.874
mp-759089,0.006,45.492
mp-504336,0.000,120.996
mp-26511,0.000,64.940
mp-752862,0.000,22.204
mp-759937,0.000,117.660
mp-771063,0.000,44.737
mp-768526,7.814,115.006
mp-770369,0.000,68.298
mp-26263,0.004,132.427
mp-771711,2.140,50.162
mp-849324,7.029,95.054
mp-760393,0.000,22.771
mp-753981,1.195,124.630
mp-753759,0.000,15.567
mp-759274,0.000,48.249
mp-756153,0.221,43.945
mp-770194,0.000,44.986
mp-756635,0.000,29.121
mp-761099,0.005,70.146
mp-26908,0.000,97.203
mp-697733,24.628,141.920
mp-560465,2.735,166.584
mp-755466,0.081,37.698
mp-758142,0.833,99.915
mp-756609,0.000,33.960
mp-763659,0.003,31.167
mp-770625,0.000,31.962
mp-756184,0.000,19.869
mp-769374,0.000,106.286
mp-26049,0.455,99.835
mp-754793,0.000,24.767
mp-774457,0.002,266.364
mp-775991,0.000,19.389
mp-849495,0.000,25.162
mp-32028,6.700,121.390
mp-540038,0.915,180.349
mp-25232,0.228,53.438
mp-752490,0.000,50.234
mp-771261,0.000,137.510
mp-756806,0.000,46.863
mp-774319,0.000,53.164
mp-754977,0.000,6.441
mp-765572,0.000,36.078
mp-758195,0.000,35.992
mp-558139,0.000,27.959
mp-758181,0.000,74.583
mp-754963,0.000,28.756
mp-26707,4.175,235.679
mp-775013,0.000,53.294
mp-771275,0.000,22.662
mp-754962,23.082,45.970
mp-756813,0.000,46.768
mp-775012,0.003,98.878
mp-775006,19.818,44.350
mp-774318,0.000,33.464
mp-540011,0.308,145.671
mp-7955,10.792,72.406
mp-776269,0.000,50.042
mp-778244,0.264,88.689
mp-26074,3.148,168.493
mp-756191,0.333,49.872
mp-764645,0.092,81.104
mp-25233,0.100,83.703
mp-760345,0.000,35.008
mp-758816,0.000,26.087
mp-753943,0.000,20.384
mp-770624,0.000,102.018
mp-755467,0.000,60.784
mp-753016,0.066,26.435
mp-753770,0.000,48.898
mp-758625,5.168,106.566
mp-684028,0.000,57.605
mp-755473,0.004,32.011
mp-672966,0.773,81.839
mp-17242,1.840,155.041
mvc-1016,0.432,109.309
mp-766091,0.001,77.825
mp-754023,0.851,69.953
mp-753758,0.000,45.167
mp-704600,0.091,91.883
mp-761932,0.000,56.651
mp-766085,0.107,96.892
mp-754751,0.000,25.484
mp-771076,0.000,48.858
mp-778734,0.001,95.442
mp-26262,0.051,110.411
mp-705085,0.224,149.729
mp-777375,0.002,143.486
mp-771704,0.000,56.444
mp-761271,0.000,54.964
mp-768533,2.626,146.621
mp-774654,0.000,66.326
mp-768269,0.439,111.257
mp-757099,0.000,43.234
mp-753599,0.000,47.483
mp-760153,0.330,80.097
mp-757714,0.000,13.578
mp-850338,0.000,27.427
mp-25970,0.344,109.184
mp-757072,21.237,48.717
mp-9561,0.000,22.717
mp-25964,0.005,103.254
mp-755671,0.000,16.163
mp-754209,0.000,15.853
mp-752650,0.000,21.986
mp-780716,0.000,182.324
mp-767833,0.000,129.595
mp-759705,2.408,123.481
mp-774697,0.000,24.493
mp-754547,0.018,20.095
mp-26289,0.001,169.413
mp-770383,9.503,144.332
mp-780845,17.354,252.444
mp-777573,0.003,244.441
mp-758590,1.687,57.270
mp-540415,0.000,93.274
mp-32363,0.034,98.742
mp-26316,0.001,208.314
mp-27008,0.000,43.998
mp-673073,0.551,143.425
mp-766442,0.265,282.351
mp-755088,0.014,52.995
mp-762624,0.000,13.093
mp-771658,0.000,120.908
mp-771880,0.141,104.058
mp-770546,0.009,192.866
mp-771894,0.000,49.230
mp-763248,0.178,81.830
mp-772423,0.046,109.898
mp-26458,0.001,97.092
mp-760027,0.000,58.776
mp-756595,0.830,78.767
mp-768490,0.299,355.243
mp-705640,0.003,153.233
mp-780886,0.000,49.136
mp-756218,0.000,33.503
mp-753374,0.000,18.406
mp-755063,0.000,48.683
mp-5549,0.002,22.766
mp-756542,0.000,32.913
mp-757884,6.540,190.558
mp-673098,2.735,108.065
mp-760796,0.000,102.454
mp-25838,0.000,91.743
mp-704210,0.006,505.203
mp-773098,0.114,34.797
mp-754427,0.000,32.684
mp-780110,0.004,112.999
mp-760782,0.619,68.396
mp-756230,0.000,29.159
mp-26114,0.864,313.302
mp-777771,0.000,64.619
mp-510746,0.000,135.230
mp-775166,0.000,61.760
mp-765375,0.039,47.593
mp-760219,2.560,100.261
mp-758786,0.000,47.184
mp-510752,0.000,33.018
mp-761891,0.000,17.134
mp-25421,0.004,80.708
mp-16955,0.000,77.953
mp-772635,0.000,42.348
mp-26896,0.000,70.342
mp-769573,0.002,40.007
mp-756797,0.000,20.399
mp-757489,0.000,27.095
mp-866271,3.136,39.542
mp-770036,0.000,51.887
mp-764043,0.000,37.805
mp-774250,0.000,18.327
mp-25435,0.000,32.784
mp-766132,0.000,233.558
mp-769201,48.067,187.673
mp-755275,0.000,28.395
mp-18987,0.000,59.244
mp-778481,35.437,168.435
mp-769598,0.047,69.120
mp-755507,0.000,64.174
mp-583853,0.020,99.408
mp-755249,0.309,12.867
mp-26855,0.000,60.539
mp-26841,0.486,62.482
mp-776484,9.856,294.909
mp-756754,0.016,49.751
mp-780312,0.000,45.118
mp-759339,0.000,168.568
mp-18997,0.000,49.090
mp-766877,0.000,91.113
mp-19445,0.000,29.456
mp-755271,0.030,25.667
mp-755517,0.000,34.711
mp-754609,0.023,81.006
mp-554855,0.008,136.414
mp-753628,0.000,56.766
mp-774297,0.006,115.313
mp-775189,0.000,95.620
mp-752536,0.822,54.931
mp-763933,0.000,66.737
mp-26851,0.000,46.671
mp-18767,0.000,6.462
mp-763927,0.000,23.566
mp-768872,0.000,41.307
mp-759477,0.000,72.745
mp-25380,0.000,28.162
mp-758769,8.625,151.616
mp-760590,0.006,40.394
mp-754635,0.000,46.028
mp-777761,0.003,112.894
mp-767572,0.000,117.356
mp-768641,0.024,48.420
mp-761103,0.000,68.778
mp-19492,0.000,105.777
mp-26662,0.000,74.003
mp-775162,0.000,65.849
mp-778446,97.757,764.363
mp-850937,0.000,66.858
mp-771304,0.000,43.027
mp-26110,0.000,44.208
mp-766136,0.000,86.149
mp-26138,0.000,65.253
mp-764721,0.020,25.410
mp-772143,0.000,35.456
mp-753833,23.115,60.709
mp-18968,0.000,29.830
mp-769563,0.000,62.567
mp-756793,0.652,73.285
mp-757499,0.013,37.686
mp-769577,0.000,55.105
mp-756787,0.094,32.207
mp-779764,0.000,47.220
mp-26892,4.962,121.101
mp-759885,0.000,32.434
mp-757670,1.685,97.705
mp-753370,0.000,29.900
mp-504284,6.129,226.288
mp-25814,0.001,138.087
mp-759661,0.012,90.657
mp-756552,2.385,43.584
mp-771853,0.000,64.663
mp-849731,0.000,21.186
mp-21496,0.000,30.990
mp-19109,0.020,89.497
mp-780114,0.000,31.419
mp-773088,2.447,142.023
mp-31691,0.049,161.298
mvc-13696,0.000,28.384
mp-849725,0.596,294.928
mp-32398,0.000,44.139
mp-26460,0.000,66.126
mp-781593,0.000,59.243
mp-540363,0.289,47.574
mp-771112,0.000,105.860
mp-759846,0.000,99.493
mp-771674,0.147,109.450
mp-27018,0.008,169.604
mp-26312,0.000,49.690
mp-752907,2.241,154.812
mp-772427,0.001,69.929
mp-762634,0.000,63.124
mp-27024,18.027,208.593
mvc-16739,4.649,70.197
mp-755926,0.029,45.146
mp-540439,4.743,83.736
mp-765629,0.000,35.177
mp-758437,0.000,41.472
mp-753562,0.000,89.762
mp-774863,0.000,32.203
mp-25960,34.596,168.239
mp-757076,0.080,152.139
mp-25974,0.748,82.408
mp-705056,22.223,127.335
mp-752668,0.000,56.502
mp-752640,0.000,32.623
mp-759715,30.545,290.425
mp-754543,0.000,93.718
mp-26299,0.351,97.045
mp-25948,10.200,179.030
mp-849889,0.894,102.393
mp-760180,0.057,238.698
mp-775200,0.000,28.745
mp-777417,0.000,51.354
mp-767604,7.048,159.270
mp-761275,0.000,45.841
mp-771700,0.001,88.851
mp-758392,0.000,112.976
mp-30404,0.868,28.286
mp-673117,0.245,146.964
mp-767610,0.000,55.602
mp-759926,0.000,72.143
mp-754594,1.618,23.246
mp-585177,0.000,112.641
mp-756397,0.000,52.856
mp-762032,0.000,87.477
mp-758153,0.000,38.354
mp-755477,0.000,39.555
mp-772976,0.000,107.828
mp-758621,29.658,140.987
mp-753012,1.548,53.972
mp-768084,0.007,66.786
mp-766081,0.807,122.588
mp-776292,0.128,130.756
mp-753984,0.000,38.372
mp-26925,0.885,104.715
mp-780510,0.000,66.811
mp-770191,0.028,240.811
mp-775764,0.000,84.066
mp-754972,0.104,58.100
mp-25579,0.002,43.921
mp-26716,0.002,113.190
mp-775016,0.000,32.845
mp-761063,0.000,43.646
mp-767412,0.001,74.619
mp-768721,3.976,144.984
mp-770608,0.000,95.407
mp-540767,0.346,127.962
mp-754966,0.000,38.188
mp-19294,0.000,40.346
mp-766042,0.042,123.023
mp-762224,0.000,36.915
mp-771258,0.000,96.628
mp-25223,0.000,8.739
mp-770152,0.000,48.535
mp-25237,0.000,103.875
mp-753952,1.093,82.241
mp-765238,0.000,40.313
mp-18809,0.000,20.062
mp-754783,0.002,69.755
mp-754797,0.000,31.248
mp-755489,0.000,38.646
mp-766043,0.000,98.514
mp-25544,4.201,50.246
mp-768708,0.000,32.790
mp-776536,0.000,65.498
mp-775017,0.000,33.481
mp-18835,0.000,11.875
mp-761710,0.000,42.986
mp-26071,12.039,196.446
mp-26717,0.000,80.226
mp-760368,1.334,60.408
mp-771265,0.000,137.931
mp-754026,0.000,25.956
mp-26924,0.000,61.167
mp-774490,0.000,67.677
mp-849452,0.000,187.816
mp-850103,0.000,48.224
mp-686160,0.030,336.016
mp-694564,2.261,95.918
mp-756625,0.189,54.402
mp-758608,0.000,52.915
mp-849320,0.023,235.004
mp-26918,10.581,105.681
mp-753013,0.000,28.210
mp-672963,0.666,332.496
mp-758152,0.000,51.234
mp-690058,1.953,102.162
mp-757936,0.000,150.495
mp-753588,0.001,39.391
mp-26267,0.000,157.234
mp-761260,0.364,45.631
mp-771073,0.000,45.976
mp-673116,13.347,175.697
mp-777402,0.000,33.591
mp-759933,0.000,72.562
mp-510421,0.000,51.008
mp-752866,1.196,60.007
mp-26515,21.192,111.432
mp-775201,0.658,125.151
mp-543079,0.660,159.908
mp-772208,0.011,37.565
mp-771701,0.000,58.958
mp-761512,0.002,29.543
mp-756355,0.001,56.765
mp-755884,0.000,53.601
mp-756433,0.000,16.657
mp-759700,0.000,108.490
mp-756427,0.031,132.462
mp-759714,2.848,181.139
mp-753239,0.000,29.283
mp-753211,0.000,22.901
mp-760803,0.000,171.525
mp-25961,4.713,123.089
mp-585189,0.002,86.283
mp-755674,0.000,27.358
mp-27031,0.000,25.547
mp-771885,0.012,95.012
mp-26449,0.000,48.308
mp-775349,12.174,311.056
mp-27743,0.000,27.666
mp-540438,0.000,84.561
mp-770557,5.610,202.780
mvc-16738,6.539,76.859
mp-26313,0.002,128.046
mp-774719,0.000,130.005
mp-768456,0.000,166.298
mp-776668,0.000,180.500
mp-767771,0.871,131.733
mp-763517,0.000,43.257
mp-26461,0.000,59.406
mp-26307,0.000,118.145
mp-760793,0.090,131.857
mp-765833,0.000,38.288
mp-31690,30.960,192.862
mp-773089,6.002,174.917
mp-757881,0.000,30.706
mp-766490,0.000,58.165
mp-25197,0.002,50.629
mp-760787,0.000,53.764
mp-758218,2.183,116.446
mp-25829,2.666,91.852
mp-31874,8.001,174.996
mp-504291,0.000,185.925
mp-753403,0.107,58.647
mp-756786,0.000,40.997
mp-776330,0.031,141.236
mp-26139,0.000,65.795
mp-760546,0.000,22.957
mp-770755,13.815,84.313
mp-779017,5.200,143.808
mp-763729,0.000,33.149
mp-26887,0.000,72.211
mp-765358,0.000,20.051
mvc-12012,0.000,29.787
mp-390,0.000,5.870
mp-26677,0.000,65.880
mp-764708,0.000,102.375
mp-26111,0.000,122.610
mp-25418,0.025,99.159
mp-584122,0.034,110.429
mp-558049,0.056,213.753
mp-759476,0.712,64.150
mp-752523,0.000,32.891
mp-754634,0.000,36.825
mp-780303,1.126,44.200
mp-754620,0.000,63.816
mp-772817,0.518,93.840
mp-757467,0.279,96.552
mp-769589,0.000,67.817
mp-768683,0.563,120.383
mp-778490,0.000,74.391
mp-781753,0.138,83.737
mp-754178,3.354,108.648
mp-755266,0.000,38.449
mp-753171,0.000,24.519
mp-770958,2.397,51.890
mp-772829,2.151,202.430
mp-777945,0.000,134.159
mp-756753,0.000,64.994
mp-780315,0.000,35.817
mp-758018,0.000,26.122
mp-26113,0.689,293.132
mp-754811,0.000,38.498
mp-26675,0.415,270.726
mp-510741,0.000,76.651
mp-756960,21.146,46.805
mp-771307,0.000,46.897
mp-776468,16.462,333.415
mp-510755,0.000,48.156
mp-850920,0.000,87.897
mp-775175,0.000,35.170
mp-765400,0.000,58.052
mp-25426,0.002,36.806
mp-776454,0.514,132.398
mp-772632,0.000,34.902
mp-754193,4.542,54.197
mp-26649,0.008,66.017
mp-755299,0.000,37.460
mp-774257,0.000,33.272
mp-760222,0.015,102.845
mp-758965,0.026,94.400
mp-770757,0.000,60.627
mp-585202,19.983,342.027
mp-25432,0.149,58.069
mp-780881,0.000,33.580
mp-570512,0.425,289.665
mp-758232,0.000,36.468
mp-753373,0.000,24.334
mp-755702,0.000,14.233
mp-774914,0.605,109.868
mp-25817,0.488,92.316
mp-759138,0.000,41.499
mp-757673,0.000,70.216
mp-850539,11.830,312.684
mp-778860,0.000,180.864
mp-766486,0.000,21.437
mp-752723,3.207,78.620
mp-704203,2.981,145.254
mp-772395,0.000,15.622
mp-756223,0.000,45.575
mp-760785,0.001,106.804
mp-754420,0.000,36.621
mp-752737,0.000,41.829
mp-584450,6.422,255.908
mp-673706,0.225,138.371
mp-757868,0.000,72.346
mp-767773,0.001,66.295
mp-752938,0.000,34.808
mp-754391,0.000,13.764
mp-27033,0.000,94.818
mp-27027,0.000,131.924
mp-26339,0.000,80.235
mp-778109,10.486,342.553
mp-757854,0.000,80.423
mp-757075,0.000,30.125
mp-25977,0.584,278.326
mp-757061,1.137,48.114
mp-25963,0.846,101.453
mp-760815,0.000,42.135
mp-753561,0.000,49.070
mp-755110,3.286,120.338
mp-753549,0.000,27.481
mp-773699,0.000,56.628
mp-757049,0.000,70.109
mp-760197,0.191,108.246
mp-777400,0.016,46.300
mp-780936,0.002,117.331
mp-772578,0.000,65.246
mp-765004,0.007,126.112
mp-504324,9.147,142.174
mp-762019,0.000,3.035
mp-760168,17.557,222.968
mp-768534,14.203,156.070
mp-760140,6.301,210.142
mp-673128,0.000,56.443
mp-759919,3.600,44.939
mp-25988,0.912,346.329
mp-773128,0.089,140.382
mp-775968,0.000,59.543
mp-755460,0.000,19.628
mp-755306,0.000,21.042
mp-779820,0.672,109.819
mp-766096,0.212,94.262
mp-776285,0.000,47.393
mvc-1011,0.083,122.314
mp-777831,0.005,117.614
mp-26932,5.606,112.730
mp-753987,0.000,61.568
mp-753039,0.000,30.167
mp-775798,0.012,103.009
mp-18162,0.000,0.000
mp-759272,0.000,56.078
mp-758187,0.000,52.884
mp-26701,0.000,187.445
mp-775015,0.000,34.540
mp-756814,1.461,71.531
mp-768722,1.959,117.279
mp-26715,0.000,68.531
mp-765574,0.000,27.140
mp-594,0.000,8.879
mp-849493,0.000,40.977
mp-23123,0.000,80.563
mp-756196,0.000,33.836
mp-753788,3.906,93.196
mp-760357,2.985,56.311
mp-752483,0.150,23.923
mp-26728,0.000,57.865
mp-779174,0.000,157.257
mp-571584,0.006,26.209
mp-849492,0.000,181.073
mp-757289,0.071,109.638
mp-775996,1.057,92.582
mp-21735,0.000,114.660
mp-753789,0.012,50.352
mp-760343,1.731,38.345
mp-705295,0.000,128.759
mp-778530,62.134,692.179
mp-758838,0.000,48.438
mp-584727,0.000,93.320
mp-765207,0.000,165.017
mp-849323,0.000,165.430
mp-770187,0.001,67.017
mp-756140,0.042,44.479
mp-766083,0.000,17.954
mp-766097,0.001,184.926
mp-779809,0.325,344.097
mp-26927,40.444,198.321
mp-697734,5.828,166.921
mp-2156,0.000,13.335
mp-757262,0.534,112.422
mp-775969,0.001,49.226
mp-755307,0.000,46.416
mp-768938,0.000,38.546
mp-758623,0.000,59.320
mp-776051,0.240,96.974
mp-757921,1.968,89.731
mp-769617,0.001,30.962
mp-766530,0.002,103.326
mp-673129,2.685,147.854
mp-775564,0.000,113.534
mp-762018,0.000,21.634
mp-26270,0.056,118.211
mp-673101,0.015,88.066
mp-26264,0.001,144.913
mp-774685,0.023,65.684
mp-761288,0.000,8.354
mp-754227,0.132,85.192
mp-759703,0.001,36.858
mp-756356,0.000,23.744
mp-757060,0.207,45.347
mp-19043,0.000,35.275
mp-753560,0.000,32.284
mp-756418,0.000,58.962
