Battid,Discharged_ID,Charged_ID,Reduced_Cell_Formula,Type,Spacegroup,Average_Voltage,Capacity_Grav,Capacity_Vol,Specific_E_Wh/kg,E Density Wh/l,Stability Charge,Stability Discharge,P_vol,Sn_vol,As_vol,N_vol,V_vol,Mo_vol,Mn_vol,Ni_vol,Bi_vol,Te_vol,Fe_vol,Ti_vol,Nb_vol,S_vol,Ge_vol,F_vol,Ta_vol,Sb_vol,Cr_vol,Si_vol,Co_vol,Mg_vol,W_vol,Sr_vol,Se_vol,Pr_vol,Ba_vol,O_vol,Cu_vol,P_vol_dis,Sn_vol_dis,As_vol_dis,N_vol_dis,V_vol_dis,Mo_vol_dis,Mn_vol_dis,Ni_vol_dis,Bi_vol_dis,Te_vol_dis,Fe_vol_dis,Ti_vol_dis,Nb_vol_dis,S_vol_dis,Ge_vol_dis,F_vol_dis,Ta_vol_dis,Sb_vol_dis,Cr_vol_dis,Si_vol_dis,Co_vol_dis,Mg_vol_dis,W_vol_dis,Sr_vol_dis,Se_vol_dis,Pr_vol_dis,Ba_vol_dis,O_vol_dis,Cu_vol_dis
mvc-1200010592,mp-1047859,mp-1048114,Mg0 –1BaCrF7,intercalation,P21/c,4.89,155,652,757,3191,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9597861031482,0.0,0.0,7.279969443306885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.279969443306885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.473662534819,0.0,0.0,7.353380362117,0.0,0.0,7.353380362117,0.0,0.0,0.0,0.0,7.353380362117,0.0,0.0
mvc-1200009917,mp-1048838,mvc-12204,Mg0 –0.5FeO2,intercalation,P3m1,3.86,268,1137,1034,4384,0.24,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.836690693605355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.67338138721071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.856814045346702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.928407022673351,0.0,0.0,0.0,0.0,0.0,51.713628090693405,0.0
mvc-1200007990,mp-1042809,mp-1042861,Mg0 –1FeAs2O7,intercalation,P21/c,3.75,157,623,587,2335,0.12,0.01,0.0,0.0,12.897949511808669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.448974755904334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.142823291330345,0.0,0.0,0.0,14.02607178479946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01303589239973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01303589239973,0.0,0.0,0.0,0.0,0.0,49.0912512467981,0.0
mvc-1200001224,mp-1048245,mp-32442,Mg0 –1VP2O7,intercalation,P21/c,2.73,215,694,587,1894,0.11,0.01,16.9261646710815,0.0,0.0,0.0,8.46308233554075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.24157634878525,0.0,15.598728023258207,0.0,0.0,0.0,7.799364011629104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.799364011629104,0.0,0.0,0.0,0.0,0.0,54.59554808140373,0.0
mvc-1200001258,mp-1048266,mp-540430,Mg0 –1CrP2O7,intercalation,P21/c,3.26,214,679,699,2218,0.11,0.01,16.873510845036396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.436755422518198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.05728795762738,0.0,15.208597398468752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.604298699234376,0.0,0.0,7.604298699234376,0.0,0.0,0.0,0.0,0.0,53.23009089464063,0.0
mvc-1200006952,mp-1042026,mp-694636,Mg0 –1MnP2O7,intercalation,P1,3.82,212,690,809,2638,0.09,0.01,14.904461109589,0.0,0.0,0.0,0.0,0.0,7.4522305547945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.165613883561505,0.0,15.682911879963074,0.0,0.0,0.0,0.0,0.0,7.841455939981537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.841455939981537,0.0,0.0,0.0,0.0,0.0,54.89019157987076,0.0
mvc-1200002205,mp-1045788,mp-687212,MgCr(PO3)4,intercalation,C2/c,3.59,137,396,490,1422,0.07,0.01,18.200134341467965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.550033585366991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.60040302440389,0.0,17.53760039350219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.384400098375547,0.0,0.0,4.384400098375547,0.0,0.0,0.0,0.0,0.0,52.612801180506565,0.0
mvc-1200006885,mp-1041887,mvc-7342,Mg0 –1Si2NiO6,intercalation,Pcab,4.33,228,820,987,3552,0.28,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.911192125001975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.82238425000395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.46715275001185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091287993201007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182575986402014,0.0,9.091287993201007,0.0,0.0,0.0,0.0,0.0,54.547727959206036,0.0
mvc-1200008356,mp-1043243,mp-1043444,MgNi(GeO3)2,intercalation,P21/c,4.24,165,774,702,3286,0.22,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.497908414389439,0.0,0.0,0.0,0.0,0.0,0.0,16.995816828778878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.987450486336634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.624140283349163,0.0,0.0,0.0,0.0,0.0,0.0,17.248280566698327,0.0,0.0,0.0,0.0,0.0,0.0,8.624140283349163,0.0,0.0,0.0,0.0,0.0,51.74484170009498,0.0
mvc-1200016575,mp-25139,mvc-13124,Mg1.5 –2VBiO6,intercalation,Ccmm,4.48,66,320,297,1433,0.17,0.01,0.0,0.0,0.0,0.0,7.100056954392191,0.0,0.0,0.0,7.100056954392191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.650085431588286,0.0,0.0,0.0,0.0,0.0,42.60034172635314,0.0,0.0,0.0,0.0,0.0,7.166382960929701,0.0,0.0,0.0,7.166382960929701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.332765921859401,0.0,0.0,0.0,0.0,0.0,42.99829776557821,0.0
mvc-1200007992,mp-1042817,mp-1042747,Mg0 –1NiAs2O7,intercalation,P21/c,4.64,155,644,722,2992,0.26,0.01,0.0,0.0,13.231927497171592,0.0,0.0,0.0,0.0,6.615963748585796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.311746240100575,0.0,0.0,0.0,14.425444539100184,0.0,0.0,0.0,0.0,7.212722269550092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.212722269550092,0.0,0.0,0.0,0.0,0.0,50.48905588685064,0.0
mvc-1200005948,mp-27872,mp-25262,Mg0 –0.5TiO2,intercalation,Fd3m,1.31,291,1141,381,1492,0.18,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.628545611749388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.257091223498776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.668173062840086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.834086531420043,0.0,0.0,0.0,0.0,0.0,51.33634612568017,0.0
mvc-1200008596,mp-1043530,mp-1044639,MgFe(GeO3)2,intercalation,P21/c,3.33,167,738,556,2459,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.364444941198414,0.0,0.0,0.0,16.728889882396828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.186669647190485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.300941111718293,0.0,0.0,0.0,16.601882223436586,0.0,0.0,0.0,0.0,0.0,0.0,8.300941111718293,0.0,0.0,0.0,0.0,0.0,49.805646670309756,0.0
mvc-1200002201,mp-1045783,mp-31998,MgMn(PO3)4,intercalation,C2/c,4.3,136,391,584,1684,0.06,0.01,17.675367671181146,0.0,0.0,0.0,0.0,0.0,4.4188419177952865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.02610301354344,0.0,17.4430967481374,0.0,0.0,0.0,0.0,0.0,4.36077418703435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36077418703435,0.0,0.0,0.0,0.0,0.0,52.3292902444122,0.0
mvc-1200010040,mp-1040870,mp-1040930,Mg0 –1Mo2P2O9,intercalation,Pmcn,2.01,127,500,255,1006,0.03,0.02,10.564962413654325,0.0,0.0,0.0,0.0,10.564962413654325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.54233086144446,0.0,11.147570062026956,0.0,0.0,0.0,0.0,11.147570062026956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.573785031013478,0.0,0.0,0.0,0.0,0.0,50.1640652791213,0.0
mvc-1200566620,mp-566620,mvc-12122,Mg0 –0.5VCuO4,intercalation,P21/c,3.83,141,552,539,2117,0.12,0.02,0.0,0.0,0.0,0.0,12.55808190318468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.23232761273872,12.55808190318468,0.0,0.0,0.0,0.0,12.403186550728101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.201593275364051,0.0,0.0,0.0,0.0,0.0,49.612746202912405,12.403186550728101
mvc-1200010032,mp-1040938,mvc-13203,Mg0 –0.5CoO2,intercalation,P3m1,3.34,260,1309,868,4371,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.944323709406486,0.0,0.0,0.0,0.0,0.0,0.0,61.88864741881297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5329391525835,13.26646957629175,0.0,0.0,0.0,0.0,0.0,53.065878305167,0.0
mvc-1200010106,mp-1040943,mvc-5548,Mg0 –0.5VO2,intercalation,P3m1,2.47,282,1131,696,2792,0.16,0.02,0.0,0.0,0.0,0.0,26.704296977906154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.40859395581231,0.0,0.0,0.0,0.0,0.0,25.40743911200454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.70371955600227,0.0,0.0,0.0,0.0,0.0,50.81487822400908,0.0
mvc-1200006880,mp-1041862,mp-1042355,MgCr(SiO3)2,intercalation,Pcab,2.7,235,794,632,2140,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.942931321722908,15.885862643445815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.65758793033744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.886070416954038,17.772140833908075,0.0,8.886070416954038,0.0,0.0,0.0,0.0,0.0,53.316422501724226,0.0
mvc-1200003035,mp-1046508,mp-1046640,MgNi5(TeO6)3,intercalation,C2/c,3.93,202,1053,793,4137,0.19,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.15258772863983,0.0,9.691552637183896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.14931582310338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.741785803098594,0.0,8.845071481859156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.793428642478876,0.0,0.0,0.0,0.0,0.0,53.07042889115494,0.0
mvc-1200006446,mp-1041475,mp-1041708,MgMn3(AsO4)4,intercalation,P21/c,3.69,203,768,748,2832,0.18,0.02,0.0,0.0,12.579482865885506,0.0,0.0,0.0,9.43461214941413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.317931463542024,0.0,0.0,0.0,11.457523797168978,0.0,0.0,0.0,8.593142847876734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.593142847876734,0.0,0.0,0.0,0.0,0.0,45.83009518867591,0.0
mvc-1200010048,mp-1040921,mvc-5444,Mg0 –0.5MnO2,intercalation,Cm,3.0,270,1124,811,3368,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,28.579564944537417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.15912988907483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.140864966663063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.570432483331532,0.0,0.0,0.0,0.0,0.0,50.281729933326126,0.0
mvc-1200005115,mp-1132757,mp-25633,MgV(SiO3)2,intercalation,C2/c,1.8,236,773,423,1388,0.07,0.02,0.0,0.0,0.0,0.0,9.344706440525469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.689412881050938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.06823864315281,0.0,0.0,0.0,0.0,0.0,8.680018134382932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.360036268765864,0.0,8.680018134382932,0.0,0.0,0.0,0.0,0.0,52.08010880629759,0.0
mvc-1200006955,mp-1042060,mp-540273,Mg0 –1NiP2O7,intercalation,P1,4.28,209,725,893,3100,0.15,0.02,14.872932528088239,0.0,0.0,0.0,0.0,0.0,0.0,7.436466264044119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.05526384830883,0.0,16.227863634050667,0.0,0.0,0.0,0.0,0.0,0.0,8.113931817025334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.113931817025334,0.0,0.0,0.0,0.0,0.0,56.79752271917734,0.0
mvc-1200010190,mp-1041097,mp-1041066,Mg0 –0.5MnO2,intercalation,Cm,3.14,270,1131,849,3548,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,27.912338971368055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.82467794273611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.242032399249883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.621016199624941,0.0,0.0,0.0,0.0,0.0,50.484064798499766,0.0
mvc-1200005884,mp-1047145,mp-504100,Mg0 –0.5CuO2,intercalation,I41/amd,3.61,249,1087,898,3920,0.17,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.041295525208554,28.520647762604277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.01653160958127,0.0,0.0,0.0,0.0,0.0,48.06612643832508,24.03306321916254
mvc-1200009736,mp-1044907,mp-1044853,Mg0 –0.5TiO2,intercalation,P3m1,1.23,291,1145,358,1408,0.17,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08848973719461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.17697947438922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.777492059004775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.888746029502387,0.0,0.0,0.0,0.0,0.0,51.55498411800955,0.0
mvc-1200009980,mp-763405,mvc-11093,Mg0 –0.5MnO2,intercalation,R3m,3.29,270,1136,890,3735,0.21,0.03,0.0,0.0,0.0,0.0,0.0,0.0,27.43785604076633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.87571208153266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.670900920677067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.835450460338533,0.0,0.0,0.0,0.0,0.0,51.34180184135413,0.0
mvc-1200009977,mp-763405,mvc-12125,Mg0 –0.5FeO2,intercalation,R3m,3.92,268,1143,1051,4482,0.29,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.781540494934532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.563080989869064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.670900920677067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.835450460338533,0.0,0.0,0.0,0.0,0.0,51.34180184135413,0.0
mvc-1200006454,mp-1041473,mp-1047608,MgCo3(AsO4)4,intercalation,P21/c,4.01,200,812,801,3257,0.23,0.03,0.0,0.0,12.502437828524224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.376828371393168,0.0,0.0,0.0,0.0,0.0,0.0,50.009751314096896,0.0,0.0,0.0,12.032009493396197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.024007120047148,9.024007120047148,0.0,0.0,0.0,0.0,0.0,48.12803797358479,0.0
mvc-1200014334,mvc-14334,mp-766786,Mg0 –1VF5,intercalation,C2/c,3.75,315,977,1180,3659,0.04,0.03,0.0,0.0,0.0,0.0,10.16440946435478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.822047321773894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.972153863917788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.86076931958894,0.0,0.0,0.0,0.0,0.0,10.972153863917788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mvc-1200006553,mp-1041600,mvc-6284,MgFe3(AsO4)4,intercalation,P21/c,3.74,202,782,755,2922,0.23,0.03,0.0,0.0,11.6297496657841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.722312249338076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5189986631364,0.0,0.0,0.0,11.652050872455785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.739038154341838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.739038154341838,0.0,0.0,0.0,0.0,0.0,46.60820348982314,0.0
mvc-1200005134,mp-1154479,mp-25523,MgFe(SiO3)2,intercalation,C2/c,3.07,231,781,709,2399,0.15,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.228345602949164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.456691205898327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.37007361769498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.729940673811367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.459881347622733,0.0,8.729940673811367,0.0,0.0,0.0,0.0,0.0,52.37964404286821,0.0
mvc-1200019003,mp-19003,mp-510748,Mg0 –1V2O5,intercalation,Cmcm,2.56,260,837,666,2146,0.01,0.03,0.0,0.0,0.0,0.0,17.736488678364232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.341221695910576,0.0,0.0,0.0,0.0,0.0,18.79154835815877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.395774179079385,0.0,0.0,0.0,0.0,0.0,46.97887089539692,0.0
mvc-1200010236,mp-1041166,mp-1041256,Mg0 –0.5NiO2,intercalation,Cm,3.57,261,1255,931,4486,0.2,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.057197531816776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.11439506363355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.670535232575734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.835267616287867,0.0,0.0,0.0,0.0,0.0,55.34107046515147,0.0
mvc-1200005721,mvc-5721,mp-540321,Mg0 –1FeP2O7,intercalation,P1,3.43,211,703,724,2413,0.09,0.03,15.037774157549016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.518887078774508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63220955142156,0.0,15.796723799924225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.898361899962112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.898361899962112,0.0,0.0,0.0,0.0,0.0,55.28853329973479,0.0
mvc-1200014364,mvc-14364,mvc-3453,Mg0 –1SbF5,intercalation,P21/c,3.29,222,885,731,2909,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.53395598424802,0.0,9.706791196849602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.707560420023924,0.0,9.941512084004785,0.0,0.0,0.0,9.941512084004785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mvc-1200005116,mvc-5116,mp-1142713,MgMn(SiO3)2,intercalation,C2/c,2.96,232,753,687,2234,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.0,9.837988016853144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.675976033706288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.02792810111887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.465054776872194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.930109553744387,0.0,8.465054776872194,0.0,0.0,0.0,0.0,0.0,50.79032866123317,0.0
mvc-1200002997,mp-1046410,mp-1046421,MgSrV(PO4)2,intercalation,P1,2.44,152,543,371,1323,0.08,0.03,11.837607640197653,0.0,0.0,0.0,5.918803820098827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.918803820098827,0.0,0.0,0.0,47.35043056079061,0.0,12.160189829673666,0.0,0.0,0.0,6.080094914836833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.080094914836833,0.0,6.080094914836833,0.0,0.0,0.0,48.64075931869466,0.0
mvc-1200010122,mp-1041000,mvc-5627,Mg0 –0.5NiO2,intercalation,P3m1,3.47,261,1260,905,4376,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.53245318563111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.06490637126222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.654731141770036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.827365570885018,0.0,0.0,0.0,0.0,0.0,55.30946228354007,0.0
mvc-1200005111,mvc-5111,mvc-13125,Mg0 –1Si2NiO6,intercalation,C2/c,4.06,228,812,926,3299,0.24,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.906929795301942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.813859590603883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.44157877181165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.122415931387998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.244831862775996,0.0,9.122415931387998,0.0,0.0,0.0,0.0,0.0,54.73449558832799,0.0
