Battid,Stability Discharge,Stability Charge,energy,energy_dis,energy_per_atom,energy_per_atom_dis,band_gap,band_gap_dis,density,density_dis,total_magnetization,total_magnetization_dis,nsites,nsites_dis,elasticity,elasticity_dis,volume,volume_dis,helvol,geomvol,helvol_dis,geomvol_dis,vf_geomvol,vf_geomvol_dis,vf_helvol,vf_helvol_dis,Capacity_Grav
mp-300767166,0.022308,0.06526,-148.879831,-137.705806,-7.443992,-7.650323,1.9552,1.559,2.946638,2.651325,2.0,0.999998,20,18,2.946638,2.651325,200.506751,214.145422,0.0,33.906,0.0,15.038,0,0,0,0,289.994523
mp-300774059,0.006523,0.102079,-440.599624,-404.182626,-7.86785,-8.248625,0.0,0.0,3.798439,3.768848,19.000002,24.0,56,49,3.798439,3.768848,618.235321,601.682085,0.0,145.048,0.0,115.919,0,0,0,0,132.662142
mp-300780140,0.058767,0.049715,-159.301047,-135.741517,-5.689323,-5.655897,0.0,0.0,4.960726,5.176218,1.0,0.999209,28,24,4.960726,5.176218,252.800127,233.369036,0.0,36.672,0.0,30.336,0,0,0,0,336.336143
mp-300510708,0.000441,0.14823,-144.170922,-130.449014,-7.208546,-7.247167,2.705,0.0,3.292723,3.193299,5.0,4.024042,20,18,3.292723,3.193299,216.804437,216.335996,0.008,41.69,0.0,36.134,0,0,0,0,124.685082
mp-300755570,0.067998,0.099547,-24.688071,-20.859452,-4.937614,-5.214863,0.0,0.0,4.463449,5.657757,1.7e-05,4e-06,5,4,4.463449,5.657757,70.11204,53.274774,0.0,8.879,0.0,20.449,0,0,0,0,142.214768
mp-300763280,0.08558,0.094717,-202.990612,-181.809271,-6.343457,-6.493188,2.5608,0.921,2.697779,2.587463,3.0,4.0,32,28,2.697779,2.587463,366.415864,364.219959,0.0,112.976,0.0,100.086,0,0,0,0,180.089053
mp-300761461,0.047254,0.019931,-190.015002,-170.090417,-6.78625,-7.087101,3.4948,2.7501,2.885646,2.389475,4.0,5.0,28,24,2.885646,2.389475,363.12455,419.232542,4.379,173.682,0.002,99.034,0,0,0,0,169.890533
mp-300540461,0.034282,0.03536,-258.965553,-245.703329,-7.193488,-7.226569,2.196,1.2314,2.766204,2.789683,2.0,1.0,36,34,2.766204,2.789683,448.745155,436.705207,0.0,100.078,0.999,105.318,0,0,0,0,71.705748
mp-300026311,0.0462,0.051538,-187.172434,-175.036845,-6.239081,-6.251316,0.0,0.0,2.784885,2.673593,1.0,2.0,30,28,2.784885,2.673593,335.404227,340.744004,0.0,67.833,0.0,49.69,0,0,0,0,185.996294
mp-300772244,0.042552,0.077571,-55.344632,-157.049189,-6.918079,-7.1386,0.8318,0.0698,3.894731,3.817883,4.0,14.0,8,22,3.894731,3.817883,77.422538,230.904959,0.87,51.312,0.0,13.764,0,0,0,0,98.394721
mp-300019377,0.00216,0.059277,-151.267569,-142.288008,-7.563378,-7.904889,1.5829,2.5013,6.040597,5.581023,1.0,0.0,20,18,6.040597,5.581023,262.079906,279.530757,0.0,43.128,0.0,20.966,0,0,0,0,56.22433
mp-300764710,0.050116,0.083517,-96.460988,-86.623342,-6.028812,-6.187382,1.9668,2.498,3.175372,3.089475,1.0,0.0,16,14,3.175372,3.089475,145.128321,141.702013,0.0,26.073,0.0,35.992,0,0,0,0,193.14838
mp-300850412,0.085866,0.049262,-287.383574,-249.068161,-7.009355,-7.325534,0.0,0.0,2.792572,2.757625,10.999999,4.0,41,34,2.792572,2.757625,488.944248,465.883282,0.583,117.381,9.562,147.338,0,0,0,0,228.161393
mp-300773072,0.017029,0.028757,-317.207421,-313.363555,-7.930186,-8.034963,0.0,0.0,6.085489,6.036623,0.020809,0.005815,40,39,6.085489,6.036623,583.908141,586.72545,0.0,115.512,0.0,127.73,0,0,0,0,12.524717
mp-300764908,0.064667,0.086033,-192.45632,-173.176233,-6.01426,-6.184865,1.3599,2.5329,3.169282,3.059213,1.0,0.0,32,28,3.169282,3.059213,290.814419,286.207532,0.0,39.183,0.0,38.083,0,0,0,0,193.14838
mp-300774013,0.01604,0.046199,-260.769498,-248.418423,-6.862355,-6.900512,0.646,0.3914,3.586647,3.518791,9.000811,9.956965,38,36,3.586647,3.518791,487.973661,490.832682,2.447,142.023,6.836,123.123,0,0,0,0,75.786788
mp-300763684,0.051489,0.105211,-123.718778,-115.226264,-5.379077,-5.486965,0.0383,0.0,3.305771,3.21054,13.000073,8.998447,23,21,3.305771,3.21054,256.275156,256.696851,0.547,89.477,0.849,100.069,0,0,0,0,105.065128
mp-300767647,0.011618,0.012956,-137.189715,-56.250125,-5.716238,-5.625013,2.4038,2.1502,3.212662,2.958417,2.0,1.0,24,10,3.212662,2.958417,276.787937,142.49562,0.0,42.303,0.0,41.086,0,0,0,0,200.19615
mp-300545467,0.013604,0.025915,-45.163765,-40.390051,-5.018196,-5.048756,0.0,0.3343,3.907855,3.891647,0.998491,0.0,9,8,3.907855,3.891647,90.046624,87.459966,0.084,20.491,0.0,11.256,0,0,0,0,126.474227
mp-300767996,0.038823,0.022796,-100.678555,-96.375346,-6.711904,-6.883953,1.6271,3.0549,2.950775,2.869808,9.000001,5.0,15,14,2.950775,2.869808,178.210218,179.22185,0.0,41.072,0.0,29.702,0,0,0,0,84.63291
mp-300759185,0.025242,0.034069,-247.362365,-234.559281,-6.871177,-6.898802,3.7289,1.6088,2.904474,2.915533,0.0,0.0,36,34,2.904474,2.915533,508.358512,498.523874,1.43,137.914,0.031,124.496,0,0,0,0,60.283749
mp-300764851,0.082372,0.0,-82.175434,-72.650586,-5.869674,-6.054215,1.5382,2.3785,3.0843,2.959676,1.0,0.0,14,12,3.0843,2.959676,162.449823,161.501614,0.0,30.506,0.0,25.992,0,0,0,0,177.648702
mp-300762716,0.057509,0.092411,-295.078388,-280.217236,-7.025676,-7.185057,0.6326,1.4143,3.132608,2.955301,13.0,14.000173,42,39,3.132608,2.955301,570.329243,592.846799,3.631,204.076,2.205,174.389,0,0,0,0,146.623162
mp-300775229,0.063225,0.060748,-141.059775,-124.53152,-7.052989,-7.325384,0.0,0.9257,2.993231,3.04842,6.0,3.0,20,17,2.993231,3.04842,261.582598,245.50414,0.013,72.287,0.002,69.755,0,0,0,0,170.521873
mp-300770976,0.056694,0.069797,-95.330424,-80.146471,-5.958152,-6.165113,0.0,0.0,4.9007,4.983559,15.876981,9.0,16,13,4.9007,4.983559,148.915181,139.500954,0.503,41.85,0.067,44.675,0,0,0,0,182.949841
mp-300778320,0.082141,0.039398,-288.881539,-267.953843,-7.222038,-7.443162,0.086,0.0,3.168377,3.277775,26.0,22.000001,40,36,3.168377,3.277775,483.859489,453.644984,0.001,98.367,0.012,103.009,0,0,0,0,116.121268
mp-300775677,0.088976,0.01493,-276.349847,-259.001445,-6.908746,-7.194485,2.1264,2.3386,3.634629,3.75596,22.0,21.999999,40,36,3.634629,3.75596,484.578339,456.650047,0.031,102.568,0.04,110.734,0,0,0,0,101.075005
mp-300770417,0.073352,0.083324,-270.154611,-246.655148,-6.753865,-6.851532,1.4005,0.0,3.360251,3.345808,13.0,13.136017,40,36,3.360251,3.345808,461.797929,450.011992,0.012,94.924,0.006,97.41,0,0,0,0,114.721328
mp-300504263,0.031167,0.055064,-631.887112,-577.825007,-6.651443,-6.718895,2.4204,0.6745,3.082274,3.025925,11.0,30.470001,95,86,3.082274,3.025925,1087.776779,1073.75242,8.186,319.685,15.495,249.694,0,0,0,0,119.464628
mp-300771658,0.040244,0.05389,-327.567068,-314.031005,-5.28334,-5.23385,4.834,0.4745,2.117768,2.114014,2.0,1.0,62,60,2.117768,2.114014,584.611829,574.745845,0.006,149.434,0.0,120.908,0,0,0,0,71.893877
mp-300769776,0.0,0.053734,-95.077276,-83.791892,-5.94233,-5.985135,2.4031,1.3676,3.847345,3.648061,3.0,4.000001,16,14,3.847345,3.648061,180.802377,184.360273,0.0,40.559,0.0,22.902,0,0,0,0,127.959535
mp-300031709,0.009516,0.087039,-398.932993,-368.856517,-7.253327,-7.527684,2.7226,0.0,3.222715,3.259044,36.0,30.0,55,49,3.222715,3.259044,654.062824,625.552477,17.396,170.506,15.393,179.413,0,0,0,0,126.682842
mp-300566061,0.022119,0.04927,-85.840666,-165.422811,-6.603128,-6.616912,0.4362,0.0,6.459069,6.448637,1.0,1.0,13,25,6.459069,6.448637,147.337069,293.36347,0.0,64.435,0.0,30.646,0,0,0,0,23.382772
mp-300770530,0.053524,0.066558,-126.533064,-122.760547,-5.272211,-5.337415,0.0,0.9406,2.408603,2.379178,9.0,8.0,24,23,2.408603,2.379178,237.232009,235.321569,0.009,70.596,0.087,71.847,0,0,0,0,152.695558
mp-300025605,0.071943,0.206041,-93.664294,-79.22568,-5.854018,-5.658977,0.0555,0.0,3.38958,3.285406,0.0,0.0,16,14,3.38958,3.285406,175.97444,174.5379,0.01,40.892,0.056,35.195,0,0,0,0,287.345773
mp-300765267,0.013229,0.072546,-160.7232,-302.31686,-6.6968,-6.718152,2.4438,0.0,2.577306,2.402438,5.0,17.0,24,45,2.577306,2.402438,250.3546,522.762069,0.417,108.52,0.001,51.263,0,0,0,0,103.46124
mp-300771394,0.047012,0.098791,-209.857245,-187.028794,-7.494902,-7.792866,0.0773,0.8528,3.970364,4.182485,17.0,12.999999,28,24,3.970364,4.182485,291.158151,265.368694,0.0,51.557,0.0,49.497,0,0,0,0,153.995723
mp-300771220,0.06927,0.109621,-76.424769,-60.165023,-6.368731,-6.685003,0.0145,1.096,4.238128,4.228838,7.0,2.0,12,9,4.238128,4.228838,110.706884,102.773524,0.073,18.842,24.293,49.008,0,0,0,0,284.564336
mp-300761806,0.043143,0.08144,-182.912268,-159.095626,-6.532581,-6.628984,0.6342,0.0,5.025512,5.100028,0.0,1.99988,28,24,5.025512,5.100028,271.992145,258.978293,0.0,55.68,0.0,36.719,0,0,0,0,130.236048
mp-300025490,0.027536,0.054606,-159.229622,-146.546141,-6.634568,-6.661188,0.78,0.0,2.842919,2.799469,2.0,1.0,24,22,2.842919,2.799469,266.109066,262.005044,0.0,66.593,0.0,46.569,0,0,0,0,228.353812
mp-300780754,0.031643,0.051175,-359.336396,-346.564449,-6.910315,-6.931289,1.3989,1.0905,2.951843,2.959941,1.0,1.0,52,50,2.951843,2.959941,559.917562,550.597813,1.532,122.355,0.004,112.999,0,0,0,0,157.178594
mp-300767356,0.058102,0.191813,-139.435322,-126.006064,-6.971766,-7.000337,1.2205,0.2062,3.404606,3.432353,4.0,2.987467,20,18,3.404606,3.432353,212.692221,204.256843,0.0,29.787,0.0,20.678,0,0,0,0,122.919126
mp-300504371,0.008551,0.015831,-493.220705,-479.795379,-6.489746,-6.483721,3.7813,0.0,3.765163,3.742033,12.000047,12.157029,76,74,3.765163,3.742033,846.686929,845.760222,0.542,154.492,0.0,152.404,0,0,0,0,27.921022
mp-300773308,0.024867,0.074837,-53.885821,-151.353731,-6.735728,-6.879715,0.0,0.0,4.17563,4.176688,7.0,19.0,8,22,4.17563,4.176688,73.495602,214.911856,0.0,33.58,0.147,14.699,0,0,0,0,96.679253
mp-300705401,0.046629,0.056366,-631.487231,-580.695985,-6.314872,-6.311913,3.3233,0.0,3.28733,3.167615,8.000032,6.999719,100,92,3.28733,3.167615,1237.660206,1255.326375,19.983,342.027,1.433,297.329,0,0,0,0,87.509094
mp-300019492,0.000844,0.01922,-403.343973,-378.30735,-7.202571,-7.275141,4.3259,1.8006,2.968286,3.025326,5.0,4.0,56,52,2.968286,3.025326,668.61564,640.770377,0.0,103.875,0.0,105.777,0,0,0,0,89.698584
mp-300032379,0.06141,0.198258,-323.809,-280.145183,-6.227096,-6.090113,0.0,0.0476,3.083239,2.975892,3.0,10.0,52,46,3.083239,2.975892,621.281723,620.45451,0.001,144.913,0.004,132.427,0,0,0,0,139.40019
mp-300758259,0.078078,0.091657,-178.859357,-156.610883,-6.387834,-6.525453,0.0,0.0,4.622512,4.86667,2.783469,4.052136,28,24,4.622512,4.86667,313.676162,288.465946,0.0,56.045,0.0,50.972,0,0,0,0,122.774553
mp-300026113,0.021264,0.002196,-528.518764,-509.168696,-7.340538,-7.487775,0.2869,2.7703,2.399909,2.398457,1.0,0.0,72,68,2.399909,2.398457,1025.963763,1007.362788,0.864,313.302,0.689,293.132,0,0,0,0,72.300465
mp-300764917,0.084517,0.102611,-191.821136,-172.712062,-5.99441,-6.168288,1.4338,2.3132,3.181445,3.087829,1.0,0.0,32,28,3.181445,3.087829,289.702569,283.555141,0.002,67.513,1.068,77.845,0,0,0,0,193.14838
mp-300773313,0.064312,0.025999,-88.385784,-78.050822,-5.524112,-5.575059,0.0,0.0,4.424494,4.16577,4.999775,4.0,16,14,4.424494,4.16577,148.073675,151.736528,0.002,31.561,1.023,30.799,0,0,0,0,135.861514
mp-300694722,0.071317,0.145288,-141.126382,-127.263547,-6.414836,-6.363177,0.0197,0.0,2.987848,2.863982,1.843815,1.92363,22,20,2.987848,2.863982,266.297475,269.765917,0.0,47.209,0.0,42.164,0,0,0,0,217.43973
mp-300774411,0.09927,0.067625,-29.953109,-101.639306,-5.990622,-7.25995,1.9101,0.8305,3.426227,3.49318,3.0,3.000001,5,14,3.426227,3.49318,46.925443,164.307043,0.0,34.504,0.0,11.731,0,0,0,0,415.216572
mp-300764698,0.018741,0.0,-57.690063,-49.139914,-5.769006,-6.142489,2.5688,1.5498,3.261814,3.249321,3.0,2.0,10,8,3.261814,3.249321,116.964946,110.320348,0.0,25.594,0.0,26.902,0,0,0,0,233.304463
mp-300705154,0.042643,0.01899,-530.549963,-519.247711,-7.368749,-7.417824,2.1798,0.0,3.062891,3.035512,12.0,11.0,72,70,3.062891,3.035512,884.489343,884.873043,2.359,194.672,2.093,187.512,0,0,0,0,32.855933
mp-300540038,0.031311,0.0,-336.180454,-312.661314,-7.003759,-7.105939,2.4809,1.9816,2.89834,2.713281,1.000141,0.0,48,44,2.89834,2.713281,671.06722,699.845666,5.205,229.637,0.915,180.349,0,0,0,0,91.527701
mp-300540068,0.045628,0.125059,-311.372328,-282.751368,-7.076644,-7.068784,0.0,0.0,3.134487,2.997012,4.0,3.0,44,40,3.134487,2.997012,499.721036,507.260432,0.0,99.808,0.0,77.503,0,0,0,0,113.651145
mp-300770331,0.014308,0.023304,-411.567816,-383.573219,-5.71622,-5.640783,0.0,0.0,3.055712,3.084814,4.699512,6.000001,72,68,3.055712,3.084814,896.679132,873.274566,0.0,173.663,0.0,180.864,0,0,0,0,127.791444
mp-300778554,0.029477,0.047978,-76.911441,-64.964489,-5.493674,-5.413707,3.8589,1.5264,2.89976,2.947114,5.0,4.0,14,12,2.89976,2.947114,165.854206,155.367555,0.0,36.252,0.0,44.228,0,0,0,0,185.075653
mp-300780153,0.062858,0.081318,-71.462261,-66.428342,-5.104447,-5.109872,0.6864,0.0,2.582803,2.571492,4.0,3.001255,14,13,2.582803,2.571492,130.787787,126.880946,0.0,26.645,0.0,36.621,0,0,0,0,254.805208
mp-300540330,0.027435,0.046057,-325.951989,-298.386359,-7.085913,-7.104437,2.2954,0.0,2.529882,2.347725,2.000007,1e-06,46,42,2.529882,2.347725,603.444717,630.627987,3.136,190.401,0.0,149.604,0,0,0,0,116.608464
mp-300770123,0.041619,0.051767,-294.074498,-245.879577,-7.001774,-7.231752,1.1916,0.0,2.817659,2.850089,15.0,7.015929,42,34,2.817659,2.850089,493.882947,455.911192,0.379,113.978,2.626,146.621,0,0,0,0,285.466904
mp-300771637,0.045951,0.0,-36.438861,-32.170606,-5.205552,-5.361768,1.2117,1.9415,3.170697,3.290565,9.0,4.999999,7,6,3.170697,3.290565,116.021459,108.292344,0.0,36.097,0.0,35.451,0,0,0,0,120.980367
mp-300762426,0.391309,0.405133,-320.632601,-149.201225,-6.166012,-6.216718,0.2766,0.0,3.519804,3.407217,4.000001,2.0,52,24,3.519804,3.407217,521.484393,262.592557,0.0,30.089,0.0,43.457,0,0,0,0,96.985799
mp-300031721,0.029849,0.198136,-334.488424,-309.300134,-6.968509,-7.029548,3.4816,0.7829,2.782197,2.565994,4.0,3.0,48,44,2.782197,2.565994,572.544384,602.818212,0.049,161.298,0.0,106.557,0,0,0,0,111.755997
mp-300782691,0.068465,0.107149,-102.541804,-95.700144,-5.696767,-5.62942,1.6664,0.4047,3.690468,3.745534,25.0,24.000001,18,17,3.690468,3.745534,225.944543,219.545534,1.561,72.764,0.104,58.1,0,0,0,0,53.373371
mp-300770158,0.0777,0.054367,-83.506244,-74.652186,-6.958854,-7.465219,1.8163,1.1732,3.263328,4.414305,5.0,4.0,12,10,3.263328,4.414305,139.280731,97.74294,0.0,18.327,0.0,22.285,0,0,0,0,195.833118
mp-300761456,0.045747,0.047856,-304.176802,-277.872489,-6.913109,-6.946812,2.4515,0.0,2.913314,2.705926,5.0,6.0,44,40,2.913314,2.705926,539.726691,564.054511,0.004,115.161,0.0,86.149,0,0,0,0,219.981505
mp-300764310,0.000197,0.0,-166.054903,-154.468653,-6.918954,-7.021302,0.878,0.889,2.513769,2.462603,4.0,3.0,24,22,2.513769,2.462603,338.159594,335.824972,1.001,95.15,1.361,85.667,0,0,0,0,203.892159
mp-300767309,0.058433,0.045989,-177.101127,-157.338377,-6.32504,-6.555766,1.9013,0.6352,3.509508,3.695727,10.0,8.999999,28,24,3.509508,3.695727,359.240924,328.664892,0.0,59.16,0.0,62.867,0,0,0,0,141.200371
mp-300777069,0.080481,0.00534,-261.055291,-243.787144,-7.251536,-7.618348,1.83,0.7684,3.462215,3.644386,9.999999,9.0,36,32,3.462215,3.644386,437.004143,402.509357,0.0,69.002,0.0,97.546,0,0,0,0,117.659841
mp-300769631,0.016049,0.073458,-90.374495,-77.386825,-6.455321,-6.448902,0.5467,0.8304,4.244158,4.333138,7.000481,9.0,14,12,4.244158,4.333138,142.957839,134.702394,0.0,29.635,0.0,37.169,0,0,0,0,146.702803
mp-300684042,0.047234,0.100095,-261.74924,-235.182067,-6.543731,-6.532835,4.0073,0.0,4.325051,4.228479,0.0,2e-06,40,36,4.325051,4.228479,555.706127,557.494605,0.013,133.065,3.466,166.369,0,0,0,0,74.068152
mp-300766972,0.029438,0.083715,-100.225822,-87.330971,-6.264114,-6.237926,0.7376,0.0,3.78249,4.034226,8.0,7.0,16,14,3.78249,4.034226,180.704946,163.714962,0.009,43.034,0.173,39.529,0,0,0,0,130.223697
mp-300768017,0.108697,0.040439,-86.819042,-71.503882,-5.42619,-5.500299,0.0,0.0,4.563339,4.508298,13.461627,1.127321,16,13,4.563339,4.508298,144.137325,138.227352,0.0,20.734,0.0,24.215,0,0,0,0,202.987821
mp-300778709,0.0,0.09395,-116.755427,-102.912099,-6.486413,-6.432006,2.4248,0.0,3.172671,3.094375,5.0,4.0,18,16,3.172671,3.094375,182.939608,180.118979,0.0,37.525,0.0,36.588,0,0,0,0,294.998804
mp-300025507,0.005242,0.032803,-199.699024,-181.504978,-7.132108,-7.562707,2.0878,2.2024,3.283243,3.578098,4.0,3.0,28,24,3.283243,3.578098,311.364094,272.821157,0.0,30.313,0.0,40.867,0,0,0,0,174.139108
mp-300779345,0.078656,0.027683,-236.483546,-175.12576,-5.767891,-5.837525,0.6722,2.0845,3.030378,2.814149,12.0,1.0,41,30,3.030378,2.814149,450.956398,440.553988,0.007,130.472,0.009,90.191,0,0,0,0,358.236026
mp-300032494,0.043682,0.037193,-258.650055,-245.64103,-7.184724,-7.224736,2.0582,1.1527,2.625308,2.648894,2.0,1.0,36,34,2.625308,2.648894,472.828576,459.916077,0.952,109.504,5.396,127.706,0,0,0,0,71.705748
mp-300026409,0.0394,0.038598,-263.597135,-253.3463,-7.322143,-7.451362,0.1693,1.9457,2.741821,2.659464,0.999997,0.0,36,34,2.741821,2.659464,449.011768,454.248725,0.0,89.391,0.0,87.308,0,0,0,0,72.300465
mp-300761715,0.0,0.011534,-192.709993,-175.025149,-4.81775,-4.86181,1.4544,1.242,2.911055,2.740107,4.0,5.0,40,36,2.911055,2.740107,506.424451,521.193424,0.0,104.239,0.0,72.346,0,0,0,0,120.75438
mp-300763561,0.0628,0.071589,-170.640645,-158.284446,-7.110027,-7.194748,2.3119,1.9197,4.053767,4.099645,0.999998,0.0,24,22,4.053767,4.099645,311.910689,302.797338,0.002,60.559,0.0,63.496,0,0,0,0,138.271453
mp-300756645,0.022812,0.058456,-114.65155,-110.816988,-7.165722,-7.387799,0.0,2.1569,3.453656,3.361448,0.952454,0.0,16,15,3.453656,3.361448,147.271516,147.882479,0.0,38.449,0.0,32.989,0,0,0,0,87.500416
mp-300767198,0.053476,0.082176,-180.869234,-156.660996,-6.459616,-6.527542,1.539,0.0,3.627722,3.695376,7.999999,5.99999,28,24,3.627722,3.695376,290.994611,273.191201,0.0,29.88,0.0,41.83,0,0,0,0,168.6355
mp-300762003,0.060676,0.087921,-353.625769,-334.106572,-6.800496,-6.960554,2.9396,1.5355,3.128637,3.222971,8.0,9.0,52,48,3.128637,3.222971,555.358908,524.799284,0.0,73.472,0.409,117.242,0,0,0,0,102.45638
mp-300540481,0.0,0.184175,-167.945783,-154.957222,-6.997741,-7.04351,3.7041,1.1187,2.507329,2.532279,4.0,3.0,24,22,2.507329,2.532279,317.655091,305.422148,0.035,73.551,5.088,95.013,0,0,0,0,111.755997
mp-300770152,0.023884,0.08287,-206.327514,-182.745653,-7.36884,-7.614402,0.6264,0.787,4.073043,4.221647,18.999974,15.0,28,24,4.073043,4.221647,285.501609,264.531133,0.0,56.685,0.0,48.535,0,0,0,0,153.087723
mp-300765788,0.078712,0.111755,-60.491052,-52.580777,-5.499187,-5.842309,1.5854,2.8286,2.624584,2.540682,2.0,0.0,11,9,2.624584,2.540682,108.595288,103.108459,0.0,40.098,0.316,30.407,0,0,0,0,312.296051
mp-300705315,0.045859,0.088152,-621.983627,-295.44693,-7.067996,-7.034451,0.1909,0.2219,2.442087,2.425265,3.002414,3.0,88,42,2.442087,2.425265,1234.268172,611.909832,0.956,188.28,3.013,329.929,0,0,0,0,59.060522
mp-300754210,0.089825,0.062464,-97.036651,-90.41747,-4.410757,-4.520873,0.0,0.5527,2.023276,1.990165,4.0,4.997765,22,20,2.023276,1.990165,370.555875,365.138142,0.026,137.361,0.002,117.973,0,0,0,0,118.721434
mp-300768029,0.0,0.067809,-71.248148,-64.439381,-7.124815,-7.159931,2.1145,0.0,3.14996,2.743733,5.0,4.000823,10,9,3.14996,2.743733,96.367219,106.434196,0.001,22.617,0.0,15.057,0,0,0,0,146.613376
mp-300031784,0.038573,0.054831,-252.149373,-237.521055,-7.004149,-6.985913,2.8661,0.0014,2.404758,2.372093,5.0,6.001459,36,34,2.404758,2.372093,522.965396,520.449158,14.076,138.786,3.524,151.717,0,0,0,0,70.77722
mp-300766728,0.002917,0.075128,-603.065031,-561.124147,-7.538313,-7.793391,2.1658,1.4912,3.265608,3.19125,2.0,1.0,80,72,3.265608,3.19125,854.471478,845.48765,0.0,96.982,0.0,55.778,0,0,0,0,127.595787
mp-300763955,0.034192,0.032481,-109.531766,-101.272992,-6.845735,-7.233785,0.5371,1.2315,3.960465,3.800734,10.0,8.0,16,14,3.960465,3.800734,152.416982,152.757463,0.0,31.117,0.565,39.019,0,0,0,0,147.454631
mp-300763051,0.003463,0.067199,-37.382092,-139.868812,-6.230349,-6.357673,1.8142,0.8665,3.454772,3.282603,2.0,3.0,6,22,3.454772,3.282603,55.669321,227.334088,0.001,62.517,0.0,0.0,0,0,0,0,115.702468
mp-300765786,0.005156,0.0,-84.436098,-74.043508,-5.277256,-5.288822,0.0,0.0,4.767819,4.79181,1.0,0.00021,16,14,4.767819,4.79181,136.182044,130.689611,0.0,22.871,0.0,20.427,0,0,0,0,137.087637
mp-300540423,0.038898,0.051707,-258.123741,-243.751669,-7.170104,-7.169167,3.4477,0.2939,2.406803,2.458013,2.991781,2.0,36,34,2.406803,2.458013,517.210212,497.056582,8.046,129.999,2.781,150.048,0,0,0,0,71.503998
mp-300016730,0.024195,0.069525,-86.503863,-77.743798,-6.178847,-6.47865,0.0,0.0,3.182893,3.531709,4.999999,2.042045,14,12,3.182893,3.531709,249.577755,218.400696,0.0,46.592,8.456,86.588,0,0,0,0,112.049516
mp-300558578,0.0,0.021331,-322.300371,-288.205962,-5.371673,-5.337147,2.4336,1.75,2.801168,2.657756,1.315658,0.333333,60,54,2.801168,2.657756,660.695702,670.326802,6.301,210.142,0.015,164.027,0,0,0,0,144.284105
mp-300031931,0.039423,0.057188,-299.867405,-287.857628,-7.496685,-7.575201,2.7244,0.0,3.11018,3.146714,20.0,19.0,40,38,3.11018,3.146714,546.298824,532.630506,14.906,164.598,25.203,189.687,0,0,0,0,52.386829
mp-300673071,0.036522,0.099469,-157.777678,-147.039134,-6.57407,-6.683597,3.7115,0.0877,3.457929,3.429462,0.0,0.0,24,22,3.457929,3.429462,294.403927,290.126039,4.431,79.516,0.0,52.747,0,0,0,0,87.433585
mp-300021496,0.013851,0.063949,-104.143864,-98.302803,-7.438847,-7.561754,0.778,0.0,6.734534,6.808774,1e-06,0.539383,14,13,6.734534,6.808774,185.939994,182.219799,0.003,26.726,0.0,30.99,0,0,0,0,35.540827
mp-300765435,0.055627,0.044336,-277.060479,-272.449169,-6.757573,-6.811229,1.1046,2.3823,2.879925,2.97011,17.0,18.0,41,40,2.879925,2.97011,483.152324,464.601138,0.425,101.631,0.0,102.454,0,0,0,0,31.984727
mp-300767802,0.08024,0.08716,-152.133511,-142.447196,-7.244453,-7.497221,0.9347,1.7717,2.310448,2.217039,5.0,3.0,21,19,2.310448,2.217039,260.705582,261.29217,0.001,65.323,0.906,64.556,0,0,0,0,217.495893
mp-300684489,0.033819,0.04147,-296.188062,-270.341464,-6.731547,-6.758537,4.445,0.0,4.267887,3.946017,0.0,0.0,44,40,4.267887,3.946017,606.750474,644.558525,1.82,162.632,0.0,113.164,0,0,0,0,68.745595
mp-300849779,0.029997,0.064028,-657.02587,-632.492581,-7.466203,-7.529674,3.9631,0.0022,3.42724,3.413678,1e-06,1.1e-05,88,84,3.42724,3.413678,1179.158969,1170.337925,20.258,264.142,26.018,252.179,0,0,0,0,44.050521
mp-300763122,0.073928,0.060773,-279.766245,-256.989321,-6.994156,-7.138592,0.7314,0.0,3.320823,3.394118,11.999983,9.999967,40,36,3.320823,3.394118,467.641281,443.959473,0.0,101.452,0.004,97.73,0,0,0,0,114.632911
mp-300767188,0.072683,0.052734,-176.702144,-157.176555,-6.310791,-6.549023,1.5724,0.9943,3.584941,3.960278,9.999999,9.000001,28,24,3.584941,3.960278,351.681935,306.709682,0.0,46.006,0.0,62.13,0,0,0,0,141.200371
mp-300761533,0.050917,0.085776,-273.414185,-234.789732,-6.835355,-6.90558,0.3322,0.0,3.032309,2.811431,0.0,4.0,40,34,3.032309,2.811431,452.415605,463.36171,0.404,120.365,0.008,94.548,0,0,0,0,194.64716
mp-300773469,0.11185,0.063968,-174.582872,-154.134866,-6.235103,-6.422286,0.0,0.0,4.581193,4.901548,21.000001,21.000001,28,24,4.581193,4.901548,341.171739,309.467593,0.0,58.455,0.006,72.657,0,0,0,0,113.898052
mp-300771191,0.016574,0.047302,-313.898294,-301.447402,-5.605327,-5.582359,0.5879,0.4104,4.358906,4.379409,9.999881,11.0,56,54,4.358906,4.379409,535.793634,528.021615,0.0,89.722,0.0,85.811,0,0,0,0,38.112094
mp-300026835,0.040195,0.127714,-252.71577,-230.995183,-6.650415,-6.599862,3.954,0.0,5.107153,4.822084,0.0,3.0,38,35,5.107153,4.822084,531.783583,556.050573,13.347,175.697,11.697,167.369,0,0,0,0,49.160399
mp-300765757,0.099262,0.075368,-53.48105,-48.721575,-5.348105,-5.413508,2.4558,1.1135,2.802694,2.796051,5.0,4.0,10,9,2.802694,2.796051,103.503274,99.627009,0.004,24.907,0.0,22.771,0,0,0,0,153.418664
