Battid,Stability Discharge,Stability Charge,energy,energy_dis,energy_per_atom,energy_per_atom_dis,band_gap,band_gap_dis,density,density_dis,total_magnetization,total_magnetization_dis,nsites,nsites_dis,elasticity,elasticity_dis,volume,volume_dis,helvol,geomvol,helvol_dis,geomvol_dis,vf_geomvol,vf_geomvol_dis,vf_helvol,vf_helvol_dis,Capacity_Grav
mp-300031681,0.032836,0.109644,-563.530655,-509.348969,-7.044133,-7.074291,2.8815,0.0,2.944913,2.858937,6.0,4.0,80,72,2.944913,2.858937,924.131289,919.670208,0.1,200.587,0.0,173.988,0,0,0,0,130.825319
mp-300763396,0.037776,0.081725,-252.880207,-236.220346,-6.654742,-6.749153,2.8776,0.1783,3.078409,2.940049,6.0,15.0,38,35,3.078409,2.940049,420.614961,428.648438,0.203,93.731,1.968,89.731,0,0,0,0,103.114117
mp-300777356,0.088192,0.0,-222.048235,-205.911556,-5.843375,-6.056222,1.8283,4.2186,4.160837,3.938549,0.0,1e-06,38,34,4.160837,3.938549,574.710804,595.441303,75.859,244.221,14.286,184.087,0,0,0,0,74.445398
mp-300768820,0.0,0.055321,-312.473791,-289.158302,-6.509871,-6.57178,3.4604,0.018,4.289898,4.347654,0.0,0.0,48,44,4.289898,4.347654,537.921817,520.171707,0.244,91.03,3.346,99.179,0,0,0,0,77.143928
mp-300780748,0.025597,0.141301,-185.588417,-160.473696,-6.628158,-6.686404,2.1929,0.2601,3.785345,4.296189,3.0,0.0,28,24,3.785345,4.296189,317.273598,268.816579,0.0,25.388,0.0,35.693,0,0,0,0,148.227388
mp-300764272,0.073322,0.071064,-168.769654,-146.265921,-6.027488,-6.094413,1.6478,2.0792,2.966021,2.881571,0.5,0.0,28,24,2.966021,2.881571,301.916169,294.765018,0.0,66.813,0.0,51.757,0,0,0,0,198.795876
mp-300772516,0.077075,0.019313,-367.864309,-322.522645,-6.569006,-6.719222,2.8169,0.8244,3.130765,2.321093,3.0,4.0,56,48,3.130765,2.321093,682.492153,880.841971,56.953,402.856,0.0,156.912,0,0,0,0,166.628677
mp-300031649,0.01836,0.061027,-79.302567,-72.358458,-7.209324,-7.235846,2.8414,0.0,3.272796,3.235393,3.0,2.0,11,10,3.272796,3.235393,118.158019,115.961551,0.0,19.713,0.0,23.632,0,0,0,0,115.086884
mp-300673101,0.038502,0.088937,-263.320659,-251.91751,-6.583016,-6.629408,3.2622,0.0,4.402376,4.439822,0.0,1.0,40,38,4.402376,4.439822,578.381844,568.311639,0.0,98.665,0.015,88.066,0,0,0,0,34.957159
mp-300026721,0.059666,0.077068,-189.010524,-180.022973,-7.269636,-7.500957,0.0542,2.2718,3.037503,3.03394,1.0,0.0,26,24,3.037503,3.03394,324.433294,317.21639,0.0,72.695,0.0,66.211,0,0,0,0,90.322457
mp-300697692,0.07608,0.145574,-331.299253,-302.615338,-6.902068,-6.877621,1.2462,0.3403,2.784404,2.627429,1.000003,0.011871,48,44,2.784404,2.627429,593.699362,611.622723,0.0,152.906,0.0,109.873,0,0,0,0,107.688449
mp-300762664,0.060254,0.0,-281.501904,-252.988486,-7.037548,-7.440838,1.5167,1.164,3.284571,3.224583,9.0,3.0,40,34,3.284571,3.224583,479.338424,466.80972,0.742,117.744,1.112,110.473,0,0,0,0,169.604826
mp-300772402,0.03241,0.053517,-195.558362,-172.363097,-6.984227,-7.181796,0.0,0.6001,4.185653,4.381633,25.000003,21.0,28,24,4.185653,4.381633,283.43099,260.231885,0.0,55.764,0.0,44.286,0,0,0,0,150.057375
mp-300705468,0.026583,0.092199,-366.406415,-326.276521,-7.046277,-7.092968,0.6453,0.0,2.838458,2.767419,12.000001,9.000475,52,46,2.838458,2.767419,661.677774,653.674013,2.491,181.576,0.71,165.419,0,0,0,0,142.177252
mp-300763566,0.017232,0.0,-157.497068,-148.804505,-7.158958,-7.440225,3.7333,3.0964,4.165267,4.189577,3.0,2.0,22,20,4.165267,4.189577,290.804376,283.61489,0.009,70.904,0.287,70.105,0,0,0,0,73.48422
mp-300026585,0.036102,0.067803,-374.314532,-348.585104,-6.684188,-6.70356,1.7799,0.1987,3.326903,3.5367,0.0,0.0,56,52,3.326903,3.5367,705.962871,651.049503,0.0,107.169,0.021,132.041,0,0,0,0,148.673492
mp-300504397,0.039882,0.031759,-599.705852,-577.591719,-7.496323,-7.599891,3.3117,0.0427,3.12492,3.196813,20.000001,19.0,80,76,3.12492,3.196813,1087.44401,1048.566891,13.87,297.741,7.992,295.355,0,0,0,0,52.386829
mp-300771459,0.03334,0.08429,-86.187253,-80.774266,-5.386703,-5.384951,0.0,0.0,4.535847,4.437521,6.0,5.0,16,15,4.535847,4.437521,140.519256,141.035516,1.502,29.617,0.02,32.42,0,0,0,0,69.825439
mp-300851105,0.034936,0.046516,-872.814262,-765.092755,-5.742199,-5.625682,0.0,0.0,3.147538,3.217414,1.994487,2.49823,152,136,3.147538,3.217414,1811.295108,1714.639709,0.0,292.268,0.0,334.472,0,0,0,0,124.901528
mp-300504264,0.042461,0.000392,-175.09301,-151.051832,-6.253322,-6.293826,0.5025,0.3613,3.801778,3.677418,0.984269,0.0,28,24,3.801778,3.677418,289.075361,286.3142,0.0,43.458,0.0,28.606,0,0,0,0,161.983245
mp-300778677,0.086576,0.045585,-272.935458,-252.767216,-6.823386,-7.021312,0.2041,0.0,3.291675,3.38771,14.0,12.000005,40,36,3.291675,3.38771,474.241787,447.188924,1.057,92.582,0.138,104.667,0,0,0,0,114.038407
mp-300031541,0.006695,0.017926,-278.854191,-241.94194,-6.639385,-6.720609,2.9248,0.3527,3.109928,2.934732,3.0,3.999998,42,36,3.109928,2.934732,515.298731,522.496398,3.861,166.612,9.635,177.134,0,0,0,0,166.628677
mp-300764798,0.050548,0.066862,-312.556031,-302.633852,-7.103546,-7.205568,1.6084,1.6116,3.224304,3.173617,9.0,19.0,44,42,3.224304,3.173617,486.680368,487.189743,3.756,110.836,0.744,97.336,0,0,0,0,84.4639
mp-300772320,0.069878,0.066153,-409.176096,-368.718585,-6.393377,-6.58426,2.9165,1.1962,3.045917,3.014316,3.0,4.0,64,56,3.045917,3.014316,719.179393,696.129311,0.0,157.968,0.0,144.942,0,0,0,0,162.533411
mp-300032070,0.025814,0.158832,-366.882925,-330.677643,-7.055441,-7.188644,2.6827,0.9229,3.362952,3.36691,9.0,6.0,52,46,3.362952,3.36691,679.955198,658.616305,0.107,170.255,0.212,171.145,0,0,0,0,116.777233
mp-300766652,0.052156,0.064221,-608.485599,-586.789732,-6.914609,-6.985592,2.7054,1.2907,2.404383,2.304356,2.0,1.0,88,84,2.404383,2.304356,899.703144,918.750367,0.002,176.326,0.0,154.235,0,0,0,0,82.293385
mp-300767273,0.054927,0.075797,-155.46485,-139.876415,-5.552316,-5.379862,0.5045,0.0373,2.852902,2.890316,12.0,11.0,28,26,2.852902,2.890316,421.102377,407.675952,3.384,157.462,3.14,153.736,0,0,0,0,145.391506
mp-300765014,0.041718,0.0,-330.54445,-320.842852,-6.886343,-6.974845,3.6793,1.3331,2.588521,2.604203,5.0,4.0,48,46,2.588521,2.604203,644.988769,632.253084,0.012,146.209,0.0,137.68,0,0,0,0,53.313113
mp-300777396,0.00182,0.094361,-377.997959,-327.624553,-6.749964,-6.825512,0.8697,0.0,4.057558,4.038432,15.000033,13.0,56,48,4.057558,4.038432,593.466113,573.44446,0.0,137.51,0.0,110.116,0,0,0,0,147.855427
mp-300763370,0.048754,0.007253,-341.95552,-319.399664,-7.124073,-7.259083,3.3891,2.9504,3.652271,3.550345,1.000112,0.00015,48,44,3.652271,3.550345,692.398342,699.29065,4.201,225.084,6.018,211.181,0,0,0,0,70.396145
mp-300032125,0.009973,0.008977,-540.628942,-517.586003,-7.113539,-7.188694,2.3002,0.0041,3.198289,3.169229,2.0,0.999991,76,72,3.198289,3.169229,1037.840672,1032.810098,0.695,271.864,0.083,229.19,0,0,0,0,53.631444
mp-300026695,0.050646,0.0,-174.858942,-151.160052,-6.244962,-6.298336,0.0,0.0,3.800005,3.247444,1.0,0.0,28,24,3.800005,3.247444,289.21022,324.223299,0.0,72.05,0.0,32.536,0,0,0,0,310.92322
mp-300757419,0.03866,0.046679,-620.007276,-591.932429,-7.750091,-8.221284,0.1632,3.2753,3.235307,3.082842,1.000163,2.3e-05,80,72,3.235307,3.082842,849.850015,861.970583,0.0,108.943,0.0,54.296,0,0,0,0,129.491149
mp-300761379,0.035559,0.06149,-271.661142,-253.384015,-6.96567,-7.038445,0.0,1.3487,2.806634,2.672496,1.0,0.0,39,36,2.806634,2.672496,452.195756,461.954014,6.964,128.722,3.441,105.983,0,0,0,0,204.820348
mp-300771231,0.043251,0.037121,-180.53951,-157.339284,-6.44784,-6.555803,0.0,0.8903,4.554752,4.784581,8.000207,12.0,28,24,4.554752,4.784581,268.050112,245.538443,0.0,39.286,0.0,48.584,0,0,0,0,145.809961
mp-300756781,0.020345,0.098098,-172.867413,-164.344568,-7.85761,-8.217228,0.0,0.9933,4.97749,4.788335,0.004803,9.2e-05,22,20,4.97749,4.788335,285.689899,292.161474,7.283,87.117,4.023,77.397,0,0,0,0,62.593982
mp-300757806,0.051892,0.025051,-247.059319,-237.335788,-6.862759,-6.980464,0.0579,3.3548,3.117325,3.242873,0.0,0.0,36,34,3.117325,3.242873,470.39851,445.078605,0.0,86.543,0.0,92.8,0,0,0,0,60.700168
mp-300032098,0.00102,0.0,-259.432736,-248.452629,-7.206465,-7.30743,1.4206,1.1487,3.251111,3.181683,4.0,3.0,36,34,3.251111,3.181683,494.145579,497.683201,15.353,158.442,45.721,187.235,0,0,0,0,161.578952
mp-300767739,0.003174,0.085355,-179.494007,-153.645396,-6.4105,-6.401892,3.0143,0.0,3.688003,3.63408,10.0,8.00094,28,24,3.688003,3.63408,287.971231,279.557851,0.0,32.761,0.0,41.396,0,0,0,0,167.620667
mp-300032525,0.041095,0.026831,-361.889784,-339.217972,-6.959419,-7.067041,2.63,1.9243,2.855927,2.599516,1.0,3e-06,52,48,2.855927,2.599516,592.521164,633.230963,0.3,162.831,0.0,92.875,0,0,0,0,105.200297
mp-300762575,0.064249,0.102188,-134.038764,-122.408527,-6.092671,-6.120426,0.0,0.4091,3.975896,3.869562,9.0,2.0,22,20,3.975896,3.869562,231.724282,232.134797,0.0,37.142,0.0,39.857,0,0,0,0,96.612068
mp-300585408,0.048489,0.0,-262.374887,-245.588446,-6.559372,-6.821901,2.8056,3.5717,3.124631,3.638974,0.0,0.0,40,36,3.124631,3.638974,577.305598,483.038297,33.207,155.667,12.038,183.415,0,0,0,0,98.687776
mp-300777017,0.026634,0.086427,-524.699894,-470.037195,-6.903946,-6.912312,0.0,0.0,3.0234,3.074625,25.004878,17.005629,76,68,3.0234,3.074625,899.881007,854.89908,0.0,170.008,0.0,184.067,0,0,0,0,130.863094
mp-300684109,0.045073,0.05157,-295.692869,-269.937455,-6.720292,-6.748436,3.9872,0.0,4.314122,4.242969,3e-06,0.028203,44,40,4.314122,4.242969,600.2478,599.447963,0.356,118.224,0.0,127.831,0,0,0,0,68.745595
mp-300762459,0.055598,0.047469,-287.498212,-277.098712,-6.845196,-6.927468,0.5064,0.4377,3.930058,3.941931,7.000005,10.0,42,40,3.930058,3.941931,458.389919,451.161512,2.607,119.057,0.003,76.398,0,0,0,0,49.408748
mp-300025959,0.046572,0.061403,-247.799172,-232.916923,-6.88331,-6.850498,4.147,0.0,3.214477,3.170475,0.0,1.0,36,34,3.214477,3.170475,549.445503,549.80037,34.596,168.239,15.079,163.735,0,0,0,0,50.396796
mp-300765024,0.039724,0.006774,-151.720041,-125.68715,-5.418573,-5.236965,1.9206,3.0717,2.501261,2.562623,1.0,0.0,28,24,2.501261,2.562623,405.961858,378.250443,0.085,108.747,0.0,118.406,0,0,0,0,175.316875
mp-300763186,0.0,0.054422,-187.984387,-164.689396,-6.713728,-6.862058,1.093,0.0,4.626163,4.893061,12.0,9.999999,28,24,4.626163,4.893061,307.581113,281.381566,0.0,66.326,0.058,61.516,0,0,0,0,125.108642
mp-300018988,0.0,0.060153,-74.217978,-277.286892,-6.184831,-6.161931,2.2961,0.0,3.723256,3.672436,3.0,21.000004,12,45,3.723256,3.672436,104.199795,413.151514,0.0,64.268,0.0,16.672,0,0,0,0,86.03584
mp-300776880,0.063783,0.033845,-266.293233,-244.718148,-6.657331,-6.797726,1.4032,0.0,3.410223,3.408355,7.0,12.502974,40,36,3.410223,3.408355,456.914848,443.638808,0.009,92.802,0.163,90.134,0,0,0,0,114.248313
mp-300850769,0.051649,0.027676,-820.104248,-726.601369,-7.069864,-7.4143,0.4668,2.314,3.104812,2.811388,9.0,1e-06,116,98,3.104812,2.811388,1428.662459,1503.977058,30.254,537.672,17.45,359.547,0,0,0,0,180.599059
mp-300770529,0.0083,0.043397,-387.248254,-340.820519,-6.915147,-7.100427,0.1839,0.8655,4.0042,4.14597,54.999948,46.999998,56,48,4.0042,4.14597,598.649824,555.939144,0.0,122.439,0.164,124.719,0,0,0,0,148.528323
mp-300765375,0.092349,0.008303,-123.474574,-107.485139,-6.498662,-6.717821,1.1683,1.138,3.463306,3.239462,4.0,1.0,19,16,3.463306,3.239462,206.926584,210.551248,1.196,60.007,0.039,47.593,0,0,0,0,186.303907
mp-300025666,0.011893,0.019948,-167.722011,-155.800068,-6.988417,-7.081821,0.6843,0.9205,2.614286,2.596989,4.0,3.0,24,22,2.614286,2.596989,284.306417,277.323731,0.001,71.642,0.004,67.523,0,0,0,0,232.307624
mp-300540218,0.050057,0.082828,-248.556013,-240.631051,-6.904334,-6.875173,0.0,2.7315,2.667786,2.595448,1.0,1.438785,36,35,2.667786,2.595448,438.568563,446.351273,4.12,97.165,0.201,97.46,0,0,0,0,38.03815
mp-300764752,0.096334,0.088209,-126.251828,-113.72207,-5.738719,-5.686103,1.8496,1.7924,2.624267,2.40204,2.0,0.999934,22,20,2.624267,2.40204,326.268128,346.856376,2.408,123.481,0.701,110.569,0,0,0,0,103.957377
mp-300850944,0.04133,0.085712,-238.58075,-225.595352,-5.186538,-5.246404,1.4011,0.9243,3.09206,3.067677,11.999996,27.0,46,43,3.09206,3.067677,482.403452,474.966241,0.214,120.626,0.089,140.382,0,0,0,0,118.431355
mp-300767720,0.01548,0.061354,-347.693324,-331.309361,-7.558551,-7.888318,1.9011,0.6483,3.435985,3.512218,12.0,10.0,46,42,3.435985,3.512218,519.990947,495.577987,0.0,84.956,0.008,85.427,0,0,0,0,99.63706
mp-300031618,0.010047,0.029262,-329.035625,-315.034813,-6.854909,-6.848583,1.1566,0.0,2.820458,2.669604,8.0,9.0,48,46,2.820458,2.669604,630.74524,657.752617,18.027,208.593,12.501,172.287,0,0,0,0,146.309984
mp-300762554,0.022957,0.068549,-210.920028,-200.465335,-6.591251,-6.682178,3.0229,1.9238,3.027847,2.891071,4.0,9.0,32,30,3.027847,2.891071,354.961156,363.780819,0.0,77.472,0.0,44.37,0,0,0,0,82.817705
mp-300863884,0.061209,0.053934,-221.650767,-200.525162,-6.156966,-6.266411,0.8013,1.5671,3.523729,3.400147,4.000241,2.999878,36,32,3.523729,3.400147,414.347507,415.848198,0.0,87.254,0.0,55.493,0,0,0,0,121.927219
mp-300769875,0.037892,0.0,-106.228449,-93.184545,-5.311422,-5.176919,3.9361,1.5229,2.959331,3.024495,3.0,2.0,20,18,2.959331,3.024495,209.645052,197.506523,0.0,44.674,0.0,33.693,0,0,0,0,276.659722
mp-300585397,0.038519,0.035944,-487.545447,-463.492751,-6.771465,-6.81607,2.5639,0.0,3.530999,3.516203,8.999999,10.0,72,68,3.530999,3.516203,851.488963,841.960506,2.429,167.613,0.009,160.311,0,0,0,0,59.209478
mp-300774714,0.060421,0.069251,-180.124905,-158.822518,-6.433032,-6.617605,3.1718,1.7855,3.381715,3.648027,0.0,0.0,28,24,3.381715,3.648027,326.563252,290.085725,0.0,34.81,0.0,27.214,0,0,0,0,161.199453
mp-300031887,0.048232,0.079171,-245.669942,-237.73182,-6.824165,-6.792338,0.0,0.0014,2.645271,2.671229,7.0,8.0,36,35,2.645271,2.671229,444.71762,436.081093,2.261,95.918,0.455,99.835,0,0,0,0,37.831492
mp-300773347,0.024812,0.10078,-50.696572,-130.710087,-6.337072,-6.535504,0.2175,0.1103,4.119478,3.937171,9.0,20.999999,8,20,4.119478,3.937171,76.048875,227.001055,0.0,48.643,0.196,16.055,0,0,0,0,189.413807
mp-300026261,0.015297,0.000315,-254.95003,-241.785234,-6.709211,-6.716256,0.8251,0.6715,2.759519,2.697924,1.0,0.0,38,36,2.759519,2.697924,473.355166,475.617992,0.051,110.411,0.001,105.66,0,0,0,0,68.142391
mp-300849468,0.008199,0.097664,-165.092372,-140.971534,-5.896156,-5.873814,0.0,0.0,4.849176,5.015379,23.0,21.0,28,24,4.849176,5.015379,302.471133,283.255315,0.0,56.651,0.0,51.042,0,0,0,0,121.371297
mp-300779070,0.005808,0.12826,-155.064536,-127.490519,-6.461022,-6.374526,4.3029,0.0,2.973161,2.843819,2.0,0.015311,24,20,2.973161,2.843819,275.36619,271.678571,0.01,48.514,0.0,45.894,0,0,0,0,217.43973
mp-300763964,0.065823,0.032358,-153.296232,-143.829704,-5.109874,-5.136775,0.0,0.6766,4.936663,4.831926,1.000106,1.002451,30,28,4.936663,4.831926,258.298541,259.126773,0.0,38.869,0.0,36.162,0,0,0,0,69.804345
mp-300769874,0.035518,0.101505,-57.973841,-49.671984,-7.24673,-8.278664,0.0,0.0,3.957803,3.876199,2.695112,1.0,8,6,3.957803,3.876199,74.131407,69.745093,0.105,16.181,0.0,14.233,0,0,0,0,303.376202
mp-300031777,0.03713,0.14356,-285.447735,-250.658254,-6.796375,-6.962729,3.5239,1.2423,3.34237,3.28649,4.0,4.976505,42,36,3.34237,3.28649,470.257202,457.210841,2.716,122.467,0.081,100.769,0,0,0,0,169.890533
mp-300761372,0.05842,0.047564,-193.585522,-173.267194,-6.913769,-7.219466,1.459,0.0,3.377124,3.601849,1.999999,10.0,28,24,3.377124,3.601849,306.001532,274.109786,0.0,34.264,0.0,45.9,0,0,0,0,172.265087
mp-300776487,0.091397,0.031634,-140.900234,-131.885375,-7.045012,-7.326965,0.5496,0.4882,3.390506,3.351608,4.000001,1.999994,20,18,3.390506,3.351608,256.697798,252.799222,0.276,64.604,0.0,64.174,0,0,0,0,102.270693
mp-300769763,0.039944,0.07544,-232.538607,-223.118935,-4.844554,-4.850412,2.7186,0.0,2.455684,2.391607,0.0,0.968225,48,46,2.455684,2.391607,444.304016,446.569571,0.0,77.736,0.0,65.823,0,0,0,0,81.580273
mp-300763924,0.029393,0.068624,-87.583914,-81.564084,-5.838928,-5.826006,0.0,0.0,4.234102,4.123555,14.014634,12.999999,15,14,4.234102,4.123555,148.989656,150.188753,0.104,25.532,0.242,41.185,0,0,0,0,138.566169
mp-300770495,0.033156,0.121143,-196.555444,-171.987278,-7.019837,-7.166137,0.6725,0.0,4.097481,4.186184,25.000002,21.0,28,24,4.097481,4.186184,288.478206,271.352336,0.0,36.826,0.0,51.926,0,0,0,0,150.604491
mp-300765833,0.036715,0.131263,-140.643382,-127.855851,-5.860141,-5.81163,0.0,0.0,4.186485,3.995379,26.000001,16.0,24,22,4.186485,3.995379,226.704043,231.778129,0.003,59.232,0.0,38.288,0,0,0,0,93.784077
mp-300540179,0.027546,0.036487,-333.745406,-314.952005,-7.255335,-7.498857,2.1867,0.0063,3.1384,3.224778,12.0,0.0,46,42,3.1384,3.224778,547.894148,518.921893,0.034,123.112,0.014,132.936,0,0,0,0,103.529204
mp-300772517,0.051484,0.042418,-548.556545,-539.147582,-6.689714,-6.739345,1.1516,2.2271,2.991462,2.982772,19.0,10.000001,82,80,2.991462,2.982772,934.548919,929.543386,0.0,175.007,0.0,178.192,0,0,0,0,31.838484
mp-300764291,0.036774,0.078008,-154.601618,-124.346784,-6.441734,-6.908155,0.1329,0.0421,4.00103,4.288188,21.999998,15.999991,24,18,4.00103,4.288188,261.50455,227.866102,0.011,62.79,0.0,45.037,0,0,0,0,255.216148
mp-300773465,0.049369,0.070127,-127.494169,-112.550256,-7.083009,-7.50335,1.2561,1.7758,3.10901,2.98086,2.999999,0.0,18,15,3.10901,2.98086,207.473009,204.792658,0.0,35.554,0.0,27.375,0,0,0,0,206.988159
mp-300778059,0.053305,0.08555,-161.026859,-128.688596,-5.032089,-4.596021,3.5827,1.1018,2.809495,2.656405,5.0,4.000005,32,28,2.809495,2.656405,389.425634,394.512961,1.143,113.97,0.0,84.066,0,0,0,0,162.710311
mp-300765333,0.08287,0.0707,-96.430195,-87.247008,-6.026887,-6.231929,0.6642,0.7852,3.579245,3.56704,13.0,11.0,16,14,3.579245,3.56704,156.119587,150.191381,0.0,37.247,0.0,37.469,0,0,0,0,159.290216
mp-300019340,0.068063,0.144599,-78.358921,-45.782609,-7.123538,-7.630435,0.4065,1.0677,3.857932,3.721442,5.0,0.5,11,3,3.857932,3.721442,113.073129,74.017325,0.0,8.224,0.0,15.548,0,0,0,0,298.187525
mp-300763301,0.0,0.061521,-103.412074,-92.244497,-6.463255,-6.588893,2.9523,1.2663,3.216391,2.980444,3.0,4.0,16,14,3.216391,2.980444,170.265382,176.010163,0.0,39.896,0.0,20.432,0,0,0,0,162.533411
mp-300763842,0.077735,0.008999,-178.924501,-171.53288,-6.390161,-6.597418,2.4324,1.4989,2.730395,2.880594,5.0,3.999999,28,26,2.730395,2.880594,346.204378,320.150363,0.0,43.354,0.0,69.241,0,0,0,0,94.162894
mp-300769374,0.052405,0.098227,-524.041114,-478.506195,-7.278349,-7.476659,3.399,2.1823,2.894261,2.786089,1.8e-05,2.8e-05,72,64,2.894261,2.786089,802.520069,800.583191,0.0,157.257,0.0,106.286,0,0,0,0,153.286658
mp-300771573,0.057862,0.05319,-281.696234,-263.830353,-7.042406,-7.328621,0.2662,0.0,3.287163,3.470829,5.00001,3.0,40,36,3.287163,3.470829,524.747811,483.696677,0.712,108.643,0.24,116.611,0,0,0,0,103.203872
mp-300765499,0.016633,0.025487,-48.076613,-41.54392,-5.341846,-5.19299,1.9324,3.1595,3.102583,2.890112,1.0,0.0,9,8,3.102583,2.890112,95.703316,98.7511,0.0,24.688,0.0,15.951,0,0,0,0,288.568211
mp-300765841,0.107175,0.03574,-196.408168,-178.974125,-7.014577,-7.457255,1.0144,1.2752,3.890563,3.976786,4.0,3.000016,28,24,3.890563,3.976786,300.169395,282.068147,0.0,18.334,0.0,21.012,0,0,0,0,152.436528
mp-300767631,0.044402,0.043856,-95.653393,-82.793935,-5.314077,-5.174621,2.006,3.1407,2.660021,2.704745,1.0,0.0,18,16,2.660021,2.704745,223.251963,211.037795,0.0,47.483,0.0,50.232,0,0,0,0,288.568211
mp-300026949,0.0,0.036382,-316.780519,-304.644258,-6.886533,-6.923733,4.1176,0.0,3.126921,3.238798,0.0,1.0,46,44,3.126921,3.238798,678.911434,648.342535,0.023,143.176,0.711,155.898,0,0,0,0,41.928363
mp-300850971,0.005056,0.07326,-175.597522,-164.896488,-7.316563,-7.495295,2.9262,0.4188,3.177779,3.039258,5.0,9.0,24,22,3.177779,3.039258,252.261155,256.173917,0.0,60.457,0.0,33.298,0,0,0,0,111.03601
mp-300763437,0.0,0.0,-169.593109,-147.586351,-5.299785,-5.270941,3.4687,5.3735,4.211472,4.066061,1.0,0.0,32,28,4.211472,4.066061,480.672648,486.524022,0.0,148.66,0.0,142.867,0,0,0,0,87.939619
mp-300031647,0.021381,0.115372,-99.625047,-89.761662,-7.116075,-7.480138,3.0855,1.5838,3.321263,3.36267,4.0,3.0,14,12,3.321263,3.36267,153.899903,145.14966,0.0,29.03,0.0,33.242,0,0,0,0,174.139108
mp-300031922,0.008166,0.0,-200.873808,-178.254017,-7.174065,-7.427251,3.5393,0.6786,2.832782,3.609843,5.0,4.000001,28,24,2.832782,3.609843,367.774439,275.835197,0.0,41.047,0.008,99.606,0,0,0,0,170.87289
mp-300540153,0.031338,0.105957,-241.35981,-225.453262,-6.704439,-6.630978,0.6743,0.1294,2.855332,2.829228,2.44077,2.0,36,34,2.855332,2.829228,443.754,439.700722,0.001,90.732,0.0,94.587,0,0,0,0,70.248806
mp-300774918,0.027075,0.037491,-728.502293,-717.714543,-7.433697,-7.476193,0.4793,0.037,6.812884,6.810314,3e-06,0.000185,98,96,6.812884,6.810314,1300.408076,1297.514072,48.506,270.119,49.789,267.175,0,0,0,0,10.046788
mp-300763781,0.060209,0.011999,-200.715527,-193.052983,-6.690518,-6.894749,1.687,3.0271,2.741032,2.851651,9.0,5.0,30,28,2.741032,2.851651,383.693634,360.725969,0.001,90.181,0.157,115.891,0,0,0,0,84.63291
mp-300673023,0.032293,0.029201,-496.62641,-468.023611,-6.897589,-6.8827,4.8102,0.0,3.588862,3.587575,0.0,4e-06,72,68,3.588862,3.587575,984.256197,971.758573,7.592,207.848,0.016,200.952,0,0,0,0,50.396796
mp-300767808,0.033707,0.033696,-197.46677,-175.78448,-5.33694,-5.670467,0.7617,0.0,2.630713,2.542258,9.0,3.0,37,31,2.630713,2.542258,529.732585,520.961978,0.0,120.731,0.001,110.361,0,0,0,0,280.46328
mp-300765380,0.076931,0.075284,-418.498874,-401.438294,-6.154395,-6.272473,2.248,0.6265,3.122781,3.091706,15.000291,14.0,68,64,3.122781,3.091706,1001.032217,996.181595,11.335,306.517,6.757,298.385,0,0,0,0,56.947983
mp-300774883,0.137493,0.168388,-74.500309,-70.562553,-5.321451,-5.427889,0.0,0.0,4.264031,4.24681,4.99999,6.0,14,13,4.264031,4.24681,260.300836,258.642375,1.564,79.176,0.541,81.202,0,0,0,0,40.097009
mp-300026675,0.032006,0.052182,-494.237701,-467.856548,-6.864413,-6.880243,4.2519,0.0,2.838257,2.992778,0.0,7e-06,72,68,2.838257,2.992778,1040.437427,971.31324,4.998,254.836,0.415,270.726,0,0,0,0,60.283749
mp-300765302,0.027377,0.09672,-208.982038,-195.956548,-6.530689,-6.531885,2.395,0.0,2.678985,2.501743,5.0,9.0,32,30,2.678985,2.501743,358.355076,374.529493,0.0,104.036,0.0,68.021,0,0,0,0,181.083633
mp-300585269,0.020774,0.060184,-413.548928,-390.627414,-6.892482,-6.97549,3.7919,1.4191,3.31562,3.257188,6.0,4.0,60,56,3.31562,3.257188,670.545044,668.419875,0.0,112.641,0.0,91.889,0,0,0,0,80.07099
mp-300765441,0.07959,0.09642,-94.276657,-89.56892,-6.734047,-6.889917,0.8529,0.0,3.732261,3.740104,24.999999,24.000001,14,13,3.732261,3.740104,188.920486,185.442634,0.149,63.531,0.1,53.353,0,0,0,0,63.118533
mp-300763982,0.043397,0.074212,-82.070837,-77.471,-7.460985,-7.7471,1.2757,1.3877,3.740086,3.740994,4.000001,3.0,11,10,3.740086,3.740994,115.270912,112.161989,0.0,21.186,0.0,21.613,0,0,0,0,201.084463
mp-300768023,0.025739,0.04664,-92.676206,-87.570192,-6.619729,-6.736169,0.0,0.3141,4.620027,4.60498,4.0,3.0,14,13,4.620027,4.60498,150.446362,148.43506,0.0,40.374,0.0,34.904,0,0,0,0,64.029733
mp-300770194,0.077565,0.049614,-342.267252,-330.060458,-7.130568,-7.501374,0.213,2.9523,2.674445,2.523001,1.0,0.0,48,44,2.674445,2.523001,462.708894,472.209903,0.0,72.143,0.0,44.986,0,0,0,0,143.855469
mp-300771784,0.01535,0.014659,-79.955109,-63.580028,-4.997194,-4.890771,0.0,0.7629,4.737522,4.624409,5.0,1.999587,16,13,4.737522,4.624409,142.971056,138.990998,2.385,43.584,0.165,45.24,0,0,0,0,197.119583
mp-300031636,0.050107,0.035267,-222.835701,-198.233933,-6.963616,-7.079783,0.0,1.4507,3.326608,3.054758,2.0,1e-06,32,28,3.326608,3.054758,339.250868,354.349327,0.0,61.167,0.0,28.848,0,0,0,0,157.741272
