Battid,Discharged_ID,Charged_ID,Reduced_Cell_Formula,Type,Average_Voltage,Capacity_Grav,Capacity_Vol,Specific_E_Wh/kg,E Density Wh/l,Stability Charge,Stability Discharge
mp-23_Cs,mp-985605,mp-23,Ni,intercalation,-0.9462917737931036,175.78209267902804,532.1816289779507,-166.34114828230116,-503.5990976656483,0.0,0.7097188303448274
mp-1009650_Cs,mp-1095809,mp-1009650,RbSb,intercalation,-0.5371506087931033,113.31623032512485,30.25687351805009,-60.86788210528032,-16.25249803039653,0.9184707912500003,0.8374857866666674
mp-1238886_Cs,mp-1238886,mvc-14769,CrS2,intercalation,0.09406357620689643,73.39701418495636,256.4614016379968,6.903985637145301,24.123676597103184,0.01916975750000116,0.37472991035714376
mp-10378_Cs,mp-10378,mp-10631,Sb,intercalation,0.5103764728735629,154.48241440403433,653.2028912783866,78.84418978452314,333.37938772147635,0.31171507499999995,0.0
mp-1147679_Cs,mp-1232361,mp-1147679,In(Cu3O4)2,intercalation,0.7617795462068997,35.40511321840907,214.9521367998674,26.97089108092357,163.74614122760642,0.0,0.08071556023437498
mp-2496_Cs,mp-2496,mp-949028,Sn,intercalation,1.298012637456898,32.865576117715854,172.49882697189602,42.6599331380968,223.90565735601186,0.027153814782609142,0.0
mp-1213691_Cs,mp-1721,mp-1213691,C,intercalation,1.2226003712068698,35.30983179547571,102.5679127201758,43.16981346040074,125.39956816560075,0.2727519039843731,0.23994332401515095
mp-1078799_Cs,mp-1112580,mp-1078799,LiNbF6,intercalation,1.401562006206899,111.75462870479046,518.7588043466803,156.63104161039323,727.0726305576254,0.0,0.11361808875000001
mp-558694_Cs,mp-558694,mp-558852,FeF3,intercalation,1.6681443728735634,109.06186987252126,555.1891919430373,181.93094452291515,926.1357264199984,0.004433570416667365,0.29852549075000034
mp-28344_Cs,mp-582176,mp-28344,Zr6CI14,intercalation,1.8736351162068885,10.855536712412274,55.36587430032628,20.339314789648714,103.73544632858781,0.0,0.0
mp-1228215_Cs,mp-505149,mp-1228215,Cr5Se8,intercalation,1.8493421762069073,6.539715990597729,35.11147239886309,12.094172601827115,64.93312677594223,-8.881784197001252e-16,1.7763568394002505e-15
mvc-12404_Cs,mp-867522,mvc-12404,TiO2,intercalation,2.366656196206909,43.786097576428155,183.7610346345689,103.626639136974,434.89919123929485,0.06085621916666639,0.005569631000000186
mp-1226696_Cs,mp-561682,mp-1226696,MoS,intercalation,2.417213488706893,34.56557807265155,169.31420342821696,83.55238156216453,409.2685763563489,0.06315036815789377,3.552713678800501e-15
mp-1207560_Cs,mp-1213469,mp-1207560,Zr6MnCl14,intercalation,2.682306916206902,21.762760391622134,75.67137086107742,58.37440271420168,202.9738414195254,0.0,-5.329070518200751e-15
mp-1111777_Cs,mp-1111777,mp-1207160,Rb2SbCl6,intercalation,2.733300226206898,41.98759425474334,107.51977392238186,114.76470087437343,293.88382238376084,0.0,0.07657775558333313
mp-1196773_Cs,mp-1196773,mp-622048,Mo3P5O19,intercalation,2.8985150462069145,13.23545219779388,47.56425797204669,38.363157338657935,137.8657173936445,-1.7763568394002505e-15,-8.881784197001252e-16
mp-1112952_Cs,mp-1112952,mp-28269,SbBr6,intercalation,2.8616522637068984,26.80415223723643,92.01189101151337,76.70416292643195,263.30603620104966,0.0,0.05362441300000009
mp-8289_Cs,mp-998457,mp-8289,SnF3,intercalation,2.8269809112069,86.84561066679045,371.03109607104875,245.51088357712294,1048.8978260570282,0.0,0.015108970999999194
mp-1110971_Cs,mp-1110971,mp-3980,LiSbF6,intercalation,3.0294836512068963,105.41340774268069,486.8308478741366,319.3481953744576,1474.8460945378886,0.0,0.06857687350000141
mp-1112353_Cs,mp-1112353,mp-1184201,SbCl6,intercalation,3.016537638706894,36.55440218257215,106.23914911205823,110.26773004415831,320.4743920007177,0.0,0.04278814150000043
mp-1096944_Cs,mp-1096944,mp-1220361,NbO3,intercalation,3.0600722962068945,97.88348940420855,613.3559304129182,299.53055418187967,1876.9134903707748,0.22221798937500026,0.2518439037499993
mp-1191364_Cs,mp-763713,mp-705411,WO3,intercalation,3.0286141662069044,32.35252610650823,232.2018152860071,97.98331887874953,703.24970719416,0.004295869166666577,0.0
mp-1110979_Cs,mp-1110979,mp-5955,NaSbF6,intercalation,3.0961607112068963,102.18825868708056,447.80789786442034,316.3912716935857,1386.4852195359688,0.0,0.012194385500003513
mp-30234_Cs,mp-30234,mp-571518,WCl6,intercalation,3.343809856206895,80.92614614753192,299.3223325979519,270.6016451129569,1000.87696592387,0.0,0.0
mp-1203303_Cs,mp-1203303,mp-771533,CoPO4,intercalation,3.436170757456897,93.44681330697331,359.1094311365059,321.0992072629557,1233.961325998243,0.01931325229166525,0.09787114821427156
mp-1105732_Cs,mp-1105732,mp-566285,FeF3,intercalation,3.497207646206893,74.74215666677911,296.3893440127486,261.3888417890534,1036.5350801356296,0.00437919124999997,0.04024275583333292
mp-1103473_Cs,mp-1103473,mp-768680,CrP2S7,intercalation,3.4865893662069043,56.86664454380047,149.46795703612642,198.2706381582826,521.1333895908289,0.0009329660468750944,-2.6645352591003757e-15
mp-1067833_Cs,mp-614013,mp-1067833,SnI3,intercalation,3.722687536206897,42.3853519444257,179.15853529000802,157.78742140125632,666.9512463291964,0.16415748401041652,0.006791634999999907
mp-1206497_Cs,mp-1206497,mp-610706,CoF6,intercalation,4.0320981662068975,46.885247301615706,203.22554464761868,189.04591966700158,819.4253459000613,0.0,0.0
