mp-1043406_Ca,mp-126283,mp-117238,Ti(Si2O5)2,intercalation,,1.804650822500004,148.78098682000802,409.20178314236426,268.4977302370898,738.4663345163359,0.178719852333332,0.11922139595982273
mp-1043702_Ca,mp-115473,mp-114373,Si4WO10,intercalation,,2.5449560037499976,108.015175116975,397.0224204568305,274.8938684100529,1010.4045925649667,0.2032333313333332,0.14871044648437426
mp-1043605_Ca,mp-116393,mvc-8765,V(Si2O5)2,intercalation,,2.9045315762500032,147.52208983350823,411.9244085617704,428.4825681158143,1196.4474516957696,0.15741176700000814,0.05323896312499876
mp-1043607_Ca,mp-116393,mp-114290,Co(Si2O5)2,intercalation,,4.162780686250005,144.34729394549302,416.79706050996145,600.8861273487506,1735.0347535766425,0.1393848161666673,0.03093340195311889
mp-1045238_Ca,mp-1116842,mvc-5774,CrWO6,intercalation,,3.526683356250003,260.21582016245264,1474.442207559013,917.6988019998656,5199.890793150884,0.1798327292187505,0.030861700812499393
mp-1041912_Ca,mp-126672,mvc-7082,Co(SiO3)2,intercalation,,3.748445075625003,213.4057749327697,706.8870777672951,799.9398261566784,2649.727385679765,0.13946389694444328,0.04880084825000264
mp-1117357_Ca,mp-1117357,mp-25240,Fe(SiO3)2,intercalation,,3.710316068749999,216.06222051518043,758.5357741727494,801.6591286272796,2814.407471634873,0.1302144613194436,0.02344473692982696
mp-1117357_Na,mp-694890,mp-1117357,CaFe2(SiO3)4,intercalation,,2.654574235000009,55.942177096438854,194.88284393507598,148.50266197001415,517.3309763535804,0.02344473692982341,0.005260745437499104
mp-1041922_Ca,mp-125591,mp-125301,Fe(SiO3)2,intercalation,,3.711735422500001,216.06222051518043,693.392264460989,801.9657973502017,2573.6886296873417,0.1675472314583324,0.04068720025000338
mp-1041904_Ca,mp-126269,mvc-7256,Mn(SiO3)2,intercalation,,3.8565375962500026,216.85498683983192,686.6931654306434,836.3094096821112,2648.258009571199,0.20936095597222248,0.04288380712499952
mvc-13128_Al,mp-28901,mp-126269,FeF5,intercalation,,4.2654978299999975,301.4475223526495,1031.2497165393706,1285.8237524541025,4398.7934280867985,0.1731669213910525,0.008283625714286202
mvc-11366_Ca,mp-124843,mvc-12012,Co(SiO3)2,intercalation,,4.124294156249999,213.4057749327697,774.9240144574745,880.1481904652243,3196.014584364751,0.17829870583333207,0.09124287421052556
mp-1043634_Ca,mp-125171,mvc-8798,Mn(Si2O5)2,intercalation,,4.204902863749996,145.91714798402532,406.6509351740554,613.5674334282597,1709.9276818599994,0.1767869193333329,0.031228920156250336
mvc-10994_Ca,mp-125621,mvc-11865,CoSi2O7,intercalation,,4.2149816912499976,174.4570116931301,561.9941127762945,735.33311019673,2368.794895942368,0.17539118931818098,0.05983826695651118
mp-1043643_Ca,mp-117103,mvc-8793,Fe(Si2O5)2,intercalation,,4.289404197500009,145.55778056340594,414.10501976669457,624.3561549274585,1776.2638099930834,0.16693629495833484,0.015478362109368147
mp-1043067_Ca,mp-118885,mvc-8318,Co4(CuO4)3,intercalation,,4.248935258750005,81.40883616812187,468.9706509162445,345.9008743685356,1992.6259339969715,0.05809509792763379,0.012860908593745002
mp-1042056_Ca,mp-126277,mvc-7342,Si2NiO6,intercalation,,4.619401436250004,213.609703690698,708.8040530553806,986.748972025748,3274.250460703849,0.2652063044907411,0.06139422787500237
mp-1043642_Ca,mp-115718,mvc-8819,Si4NiO10,intercalation,,4.642765357499999,144.44056548723987,431.6305904341525,670.6036536618673,2003.959552504954,0.1935588254444438,0.06773375484374533
mp-1111777_Cs,mp-111339,mp-1207160,Rb2SbCl6,intercalation,,2.733300226206898,41.98759425474334,107.51977392238186,114.76470087437343,293.8838223837608,0.0,0.07657775558333313
mp-1110971_Cs,mp-111300,mp-3980,LiSbF6,intercalation,,3.0294836512068963,105.41340774268069,486.8308478741367,319.34819537445765,1474.8460945378886,0.0,0.06857687350000141
mp-1112353_Cs,mp-111349,mp-1184201,SbCl6,intercalation,,3.016537638706893,36.55440218257215,106.23914911205824,110.26773004415831,320.47439200071767,0.0,0.04278814150000043
mp-1110979_Cs,mp-111253,mp-5955,NaSbF6,intercalation,,3.0961607112068963,102.18825868708055,447.80789786442034,316.3912716935857,1386.4852195359686,0.0,0.012194385500003513
mp-1110976_Cs,mp-111302,mp-27419,LiBiF6,intercalation,,4.794268841206899,89.97971815236484,474.9291535570295,431.38695907846153,2276.938042679232,0.0,-8.881784197001252e-16
mp-1110717_Rb,mp-111435,mp-27826,K2MoCl6,intercalation,,2.1362418003448296,56.74404041868362,131.59468555080235,121.21899106284849,281.11806797685773,-1.7763568394002505e-15,0.0865775213906228
mp-1113821_Rb,mp-111438,mp-1209267,VF6,intercalation,,2.7333224403448244,63.61081099761185,225.38684048995358,173.86885714830578,616.0549088696098,0.0,8.881784197001249e-15
mp-1110729_Rb,mp-111450,mp-866668,SbBr6,intercalation,,2.726791450344826,31.25218648997136,99.40601096801828,85.21819492543597,271.0594608204762,0.0,0.06669801937499953
mp-1110728_Rb,mp-111463,mp-1207160,SbCl6,intercalation,,2.9061330403448298,45.3584786325135,115.86775128595022,131.81777341372242,336.7271003225571,0.0,0.010924955749999743
mp-1110651_Rb,mp-111457,mp-3980,LiSbF6,intercalation,,3.0916547103448258,129.59250780128755,530.2414337076359,400.65528716924916,1639.323426142206,0.0,1.7763568394002505e-15
mp-10810_Rb,mp-111358,mp-10810,TiAgF6,intercalation,,3.3764521703448294,121.64211502390205,504.74130334132866,410.71878327778944,1704.2348691295072,0.004913718124999633,0.1695117411666658
